Trial,Seed,Policy,Route_Index,Route_Name,Available,Hop_Count,Contact_Probability,Optical_Packet_Success_Lower_Bound,Physical_End_To_End_Success_Lower_Bound,PAT_s,Propagation_s,Policy_Score,Selected
26,100025,B2_Contact_Aware,1,Earth_Relay0_Mars,1,2,0.79766328,0.999999749,0.79766308,120,1396.477005,0.79766328,0
26,100025,B2_Contact_Aware,2,Earth_Relay1_Mars,1,2,0.79766328,0.999993757,0.797658301,120,1463.566307,0.79766328,0
26,100025,B2_Contact_Aware,3,Earth_Relay2_Mars,1,2,0.79766328,0.99999706,0.797660935,120,1206.613525,0.79766328,0
26,100025,B3_Physical_Success,0,Direct_Earth_to_Mars,1,1,0.89311997,0.999998738,0.893118843,60,1200.032438,0.893118843,1
26,100025,B3_Physical_Success,1,Earth_Relay0_Mars,1,2,0.79766328,0.999999749,0.79766308,120,1396.477005,0.79766308,0
26,100025,B3_Physical_Success,2,Earth_Relay1_Mars,1,2,0.79766328,0.999993757,0.797658301,120,1463.566307,0.797658301,0
26,100025,B3_Physical_Success,3,Earth_Relay2_Mars,1,2,0.79766328,0.99999706,0.797660935,120,1206.613525,0.797660935,0
26,100025,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,1,1,0.89311997,0.999998738,0.893118843,60,1200.032438,0.893118843,1
26,100025,B4_Physical_Multiobjective,1,Earth_Relay0_Mars,1,2,0.79766328,0.999999749,0.79766308,120,1396.477005,0.342727294,0
26,100025,B4_Physical_Multiobjective,2,Earth_Relay1_Mars,1,2,0.79766328,0.999993757,0.797658301,120,1463.566307,0.327014851,0
26,100025,B4_Physical_Multiobjective,3,Earth_Relay2_Mars,1,2,0.79766328,0.99999706,0.797660935,120,1206.613525,0.396655175,0
27,100026,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,1,0.972872079,1,0.972872079,60,427.7829763,1,1
27,100026,B1_Shortest_Delay,1,Earth_Relay0_Mars,1,2,0.946480083,1,0.946480083,120,554.193944,0.771901211,0
27,100026,B1_Shortest_Delay,2,Earth_Relay1_Mars,1,2,0.946480083,1,0.946480083,120,908.8176096,0.470702781,0
27,100026,B1_Shortest_Delay,3,Earth_Relay2_Mars,1,2,0.946480083,1,0.946480083,120,433.4369293,0.986955535,0
27,100026,B2_Contact_Aware,0,Direct_Earth_to_Mars,1,1,0.972872079,1,0.972872079,60,427.7829763,0.972872079,1
27,100026,B2_Contact_Aware,1,Earth_Relay0_Mars,1,2,0.946480083,1,0.946480083,120,554.193944,0.946480083,0
27,100026,B2_Contact_Aware,2,Earth_Relay1_Mars,1,2,0.946480083,1,0.946480083,120,908.8176096,0.946480083,0
27,100026,B2_Contact_Aware,3,Earth_Relay2_Mars,1,2,0.946480083,1,0.946480083,120,433.4369293,0.946480083,0
27,100026,B3_Physical_Success,0,Direct_Earth_to_Mars,1,1,0.972872079,1,0.972872079,60,427.7829763,0.972872079,1
27,100026,B3_Physical_Success,1,Earth_Relay0_Mars,1,2,0.946480083,1,0.946480083,120,554.193944,0.946480083,0
27,100026,B3_Physical_Success,2,Earth_Relay1_Mars,1,2,0.946480083,1,0.946480083,120,908.8176096,0.946480083,0
27,100026,B3_Physical_Success,3,Earth_Relay2_Mars,1,2,0.946480083,1,0.946480083,120,433.4369293,0.946480083,0
27,100026,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,1,1,0.972872079,1,0.972872079,60,427.7829763,0.972872079,1
27,100026,B4_Physical_Multiobjective,1,Earth_Relay0_Mars,1,2,0.946480083,1,0.946480083,120,554.193944,0.365294561,0
27,100026,B4_Physical_Multiobjective,2,Earth_Relay1_Mars,1,2,0.946480083,1,0.946480083,120,908.8176096,0.222755404,0
27,100026,B4_Physical_Multiobjective,3,Earth_Relay2_Mars,1,2,0.946480083,1,0.946480083,120,433.4369293,0.467066878,0
28,100027,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,1,0.811386382,0.999990287,0.811378501,60,1306.864488,1,1
28,100027,B1_Shortest_Delay,1,Earth_Relay0_Mars,0,2,0.658347861,0,0,120,1580.163225,-1,0
28,100027,B1_Shortest_Delay,2,Earth_Relay1_Mars,0,2,0.658347861,0,0,120,1507.369794,-1,0
28,100027,B1_Shortest_Delay,3,Earth_Relay2_Mars,1,2,0.658347861,0.999977849,0.658333278,120,1313.521703,0.994931782,0
28,100027,B2_Contact_Aware,0,Direct_Earth_to_Mars,1,1,0.811386382,0.999990287,0.811378501,60,1306.864488,0.811386382,1
28,100027,B2_Contact_Aware,1,Earth_Relay0_Mars,0,2,0.658347861,0,0,120,1580.163225,-1,0
28,100027,B2_Contact_Aware,2,Earth_Relay1_Mars,0,2,0.658347861,0,0,120,1507.369794,-1,0
28,100027,B2_Contact_Aware,3,Earth_Relay2_Mars,1,2,0.658347861,0.999977849,0.658333278,120,1313.521703,0.658347861,0
28,100027,B3_Physical_Success,0,Direct_Earth_to_Mars,1,1,0.811386382,0.999990287,0.811378501,60,1306.864488,0.811378501,1
28,100027,B3_Physical_Success,1,Earth_Relay0_Mars,0,2,0.658347861,0,0,120,1580.163225,-1,0
28,100027,B3_Physical_Success,2,Earth_Relay1_Mars,0,2,0.658347861,0,0,120,1507.369794,-1,0
28,100027,B3_Physical_Success,3,Earth_Relay2_Mars,1,2,0.658347861,0.999977849,0.658333278,120,1313.521703,0.658333278,0
28,100027,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,1,1,0.811386382,0.999990287,0.811378501,60,1306.864488,0.811378501,1
28,100027,B4_Physical_Multiobjective,1,Earth_Relay0_Mars,0,2,0.658347861,0,0,120,1580.163225,-1,0
28,100027,B4_Physical_Multiobjective,2,Earth_Relay1_Mars,0,2,0.658347861,0,0,120,1507.369794,-1,0
28,100027,B4_Physical_Multiobjective,3,Earth_Relay2_Mars,1,2,0.658347861,0.999977849,0.658333278,120,1313.521703,0.327498351,0
29,100028,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,1,0.983601567,0.999997589,0.983599196,60,1252.441867,1,1
29,100028,B1_Shortest_Delay,1,Earth_Relay0_Mars,1,2,0.967472043,0.999998572,0.967470662,120,1470.9818,0.851432606,0
29,100028,B1_Shortest_Delay,2,Earth_Relay1_Mars,1,2,0.967472043,0.999995638,0.967467823,120,1492.076424,0.839395253,0
29,100028,B1_Shortest_Delay,3,Earth_Relay2_Mars,0,2,0.967472043,0,0,120,1259.077947,-1,0
29,100028,B2_Contact_Aware,0,Direct_Earth_to_Mars,1,1,0.983601567,0.999997589,0.983599196,60,1252.441867,0.983601567,1
29,100028,B2_Contact_Aware,1,Earth_Relay0_Mars,1,2,0.967472043,0.999998572,0.967470662,120,1470.9818,0.967472043,0
29,100028,B2_Contact_Aware,2,Earth_Relay1_Mars,1,2,0.967472043,0.999995638,0.967467823,120,1492.076424,0.967472043,0
29,100028,B2_Contact_Aware,3,Earth_Relay2_Mars,0,2,0.967472043,0,0,120,1259.077947,-1,0
29,100028,B3_Physical_Success,0,Direct_Earth_to_Mars,1,1,0.983601567,0.999997589,0.983599196,60,1252.441867,0.983599196,1
29,100028,B3_Physical_Success,1,Earth_Relay0_Mars,1,2,0.967472043,0.999998572,0.967470662,120,1470.9818,0.967470662,0
29,100028,B3_Physical_Success,2,Earth_Relay1_Mars,1,2,0.967472043,0.999995638,0.967467823,120,1492.076424,0.967467823,0
29,100028,B3_Physical_Success,3,Earth_Relay2_Mars,0,2,0.967472043,0,0,120,1259.077947,-1,0
29,100028,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,1,1,0.983601567,0.999997589,0.983599196,60,1252.441867,0.983599196,1
29,100028,B4_Physical_Multiobjective,1,Earth_Relay0_Mars,1,2,0.967472043,0.999998572,0.967470662,120,1470.9818,0.411868033,0
29,100028,B4_Physical_Multiobjective,2,Earth_Relay1_Mars,1,2,0.967472043,0.999995638,0.967467823,120,1492.076424,0.406043949,0
29,100028,B4_Physical_Multiobjective,3,Earth_Relay2_Mars,0,2,0.967472043,0,0,120,1259.077947,-1,0
30,100029,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,1,0.906489488,1,0.906489488,60,939.4214055,1,1
30,100029,B1_Shortest_Delay,1,Earth_Relay0_Mars,1,2,0.821723191,1,0.821723191,120,1282.421904,0.732536931,0
30,100029,B1_Shortest_Delay,2,Earth_Relay1_Mars,1,2,0.821723191,1,0.821723191,120,1077.687853,0.871700839,0
30,100029,B1_Shortest_Delay,3,Earth_Relay2_Mars,1,2,0.821723191,1,0.821723191,120,945.6038799,0.993461877,0
30,100029,B2_Contact_Aware,0,Direct_Earth_to_Mars,1,1,0.906489488,1,0.906489488,60,939.4214055,0.906489488,1
30,100029,B2_Contact_Aware,1,Earth_Relay0_Mars,1,2,0.821723191,1,0.821723191,120,1282.421904,0.821723191,0
30,100029,B2_Contact_Aware,2,Earth_Relay1_Mars,1,2,0.821723191,1,0.821723191,120,1077.687853,0.821723191,0
30,100029,B2_Contact_Aware,3,Earth_Relay2_Mars,1,2,0.821723191,1,0.821723191,120,945.6038799,0.821723191,0
30,100029,B3_Physical_Success,0,Direct_Earth_to_Mars,1,1,0.906489488,1,0.906489488,60,939.4214055,0.906489488,1
30,100029,B3_Physical_Success,1,Earth_Relay0_Mars,1,2,0.821723191,1,0.821723191,120,1282.421904,0.821723191,0
30,100029,B3_Physical_Success,2,Earth_Relay1_Mars,1,2,0.821723191,1,0.821723191,120,1077.687853,0.821723191,0
30,100029,B3_Physical_Success,3,Earth_Relay2_Mars,1,2,0.821723191,1,0.821723191,120,945.6038799,0.821723191,0
30,100029,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,1,1,0.906489488,1,0.906489488,60,939.4214055,0.906489488,1
30,100029,B4_Physical_Multiobjective,1,Earth_Relay0_Mars,1,2,0.821723191,1,0.821723191,120,1282.421904,0.300971292,0
30,100029,B4_Physical_Multiobjective,2,Earth_Relay1_Mars,1,2,0.821723191,1,0.821723191,120,1077.687853,0.358148397,0
30,100029,B4_Physical_Multiobjective,3,Earth_Relay2_Mars,1,2,0.821723191,1,0.821723191,120,945.6038799,0.408175332,0
31,100030,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,1,0.992955127,0.999999301,0.992954433,60,1225.060899,1,1
31,100030,B1_Shortest_Delay,1,Earth_Relay0_Mars,1,2,0.985959884,0.999999778,0.985959665,120,1431.307341,0.855903455,0
31,100030,B1_Shortest_Delay,2,Earth_Relay1_Mars,1,2,0.985959884,0.999997794,0.985957709,120,1477.183152,0.82932228,0
31,100030,B1_Shortest_Delay,3,Earth_Relay2_Mars,1,2,0.985959884,0.999998368,0.985958275,120,1231.669482,0.994634451,0
31,100030,B2_Contact_Aware,0,Direct_Earth_to_Mars,1,1,0.992955127,0.999999301,0.992954433,60,1225.060899,0.992955127,1
31,100030,B2_Contact_Aware,1,Earth_Relay0_Mars,1,2,0.985959884,0.999999778,0.985959665,120,1431.307341,0.985959884,0
31,100030,B2_Contact_Aware,2,Earth_Relay1_Mars,1,2,0.985959884,0.999997794,0.985957709,120,1477.183152,0.985959884,0
31,100030,B2_Contact_Aware,3,Earth_Relay2_Mars,1,2,0.985959884,0.999998368,0.985958275,120,1231.669482,0.985959884,0
31,100030,B3_Physical_Success,0,Direct_Earth_to_Mars,1,1,0.992955127,0.999999301,0.992954433,60,1225.060899,0.992954433,1
31,100030,B3_Physical_Success,1,Earth_Relay0_Mars,1,2,0.985959884,0.999999778,0.985959665,120,1431.307341,0.985959665,0
31,100030,B3_Physical_Success,2,Earth_Relay1_Mars,1,2,0.985959884,0.999997794,0.985957709,120,1477.183152,0.985957709,0
31,100030,B3_Physical_Success,3,Earth_Relay2_Mars,1,2,0.985959884,0.999998368,0.985958275,120,1231.669482,0.985958275,0
31,100030,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,1,1,0.992955127,0.999999301,0.992954433,60,1225.060899,0.992954433,1
31,100030,B4_Physical_Multiobjective,1,Earth_Relay0_Mars,1,2,0.985959884,0.999999778,0.985959665,120,1431.307341,0.421943142,0
31,100030,B4_Physical_Multiobjective,2,Earth_Relay1_Mars,1,2,0.985959884,0.999997794,0.985957709,120,1477.183152,0.408838347,0
31,100030,B4_Physical_Multiobjective,3,Earth_Relay2_Mars,1,2,0.985959884,0.999998368,0.985958275,120,1231.669482,0.490334034,0
32,100031,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,1,0.988020971,1,0.988020971,60,234.7960095,1,1
32,100031,B1_Shortest_Delay,1,Earth_Relay0_Mars,1,2,0.976185439,1,0.976185439,120,524.822095,0.447382097,0
32,100031,B1_Shortest_Delay,2,Earth_Relay1_Mars,1,2,0.976185439,1,0.976185439,120,647.3440686,0.362706667,0
32,100031,B1_Shortest_Delay,3,Earth_Relay2_Mars,1,2,0.976185439,1,0.976185439,120,241.2460502,0.973263642,0
32,100031,B2_Contact_Aware,0,Direct_Earth_to_Mars,1,1,0.988020971,1,0.988020971,60,234.7960095,0.988020971,1
32,100031,B2_Contact_Aware,1,Earth_Relay0_Mars,1,2,0.976185439,1,0.976185439,120,524.822095,0.976185439,0
32,100031,B2_Contact_Aware,2,Earth_Relay1_Mars,1,2,0.976185439,1,0.976185439,120,647.3440686,0.976185439,0
32,100031,B2_Contact_Aware,3,Earth_Relay2_Mars,1,2,0.976185439,1,0.976185439,120,241.2460502,0.976185439,0
32,100031,B3_Physical_Success,0,Direct_Earth_to_Mars,1,1,0.988020971,1,0.988020971,60,234.7960095,0.988020971,1
32,100031,B3_Physical_Success,1,Earth_Relay0_Mars,1,2,0.976185439,1,0.976185439,120,524.822095,0.976185439,0
32,100031,B3_Physical_Success,2,Earth_Relay1_Mars,1,2,0.976185439,1,0.976185439,120,647.3440686,0.976185439,0
32,100031,B3_Physical_Success,3,Earth_Relay2_Mars,1,2,0.976185439,1,0.976185439,120,241.2460502,0.976185439,0
32,100031,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,1,1,0.988020971,1,0.988020971,60,234.7960095,0.988020971,1
32,100031,B4_Physical_Multiobjective,1,Earth_Relay0_Mars,1,2,0.976185439,1,0.976185439,120,524.822095,0.218363944,0
32,100031,B4_Physical_Multiobjective,2,Earth_Relay1_Mars,1,2,0.976185439,1,0.976185439,120,647.3440686,0.177034483,0
32,100031,B4_Physical_Multiobjective,3,Earth_Relay2_Mars,1,2,0.976185439,1,0.976185439,120,241.2460502,0.475042898,0
33,100032,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,1,0.985524838,0.999999553,0.985524398,60,1256.618119,1,1
33,100032,B1_Shortest_Delay,1,Earth_Relay0_Mars,1,2,0.971259207,0.999999735,0.97125895,120,1477.237201,0.850654261,0
33,100032,B1_Shortest_Delay,2,Earth_Relay1_Mars,1,2,0.971259207,0.999999269,0.971258497,120,1494.32125,0.84092903,0
33,100032,B1_Shortest_Delay,3,Earth_Relay2_Mars,1,2,0.971259207,0.999998956,0.971258193,120,1263.258093,0.994743771,0
33,100032,B2_Contact_Aware,0,Direct_Earth_to_Mars,1,1,0.985524838,0.999999553,0.985524398,60,1256.618119,0.985524838,1
33,100032,B2_Contact_Aware,1,Earth_Relay0_Mars,1,2,0.971259207,0.999999735,0.97125895,120,1477.237201,0.971259207,0
33,100032,B2_Contact_Aware,2,Earth_Relay1_Mars,1,2,0.971259207,0.999999269,0.971258497,120,1494.32125,0.971259207,0
33,100032,B2_Contact_Aware,3,Earth_Relay2_Mars,1,2,0.971259207,0.999998956,0.971258193,120,1263.258093,0.971259207,0
33,100032,B3_Physical_Success,0,Direct_Earth_to_Mars,1,1,0.985524838,0.999999553,0.985524398,60,1256.618119,0.985524398,1
33,100032,B3_Physical_Success,1,Earth_Relay0_Mars,1,2,0.971259207,0.999999735,0.97125895,120,1477.237201,0.97125895,0
33,100032,B3_Physical_Success,2,Earth_Relay1_Mars,1,2,0.971259207,0.999999269,0.971258497,120,1494.32125,0.971258497,0
33,100032,B3_Physical_Success,3,Earth_Relay2_Mars,1,2,0.971259207,0.999998956,0.971258193,120,1263.258093,0.971258193,0
33,100032,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,1,1,0.985524838,0.999999553,0.985524398,60,1256.618119,0.985524398,1
33,100032,B4_Physical_Multiobjective,1,Earth_Relay0_Mars,1,2,0.971259207,0.999999735,0.97125895,120,1477.237201,0.413102782,0
33,100032,B4_Physical_Multiobjective,2,Earth_Relay1_Mars,1,2,0.971259207,0.999999269,0.971258497,120,1494.32125,0.408379733,0
33,100032,B4_Physical_Multiobjective,3,Earth_Relay2_Mars,1,2,0.971259207,0.999998956,0.971258193,120,1263.258093,0.483076519,0
34,100033,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,1,0.888456606,1,0.888456606,60,226.901445,1,1
34,100033,B1_Shortest_Delay,1,Earth_Relay0_Mars,1,2,0.78935514,1,0.78935514,120,537.5797783,0.422079576,0
34,100033,B1_Shortest_Delay,2,Earth_Relay1_Mars,1,2,0.78935514,1,0.78935514,120,617.0692095,0.367708259,0
34,100033,B1_Shortest_Delay,3,Earth_Relay2_Mars,1,2,0.78935514,1,0.78935514,120,233.474794,0.971845573,0
34,100033,B2_Contact_Aware,0,Direct_Earth_to_Mars,1,1,0.888456606,1,0.888456606,60,226.901445,0.888456606,1
34,100033,B2_Contact_Aware,1,Earth_Relay0_Mars,1,2,0.78935514,1,0.78935514,120,537.5797783,0.78935514,0
34,100033,B2_Contact_Aware,2,Earth_Relay1_Mars,1,2,0.78935514,1,0.78935514,120,617.0692095,0.78935514,0
34,100033,B2_Contact_Aware,3,Earth_Relay2_Mars,1,2,0.78935514,1,0.78935514,120,233.474794,0.78935514,0
34,100033,B3_Physical_Success,0,Direct_Earth_to_Mars,1,1,0.888456606,1,0.888456606,60,226.901445,0.888456606,1
34,100033,B3_Physical_Success,1,Earth_Relay0_Mars,1,2,0.78935514,1,0.78935514,120,537.5797783,0.78935514,0
34,100033,B3_Physical_Success,2,Earth_Relay1_Mars,1,2,0.78935514,1,0.78935514,120,617.0692095,0.78935514,0
34,100033,B3_Physical_Success,3,Earth_Relay2_Mars,1,2,0.78935514,1,0.78935514,120,233.474794,0.78935514,0
34,100033,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,1,1,0.888456606,1,0.888456606,60,226.901445,0.888456606,1
34,100033,B4_Physical_Multiobjective,1,Earth_Relay0_Mars,1,2,0.78935514,1,0.78935514,120,537.5797783,0.166585342,0
34,100033,B4_Physical_Multiobjective,2,Earth_Relay1_Mars,1,2,0.78935514,1,0.78935514,120,617.0692095,0.145126202,0
34,100033,B4_Physical_Multiobjective,3,Earth_Relay2_Mars,1,2,0.78935514,1,0.78935514,120,233.474794,0.383565649,0
35,100034,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,1,0.859327536,1,0.859327536,60,563.6167832,1,1
35,100034,B1_Shortest_Delay,1,Earth_Relay0_Mars,1,2,0.738443814,1,0.738443814,120,660.2940465,0.85358453,0
35,100034,B1_Shortest_Delay,2,Earth_Relay1_Mars,1,2,0.738443814,1,0.738443814,120,1022.1355,0.551411024,0
35,100034,B1_Shortest_Delay,3,Earth_Relay2_Mars,1,2,0.738443814,1,0.738443814,120,569.3199025,0.989982575,0
35,100034,B2_Contact_Aware,0,Direct_Earth_to_Mars,1,1,0.859327536,1,0.859327536,60,563.6167832,0.859327536,1
35,100034,B2_Contact_Aware,1,Earth_Relay0_Mars,1,2,0.738443814,1,0.738443814,120,660.2940465,0.738443814,0
35,100034,B2_Contact_Aware,2,Earth_Relay1_Mars,1,2,0.738443814,1,0.738443814,120,1022.1355,0.738443814,0
35,100034,B2_Contact_Aware,3,Earth_Relay2_Mars,1,2,0.738443814,1,0.738443814,120,569.3199025,0.738443814,0
35,100034,B3_Physical_Success,0,Direct_Earth_to_Mars,1,1,0.859327536,1,0.859327536,60,563.6167832,0.859327536,1
35,100034,B3_Physical_Success,1,Earth_Relay0_Mars,1,2,0.738443814,1,0.738443814,120,660.2940465,0.738443814,0
35,100034,B3_Physical_Success,2,Earth_Relay1_Mars,1,2,0.738443814,1,0.738443814,120,1022.1355,0.738443814,0
35,100034,B3_Physical_Success,3,Earth_Relay2_Mars,1,2,0.738443814,1,0.738443814,120,569.3199025,0.738443814,0
35,100034,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,1,1,0.859327536,1,0.859327536,60,563.6167832,0.859327536,1
35,100034,B4_Physical_Multiobjective,1,Earth_Relay0_Mars,1,2,0.738443814,1,0.738443814,120,660.2940465,0.315162108,0
35,100034,B4_Physical_Multiobjective,2,Earth_Relay1_Mars,1,2,0.738443814,1,0.738443814,120,1022.1355,0.20359303,0
35,100034,B4_Physical_Multiobjective,3,Earth_Relay2_Mars,1,2,0.738443814,1,0.738443814,120,569.3199025,0.365523254,0
36,100035,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,1,0.978784659,0.999860384,0.978648005,60,1301.659041,1,1
36,100035,B1_Shortest_Delay,1,Earth_Relay0_Mars,1,2,0.958019408,0.999415642,0.957459582,120,1583.010933,0.822267878,0
36,100035,B1_Shortest_Delay,2,Earth_Relay1_Mars,1,2,0.958019408,0.999969965,0.957990635,120,1497.462796,0.869242992,0
36,100035,B1_Shortest_Delay,3,Earth_Relay2_Mars,1,2,0.958019408,0.999686767,0.957719325,120,1308.301771,0.994922631,0
36,100035,B2_Contact_Aware,0,Direct_Earth_to_Mars,1,1,0.978784659,0.999860384,0.978648005,60,1301.659041,0.978784659,1
36,100035,B2_Contact_Aware,1,Earth_Relay0_Mars,1,2,0.958019408,0.999415642,0.957459582,120,1583.010933,0.958019408,0
36,100035,B2_Contact_Aware,2,Earth_Relay1_Mars,1,2,0.958019408,0.999969965,0.957990635,120,1497.462796,0.958019408,0
36,100035,B2_Contact_Aware,3,Earth_Relay2_Mars,1,2,0.958019408,0.999686767,0.957719325,120,1308.301771,0.958019408,0
36,100035,B3_Physical_Success,0,Direct_Earth_to_Mars,1,1,0.978784659,0.999860384,0.978648005,60,1301.659041,0.978648005,1
36,100035,B3_Physical_Success,1,Earth_Relay0_Mars,1,2,0.958019408,0.999415642,0.957459582,120,1583.010933,0.957459582,0
36,100035,B3_Physical_Success,2,Earth_Relay1_Mars,1,2,0.958019408,0.999969965,0.957990635,120,1497.462796,0.957990635,0
36,100035,B3_Physical_Success,3,Earth_Relay2_Mars,1,2,0.958019408,0.999686767,0.957719325,120,1308.301771,0.957719325,0
36,100035,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,1,1,0.978784659,0.999860384,0.978648005,60,1301.659041,0.978648005,1
36,100035,B4_Physical_Multiobjective,1,Earth_Relay0_Mars,1,2,0.958019408,0.999415642,0.957459582,120,1583.010933,0.393644129,0
36,100035,B4_Physical_Multiobjective,2,Earth_Relay1_Mars,1,2,0.958019408,0.999969965,0.957990635,120,1497.462796,0.416363323,0
36,100035,B4_Physical_Multiobjective,3,Earth_Relay2_Mars,1,2,0.958019408,0.999686767,0.957719325,120,1308.301771,0.476428315,0
37,100036,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,1,0.871321322,1,0.871321322,60,809.0904389,1,1
37,100036,B1_Shortest_Delay,1,Earth_Relay0_Mars,1,2,0.759200846,1,0.759200846,120,1158.390706,0.698460748,0
37,100036,B1_Shortest_Delay,2,Earth_Relay1_Mars,1,2,0.759200846,1,0.759200846,120,935.0663834,0.865275935,0
37,100036,B1_Shortest_Delay,3,Earth_Relay2_Mars,0,2,0.759200846,0,0,120,815.1560388,-1,0
37,100036,B2_Contact_Aware,0,Direct_Earth_to_Mars,1,1,0.871321322,1,0.871321322,60,809.0904389,0.871321322,1
37,100036,B2_Contact_Aware,1,Earth_Relay0_Mars,1,2,0.759200846,1,0.759200846,120,1158.390706,0.759200846,0
37,100036,B2_Contact_Aware,2,Earth_Relay1_Mars,1,2,0.759200846,1,0.759200846,120,935.0663834,0.759200846,0
37,100036,B2_Contact_Aware,3,Earth_Relay2_Mars,0,2,0.759200846,0,0,120,815.1560388,-1,0
37,100036,B3_Physical_Success,0,Direct_Earth_to_Mars,1,1,0.871321322,1,0.871321322,60,809.0904389,0.871321322,1
37,100036,B3_Physical_Success,1,Earth_Relay0_Mars,1,2,0.759200846,1,0.759200846,120,1158.390706,0.759200846,0
37,100036,B3_Physical_Success,2,Earth_Relay1_Mars,1,2,0.759200846,1,0.759200846,120,935.0663834,0.759200846,0
37,100036,B3_Physical_Success,3,Earth_Relay2_Mars,0,2,0.759200846,0,0,120,815.1560388,-1,0
37,100036,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,1,1,0.871321322,1,0.871321322,60,809.0904389,0.871321322,1
37,100036,B4_Physical_Multiobjective,1,Earth_Relay0_Mars,1,2,0.759200846,1,0.759200846,120,1158.390706,0.265135995,0
37,100036,B4_Physical_Multiobjective,2,Earth_Relay1_Mars,1,2,0.759200846,1,0.759200846,120,935.0663834,0.328459111,0
37,100036,B4_Physical_Multiobjective,3,Earth_Relay2_Mars,0,2,0.759200846,0,0,120,815.1560388,-1,0
38,100037,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,1,0.804143586,0.999956933,0.804108954,60,1289.388773,1,1
38,100037,B1_Shortest_Delay,1,Earth_Relay0_Mars,1,2,0.646646908,0.999745236,0.646482165,120,1579.982223,0.816078026,0
38,100037,B1_Shortest_Delay,2,Earth_Relay1_Mars,1,2,0.646646908,0.999994465,0.646643328,120,1479.685154,0.871394006,0
38,100037,B1_Shortest_Delay,3,Earth_Relay2_Mars,1,2,0.646646908,0.999902653,0.646583959,120,1296.007156,0.994893251,0
38,100037,B2_Contact_Aware,0,Direct_Earth_to_Mars,1,1,0.804143586,0.999956933,0.804108954,60,1289.388773,0.804143586,1
38,100037,B2_Contact_Aware,1,Earth_Relay0_Mars,1,2,0.646646908,0.999745236,0.646482165,120,1579.982223,0.646646908,0
38,100037,B2_Contact_Aware,2,Earth_Relay1_Mars,1,2,0.646646908,0.999994465,0.646643328,120,1479.685154,0.646646908,0
38,100037,B2_Contact_Aware,3,Earth_Relay2_Mars,1,2,0.646646908,0.999902653,0.646583959,120,1296.007156,0.646646908,0
38,100037,B3_Physical_Success,0,Direct_Earth_to_Mars,1,1,0.804143586,0.999956933,0.804108954,60,1289.388773,0.804108954,1
38,100037,B3_Physical_Success,1,Earth_Relay0_Mars,1,2,0.646646908,0.999745236,0.646482165,120,1579.982223,0.646482165,0
38,100037,B3_Physical_Success,2,Earth_Relay1_Mars,1,2,0.646646908,0.999994465,0.646643328,120,1479.685154,0.646643328,0
38,100037,B3_Physical_Success,3,Earth_Relay2_Mars,1,2,0.646646908,0.999902653,0.646583959,120,1296.007156,0.646583959,0
38,100037,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,1,1,0.804143586,0.999956933,0.804108954,60,1289.388773,0.804108954,1
38,100037,B4_Physical_Multiobjective,1,Earth_Relay0_Mars,1,2,0.646646908,0.999745236,0.646482165,120,1579.982223,0.263789944,0
38,100037,B4_Physical_Multiobjective,2,Earth_Relay1_Mars,1,2,0.646646908,0.999994465,0.646643328,120,1479.685154,0.28174056,0
38,100037,B4_Physical_Multiobjective,3,Earth_Relay2_Mars,1,2,0.646646908,0.999902653,0.646583959,120,1296.007156,0.321641008,0
39,100038,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,1,0.882054101,1,0.882054101,60,263.1408942,1,1
39,100038,B1_Shortest_Delay,1,Earth_Relay0_Mars,1,2,0.778019438,1,0.778019438,120,509.4691083,0.516500196,0
39,100038,B1_Shortest_Delay,2,Earth_Relay1_Mars,1,2,0.778019438,1,0.778019438,120,708.1397372,0.371594588,0
39,100038,B1_Shortest_Delay,3,Earth_Relay2_Mars,1,2,0.778019438,1,0.778019438,120,269.3066229,0.977105173,0
