Trial,Seed,Dominating_Route,Dominated_Route
92,100091,Earth_Relay2_Mars,Earth_Relay1_Mars
93,100092,Direct_Earth_to_Mars,Earth_Relay0_Mars
93,100092,Direct_Earth_to_Mars,Earth_Relay1_Mars
93,100092,Direct_Earth_to_Mars,Earth_Relay2_Mars
93,100092,Earth_Relay0_Mars,Earth_Relay1_Mars
93,100092,Earth_Relay2_Mars,Earth_Relay0_Mars
93,100092,Earth_Relay2_Mars,Earth_Relay1_Mars
94,100093,Direct_Earth_to_Mars,Earth_Relay0_Mars
94,100093,Direct_Earth_to_Mars,Earth_Relay1_Mars
94,100093,Direct_Earth_to_Mars,Earth_Relay2_Mars
94,100093,Earth_Relay0_Mars,Earth_Relay1_Mars
94,100093,Earth_Relay2_Mars,Earth_Relay0_Mars
94,100093,Earth_Relay2_Mars,Earth_Relay1_Mars
95,100094,Direct_Earth_to_Mars,Earth_Relay0_Mars
95,100094,Direct_Earth_to_Mars,Earth_Relay1_Mars
95,100094,Direct_Earth_to_Mars,Earth_Relay2_Mars
95,100094,Earth_Relay0_Mars,Earth_Relay1_Mars
95,100094,Earth_Relay2_Mars,Earth_Relay0_Mars
95,100094,Earth_Relay2_Mars,Earth_Relay1_Mars
96,100095,Direct_Earth_to_Mars,Earth_Relay0_Mars
96,100095,Direct_Earth_to_Mars,Earth_Relay1_Mars
96,100095,Direct_Earth_to_Mars,Earth_Relay2_Mars
96,100095,Earth_Relay0_Mars,Earth_Relay1_Mars
96,100095,Earth_Relay2_Mars,Earth_Relay1_Mars
97,100096,Direct_Earth_to_Mars,Earth_Relay0_Mars
97,100096,Direct_Earth_to_Mars,Earth_Relay1_Mars
97,100096,Direct_Earth_to_Mars,Earth_Relay2_Mars
97,100096,Earth_Relay1_Mars,Earth_Relay0_Mars
97,100096,Earth_Relay2_Mars,Earth_Relay0_Mars
98,100097,Direct_Earth_to_Mars,Earth_Relay0_Mars
98,100097,Direct_Earth_to_Mars,Earth_Relay1_Mars
98,100097,Earth_Relay0_Mars,Earth_Relay1_Mars
99,100098,Direct_Earth_to_Mars,Earth_Relay0_Mars
99,100098,Direct_Earth_to_Mars,Earth_Relay1_Mars
99,100098,Direct_Earth_to_Mars,Earth_Relay2_Mars
99,100098,Earth_Relay1_Mars,Earth_Relay0_Mars
99,100098,Earth_Relay2_Mars,Earth_Relay0_Mars
100,100099,Direct_Earth_to_Mars,Earth_Relay0_Mars
100,100099,Direct_Earth_to_Mars,Earth_Relay1_Mars
100,100099,Direct_Earth_to_Mars,Earth_Relay2_Mars
100,100099,Earth_Relay1_Mars,Earth_Relay0_Mars
100,100099,Earth_Relay2_Mars,Earth_Relay0_Mars
100,100099,Earth_Relay2_Mars,Earth_Relay1_Mars
