Trial,Seed,Policy,Selected_Route_Index,Selected_Route_Name,Selected_Score,Selected_Physical_Success_Lower_Bound
71,100070,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.85190021930433379
71,100070,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.85190021930433379,0.85190021930433379
71,100070,B3_Physical_Success,0,Direct_Earth_to_Mars,0.85190021930433379,0.85190021930433379
71,100070,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.85190021930433379,0.85190021930433379
72,100071,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.90737860953759097
72,100071,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.90737860954731686,0.90737860953759097
72,100071,B3_Physical_Success,0,Direct_Earth_to_Mars,0.90737860953759097,0.90737860953759097
72,100071,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.90737860953759097,0.90737860953759097
73,100072,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.90747614868113879
73,100072,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.90747614868113879,0.90747614868113879
73,100072,B3_Physical_Success,0,Direct_Earth_to_Mars,0.90747614868113879,0.90747614868113879
73,100072,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.90747614868113879,0.90747614868113879
74,100073,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.81637958234147956
74,100073,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.81637958234147956,0.81637958234147956
74,100073,B3_Physical_Success,0,Direct_Earth_to_Mars,0.81637958234147956,0.81637958234147956
74,100073,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.81637958234147956,0.81637958234147956
75,100074,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.99662971944533252
75,100074,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.99662971973587677,0.99662971944533252
75,100074,B3_Physical_Success,0,Direct_Earth_to_Mars,0.99662971944533252,0.99662971944533252
75,100074,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.99662971944533252,0.99662971944533252
76,100075,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.92589037101096505
76,100075,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.92589037101096505,0.92589037101096505
76,100075,B3_Physical_Success,0,Direct_Earth_to_Mars,0.92589037101096505,0.92589037101096505
76,100075,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.92589037101096505,0.92589037101096505
77,100076,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.84038478417836249
77,100076,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.84038478417836249,0.84038478417836249
77,100076,B3_Physical_Success,0,Direct_Earth_to_Mars,0.84038478417836249,0.84038478417836249
77,100076,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.84038478417836249,0.84038478417836249
78,100077,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.89148577719485489
78,100077,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.89148579946342987,0.89148577719485489
78,100077,B3_Physical_Success,0,Direct_Earth_to_Mars,0.89148577719485489,0.89148577719485489
78,100077,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.89148577719485489,0.89148577719485489
79,100078,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.9380874033422768
79,100078,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.9380874033422768,0.9380874033422768
79,100078,B3_Physical_Success,0,Direct_Earth_to_Mars,0.9380874033422768,0.9380874033422768
79,100078,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.9380874033422768,0.9380874033422768
80,100079,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.94371568564509689
80,100079,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.94371568564515551,0.94371568564509689
80,100079,B3_Physical_Success,0,Direct_Earth_to_Mars,0.94371568564509689,0.94371568564509689
80,100079,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.94371568564509689,0.94371568564509689
81,100080,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.90254036064198295
81,100080,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.90254036064198295,0.90254036064198295
81,100080,B3_Physical_Success,0,Direct_Earth_to_Mars,0.90254036064198295,0.90254036064198295
81,100080,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.90254036064198295,0.90254036064198295
82,100081,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.88286756952954748
82,100081,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.88287315668910304,0.88286756952954748
82,100081,B3_Physical_Success,0,Direct_Earth_to_Mars,0.88286756952954748,0.88286756952954748
82,100081,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.88286756952954748,0.88286756952954748
83,100082,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.9179355183575133
83,100082,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.9179355183575133,0.9179355183575133
83,100082,B3_Physical_Success,0,Direct_Earth_to_Mars,0.9179355183575133,0.9179355183575133
83,100082,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.9179355183575133,0.9179355183575133
84,100083,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.86956244236195335
84,100083,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.86966218084067815,0.86956244236195335
84,100083,B3_Physical_Success,0,Direct_Earth_to_Mars,0.86956244236195335,0.86956244236195335
84,100083,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.86956244236195335,0.86956244236195335
85,100084,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.83229011567272737
85,100084,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.83229011567272737,0.83229011567272737
85,100084,B3_Physical_Success,0,Direct_Earth_to_Mars,0.83229011567272737,0.83229011567272737
85,100084,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.83229011567272737,0.83229011567272737
86,100085,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.92535475418070245
86,100085,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.92536869417990997,0.92535475418070245
86,100085,B3_Physical_Success,0,Direct_Earth_to_Mars,0.92535475418070245,0.92535475418070245
86,100085,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.92535475418070245,0.92535475418070245
87,100086,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.81833451748143005
87,100086,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.81833930344870331,0.81833451748143005
87,100086,B3_Physical_Success,0,Direct_Earth_to_Mars,0.81833451748143005,0.81833451748143005
87,100086,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.81833451748143005,0.81833451748143005
88,100087,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.80875581831569543
88,100087,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.80876677721774448,0.80875581831569543
88,100087,B3_Physical_Success,0,Direct_Earth_to_Mars,0.80875581831569543,0.80875581831569543
88,100087,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.80875581831569543,0.80875581831569543
89,100088,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.86135067522931696
89,100088,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.86135067522931696,0.86135067522931696
89,100088,B3_Physical_Success,0,Direct_Earth_to_Mars,0.86135067522931696,0.86135067522931696
89,100088,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.86135067522931696,0.86135067522931696
90,100089,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.94702501333695932
90,100089,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.9470250133395679,0.94702501333695932
90,100089,B3_Physical_Success,0,Direct_Earth_to_Mars,0.94702501333695932,0.94702501333695932
90,100089,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.94702501333695932,0.94702501333695932
91,100090,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.82430506129998826
91,100090,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.82430506129998826,0.82430506129998826
91,100090,B3_Physical_Success,0,Direct_Earth_to_Mars,0.82430506129998826,0.82430506129998826
91,100090,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.82430506129998826,0.82430506129998826
92,100091,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.93429323432814937
92,100091,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.93429323432814937,0.93429323432814937
92,100091,B3_Physical_Success,0,Direct_Earth_to_Mars,0.93429323432814937,0.93429323432814937
92,100091,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.93429323432814937,0.93429323432814937
93,100092,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.9269428670211507
93,100092,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.9269428670211507,0.9269428670211507
93,100092,B3_Physical_Success,0,Direct_Earth_to_Mars,0.9269428670211507,0.9269428670211507
93,100092,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.9269428670211507,0.9269428670211507
94,100093,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.82817775814787808
94,100093,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.82817775814787808,0.82817775814787808
94,100093,B3_Physical_Success,0,Direct_Earth_to_Mars,0.82817775814787808,0.82817775814787808
94,100093,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.82817775814787808,0.82817775814787808
95,100094,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.82934783830034009
95,100094,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.82934783830034009,0.82934783830034009
95,100094,B3_Physical_Success,0,Direct_Earth_to_Mars,0.82934783830034009,0.82934783830034009
95,100094,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.82934783830034009,0.82934783830034009
96,100095,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.84401533563308651
96,100095,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.84401533563355591,0.84401533563308651
96,100095,B3_Physical_Success,0,Direct_Earth_to_Mars,0.84401533563308651,0.84401533563308651
96,100095,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.84401533563308651,0.84401533563308651
97,100096,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.92957698837659819
97,100096,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.9295775495668599,0.92957698837659819
97,100096,B3_Physical_Success,0,Direct_Earth_to_Mars,0.92957698837659819,0.92957698837659819
97,100096,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.92957698837659819,0.92957698837659819
98,100097,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.91560414188080064
98,100097,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.91563204610810722,0.91560414188080064
98,100097,B3_Physical_Success,0,Direct_Earth_to_Mars,0.91560414188080064,0.91560414188080064
98,100097,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.91560414188080064,0.91560414188080064
99,100098,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.90905135264563497
99,100098,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.90905207435870927,0.90905135264563497
99,100098,B3_Physical_Success,0,Direct_Earth_to_Mars,0.90905135264563497,0.90905135264563497
99,100098,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.90905135264563497,0.90905135264563497
100,100099,B1_Shortest_Delay,0,Direct_Earth_to_Mars,1,0.93718977281102234
100,100099,B2_Contact_Aware,0,Direct_Earth_to_Mars,0.93718977281102234,0.93718977281102234
100,100099,B3_Physical_Success,0,Direct_Earth_to_Mars,0.93718977281102234,0.93718977281102234
100,100099,B4_Physical_Multiobjective,0,Direct_Earth_to_Mars,0.93718977281102234,0.93718977281102234
