Trial,Seed,Scenario,B1_Route,B4_Route,B1_Reliability,B4_Reliability,Reliability_Difference,B1_Delivered_Bits,B4_Delivered_Bits,Delivered_Bits_Difference,B1_Mean_Latency_s,B4_Mean_Latency_s,Latency_Difference_s,B1_Contact_Failures,B4_Contact_Failures,Contact_Failure_Difference,B1_Optical_Failures,B4_Optical_Failures,Optical_Failure_Difference
149,1000148,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay2_Mars,0.38500000000000001,1,0.61499999999999999,78848,204800,125952,752.64096937063175,818.4915899496234,65.850620578991652,0,0,0,123,0,-123
150,1000149,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.89000000000000001,0.89000000000000001,0,182272,182272,0,1362.5006184504002,1362.5006184504002,0,22,22,0,0,0,0
150,1000149,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.88,0.88,0,180224,180224,0,1362.5006184504002,1362.5006184504002,0,22,22,0,2,2,0
150,1000149,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.78000000000000003,0.78000000000000003,0,159744,159744,0,1429.1453278109905,1429.1453278109905,22,44,22,178,0,-178
150,1000149,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.78000000000000003,0.78000000000000003,0,159744,159744,0,1429.1453278109905,1429.1453278109905,22,44,22,178,0,-178
151,1000150,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.95999999999999996,0.95999999999999996,0,196608,196608,0,299.5468591012978,299.5468591012978,0,8,8,0,0,0,0
151,1000150,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.95999999999999996,0.95999999999999996,0,196608,196608,0,299.5468591012978,299.5468591012978,0,8,8,0,0,0,0
151,1000150,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.95999999999999996,0.95999999999999996,0,196608,196608,0,299.5468591012978,299.5468591012978,0,8,8,0,0,0,0
151,1000150,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.95999999999999996,0.95999999999999996,0,196608,196608,0,299.5468591012978,299.5468591012978,0,8,8,0,0,0,0
152,1000151,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.82499999999999996,0.82499999999999996,0,168960,168960,0,1364.1060969979133,1364.1060969979133,0,35,35,0,0,0,0
152,1000151,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.72999999999999998,0.72999999999999998,0,149504,149504,0,1364.1060969979128,1364.1060969979128,0,35,35,0,19,19,0
152,1000151,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.67000000000000004,0.67000000000000004,0,137216,137216,0,1430.7768857748094,1430.7768857748094,35,66,31,165,0,-165
152,1000151,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.67000000000000004,0.67000000000000004,0,137216,137216,0,1430.7768857748094,1430.7768857748094,35,66,31,165,0,-165
153,1000152,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.83499999999999996,0.83499999999999996,0,171008,171008,0,750.26637015781228,750.26637015781228,0,33,33,0,0,0,0
153,1000152,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.83499999999999996,0.83499999999999996,0,171008,171008,0,750.26637015781228,750.26637015781228,0,33,33,0,0,0,0
153,1000152,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.83499999999999996,0.83499999999999996,0,171008,171008,0,750.26637015781228,750.26637015781228,0,33,33,0,0,0,0
153,1000152,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.505,0.505,0,103424,103424,0,750.26637015781182,750.26637015781182,0,33,33,0,66,66,0
154,1000153,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.93000000000000005,0.93000000000000005,0,190464,190464,0,1156.7059088622836,1156.7059088622836,0,14,14,0,0,0,0
154,1000153,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.93000000000000005,0.93000000000000005,0,190464,190464,0,1156.7059088622836,1156.7059088622836,0,14,14,0,0,0,0
154,1000153,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.84499999999999997,0.84499999999999997,0,173056,173056,0,1223.0610914171866,1223.0610914171866,14,31,17,186,0,-186
154,1000153,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.84499999999999997,0.84499999999999997,0,173056,173056,0,1223.0610914171866,1223.0610914171866,14,31,17,186,0,-186
155,1000154,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.95499999999999996,0.95499999999999996,0,195584,195584,0,1011.125105614104,1011.125105614104,0,9,9,0,0,0,0
155,1000154,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.95499999999999996,0.95499999999999996,0,195584,195584,0,1011.125105614104,1011.125105614104,0,9,9,0,0,0,0
155,1000154,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.89500000000000002,0.89500000000000002,0,183296,183296,0,1077.354157784597,1077.354157784597,9,21,12,191,0,-191
155,1000154,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.89500000000000002,0.89500000000000002,0,183296,183296,0,1077.354157784597,1077.354157784597,9,21,12,191,0,-191
156,1000155,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.85499999999999998,0.85499999999999998,0,175104,175104,0,829.68210814579243,829.68210814579243,0,29,29,0,0,0,0
156,1000155,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.85499999999999998,0.85499999999999998,0,175104,175104,0,829.68210814579243,829.68210814579243,0,29,29,0,0,0,0
156,1000155,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.82499999999999996,0.82499999999999996,0,168960,168960,0,829.68210814579254,829.68210814579254,0,29,29,0,6,6,0
156,1000155,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.75,0.75,0,153600,153600,0,895.63492663467696,895.63492663467696,29,50,21,171,0,-171
157,1000156,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.95999999999999996,0.95999999999999996,0,196608,196608,0,1361.7621915015568,1361.7621915015568,0,8,8,0,0,0,0
157,1000156,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.84499999999999997,0.84499999999999997,0,173056,173056,0,1361.7621915015561,1361.7621915015561,0,8,8,0,23,23,0
157,1000156,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.93999999999999995,0.93999999999999995,0,192512,192512,0,1428.4331298915135,1428.4331298915135,8,12,4,192,0,-192
157,1000156,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.93999999999999995,0.93999999999999995,0,192512,192512,0,1428.4331298915135,1428.4331298915135,8,12,4,192,0,-192
158,1000157,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.88500000000000001,0.88500000000000001,0,181248,181248,0,364.82621355794214,364.82621355794214,0,23,23,0,0,0,0
158,1000157,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.88500000000000001,0.88500000000000001,0,181248,181248,0,364.82621355794214,364.82621355794214,0,23,23,0,0,0,0
158,1000157,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.88500000000000001,0.88500000000000001,0,181248,181248,0,364.82621355794214,364.82621355794214,0,23,23,0,0,0,0
158,1000157,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.88500000000000001,0.88500000000000001,0,181248,181248,0,364.82621355794214,364.82621355794214,0,23,23,0,0,0,0
159,1000158,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.78500000000000003,0.78500000000000003,0,160768,160768,0,285.58457777070521,285.58457777070521,0,43,43,0,0,0,0
159,1000158,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.78500000000000003,0.78500000000000003,0,160768,160768,0,285.58457777070521,285.58457777070521,0,43,43,0,0,0,0
159,1000158,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.78500000000000003,0.78500000000000003,0,160768,160768,0,285.58457777070521,285.58457777070521,0,43,43,0,0,0,0
159,1000158,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.78500000000000003,0.78500000000000003,0,160768,160768,0,285.58457777070521,285.58457777070521,0,43,43,0,0,0,0
160,1000159,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.90000000000000002,0.90000000000000002,0,184320,184320,0,832.65465169392496,832.65465169392496,0,20,20,0,0,0,0
160,1000159,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.90000000000000002,0.90000000000000002,0,184320,184320,0,832.65465169392496,832.65465169392496,0,20,20,0,0,0,0
160,1000159,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.89000000000000001,0.89000000000000001,0,182272,182272,0,832.65465169392508,832.65465169392508,0,20,20,0,2,2,0
160,1000159,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.81999999999999995,0.81999999999999995,0,167936,167936,0,898.61149189873424,898.61149189873424,20,36,16,180,0,-180
161,1000160,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.83499999999999996,0.83499999999999996,0,171008,171008,0,1043.3520679946919,1043.3520679946919,0,33,33,0,0,0,0
161,1000160,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.83499999999999996,0.83499999999999996,0,171008,171008,0,1043.3520679946919,1043.3520679946919,0,33,33,0,0,0,0
161,1000160,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.70499999999999996,0.70499999999999996,0,144384,144384,0,1109.6332865366828,1109.6332865366828,33,59,26,167,0,-167
161,1000160,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.70499999999999996,0.70499999999999996,0,144384,144384,0,1109.6332865366828,1109.6332865366828,33,59,26,167,0,-167
162,1000161,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.89000000000000001,0.89000000000000001,0,182272,182272,0,1357.0436617211983,1357.0436617211983,0,22,22,0,0,0,0
162,1000161,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.80000000000000004,0.80000000000000004,0,163840,163840,0,1357.0436617211985,1357.0436617211985,0,22,22,0,18,18,0
162,1000161,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.78000000000000003,0.78000000000000003,0,159744,159744,0,1423.7134356990578,1423.7134356990578,22,44,22,178,0,-178
162,1000161,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.78000000000000003,0.78000000000000003,0,159744,159744,0,1423.7134356990578,1423.7134356990578,22,44,22,178,0,-178
163,1000162,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.96499999999999997,0.96499999999999997,0,197632,197632,0,991.01602587589889,991.01602587589889,0,7,7,0,0,0,0
163,1000162,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.96499999999999997,0.96499999999999997,0,197632,197632,0,991.01602587589889,991.01602587589889,0,7,7,0,0,0,0
163,1000162,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.91000000000000003,0.91000000000000003,0,186368,186368,0,1057.1901687364827,1057.1901687364827,7,18,11,193,0,-193
163,1000162,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.91000000000000003,0.91000000000000003,0,186368,186368,0,1057.1901687364827,1057.1901687364827,7,18,11,193,0,-193
164,1000163,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.97499999999999998,0.97499999999999998,0,199680,199680,0,1367.8026276859187,1367.8026276859187,0,5,5,0,0,0,0
164,1000163,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.88500000000000001,0.88500000000000001,0,181248,181248,0,1367.8026276859182,1367.8026276859182,0,5,5,0,18,18,0
164,1000163,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.92000000000000004,0.92000000000000004,0,188416,188416,0,1434.4649194083449,1434.4649194083449,5,16,11,195,0,-195
164,1000163,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.92000000000000004,0.92000000000000004,0,188416,188416,0,1434.4649194083449,1434.4649194083449,5,16,11,195,0,-195
165,1000164,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.84999999999999998,0.84999999999999998,0,174080,174080,0,1346.7910121057294,1346.7910121057294,0,30,30,0,0,0,0
165,1000164,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.78000000000000003,0.78000000000000003,0,159744,159744,0,1346.7910121057289,1346.7910121057289,0,30,30,0,14,14,0
165,1000164,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.73499999999999999,0.73499999999999999,0,150528,150528,0,1413.4553534924612,1413.4553534924612,30,53,23,170,0,-170
165,1000164,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.73499999999999999,0.73499999999999999,0,150528,150528,0,1413.4553534924612,1413.4553534924612,30,53,23,170,0,-170
166,1000165,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.93000000000000005,0.93000000000000005,0,190464,190464,0,457.9094420173152,457.9094420173152,0,14,14,0,0,0,0
166,1000165,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.93000000000000005,0.93000000000000005,0,190464,190464,0,457.9094420173152,457.9094420173152,0,14,14,0,0,0,0
166,1000165,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.93000000000000005,0.93000000000000005,0,190464,190464,0,457.9094420173152,457.9094420173152,0,14,14,0,0,0,0
166,1000165,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.93000000000000005,0.93000000000000005,0,190464,190464,0,457.9094420173152,457.9094420173152,0,14,14,0,0,0,0
167,1000166,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.81000000000000005,0.81000000000000005,0,165888,165888,0,321.58445556427614,321.58445556427614,0,38,38,0,0,0,0
167,1000166,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.81000000000000005,0.81000000000000005,0,165888,165888,0,321.58445556427614,321.58445556427614,0,38,38,0,0,0,0
167,1000166,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.81000000000000005,0.81000000000000005,0,165888,165888,0,321.58445556427614,321.58445556427614,0,38,38,0,0,0,0
167,1000166,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.81000000000000005,0.81000000000000005,0,165888,165888,0,321.58445556427614,321.58445556427614,0,38,38,0,0,0,0
168,1000167,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.98499999999999999,0.98499999999999999,0,201728,201728,0,1355.781387795548,1355.781387795548,0,3,3,0,0,0,0
168,1000167,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.97499999999999998,0.97499999999999998,0,199680,199680,0,1355.7813877955482,1355.7813877955482,0,3,3,0,2,2,0
168,1000167,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.97499999999999998,0.97499999999999998,0,199680,199680,0,1422.4117599774299,1422.4117599774299,3,5,2,197,0,-197
168,1000167,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.97499999999999998,0.97499999999999998,0,199680,199680,0,1422.4117599774299,1422.4117599774299,3,5,2,197,0,-197
169,1000168,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.91000000000000003,0.91000000000000003,0,186368,186368,0,1350.1203695240529,1350.1203695240529,0,18,18,0,0,0,0
169,1000168,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.89000000000000001,0.89000000000000001,0,182272,182272,0,1350.1203695240526,1350.1203695240526,0,18,18,0,4,4,0
169,1000168,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.82499999999999996,0.82499999999999996,0,168960,168960,0,1416.7867522811928,1416.7867522811928,18,35,17,182,0,-182
169,1000168,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.82499999999999996,0.82499999999999996,0,168960,168960,0,1416.7867522811928,1416.7867522811928,18,35,17,182,0,-182
170,1000169,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.98499999999999999,0.98499999999999999,0,201728,201728,0,1326.3189764262938,1326.3189764262938,0,3,3,0,0,0,0
170,1000169,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.84999999999999998,0.84999999999999998,0,174080,174080,0,1326.3189764262938,1326.3189764262938,0,3,3,0,27,27,0
170,1000169,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.96999999999999997,0.96999999999999997,0,198656,198656,0,1392.9676116726212,1392.9676116726212,3,6,3,197,0,-197
170,1000169,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.96999999999999997,0.96999999999999997,0,198656,198656,0,1392.9676116726212,1392.9676116726212,3,6,3,197,0,-197
171,1000170,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.88,0.88,0,180224,180224,0,310.76523916375254,310.76523916375254,0,24,24,0,0,0,0
171,1000170,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.88,0.88,0,180224,180224,0,310.76523916375254,310.76523916375254,0,24,24,0,0,0,0
171,1000170,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.88,0.88,0,180224,180224,0,310.76523916375254,310.76523916375254,0,24,24,0,0,0,0
171,1000170,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.88,0.88,0,180224,180224,0,310.76523916375254,310.76523916375254,0,24,24,0,0,0,0
172,1000171,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.875,0.875,0,179200,179200,0,1364.1884733588665,1364.1884733588665,0,25,25,0,0,0,0
172,1000171,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.82999999999999996,0.82999999999999996,0,169984,169984,0,1364.1884733588665,1364.1884733588665,0,25,25,0,9,9,0
172,1000171,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.73499999999999999,0.73499999999999999,0,150528,150528,0,1430.8592414881944,1430.8592414881944,25,53,28,175,0,-175
172,1000171,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.73499999999999999,0.73499999999999999,0,150528,150528,0,1430.8592414881944,1430.8592414881944,25,53,28,175,0,-175
173,1000172,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.96999999999999997,0.96999999999999997,0,198656,198656,0,781.81633188528974,781.81633188528974,0,6,6,0,0,0,0
173,1000172,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.96999999999999997,0.96999999999999997,0,198656,198656,0,781.81633188528974,781.81633188528974,0,6,6,0,0,0,0
173,1000172,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.96999999999999997,0.96999999999999997,0,198656,198656,0,781.81633188528974,781.81633188528974,0,6,6,0,0,0,0
173,1000172,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay2_Mars,0.080000000000000002,0.94499999999999995,0.86499999999999999,16384,193536,177152,781.81633188529111,847.70506474845206,65.888732863160953,6,11,5,178,0,-178
174,1000173,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.98999999999999999,0.98999999999999999,0,202752,202752,0,1365.16017856341,1365.16017856341,0,2,2,0,0,0,0
174,1000173,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.87,0.87,0,178176,178176,0,1365.1601785634105,1365.1601785634105,0,2,2,0,24,24,0
174,1000173,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Earth_Relay1_Mars,0,0,0,0,0,0,0,0,0,2,4,2,198,0,-198
174,1000173,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay1_Mars,0,0,0,0,0,0,0,0,0,2,4,2,198,0,-198
175,1000174,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.98499999999999999,0.98499999999999999,0,201728,201728,0,627.00948781475029,627.00948781475029,0,3,3,0,0,0,0
175,1000174,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.98499999999999999,0.98499999999999999,0,201728,201728,0,627.00948781475029,627.00948781475029,0,3,3,0,0,0,0
175,1000174,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.98499999999999999,0.98499999999999999,0,201728,201728,0,627.00948781475029,627.00948781475029,0,3,3,0,0,0,0
175,1000174,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.98499999999999999,0.98499999999999999,0,201728,201728,0,627.00948781475029,627.00948781475029,0,3,3,0,0,0,0
176,1000175,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.81499999999999995,0.81499999999999995,0,166912,166912,0,1337.3816515068534,1337.3816515068534,0,37,37,0,0,0,0
176,1000175,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.76500000000000001,0.76500000000000001,0,156672,156672,0,1337.3816515068538,1337.3816515068538,0,37,37,0,10,10,0
176,1000175,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.70999999999999996,0.70999999999999996,0,145408,145408,0,1403.9795055580028,1403.9795055580028,37,58,21,163,0,-163
176,1000175,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.70999999999999996,0.70999999999999996,0,145408,145408,0,1403.9795055580028,1403.9795055580028,37,58,21,163,0,-163
177,1000176,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.91000000000000003,0.91000000000000003,0,186368,186368,0,924.29958029896625,924.29958029896625,0,18,18,0,0,0,0
177,1000176,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.91000000000000003,0.91000000000000003,0,186368,186368,0,924.29958029896625,924.29958029896625,0,18,18,0,0,0,0
177,1000176,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Earth_Relay2_Mars,0.315,0.81999999999999995,0.50499999999999989,64512,167936,103424,924.29958029896613,990.3812487116777,66.081668412711565,18,36,18,119,0,-119
177,1000176,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.81999999999999995,0.81999999999999995,0,167936,167936,0,990.3812487116777,990.3812487116777,18,36,18,182,0,-182
178,1000177,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.81499999999999995,0.81499999999999995,0,166912,166912,0,933.84046613715748,933.84046613715748,0,37,37,0,0,0,0
178,1000177,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.81499999999999995,0.81499999999999995,0,166912,166912,0,933.84046613715748,933.84046613715748,0,37,37,0,0,0,0
178,1000177,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Earth_Relay1_Mars,0.22,0.68999999999999995,0.46999999999999997,45056,141312,96256,933.84046613715395,1125.5239261281417,191.68345999098779,37,62,25,119,0,-119
178,1000177,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay1_Mars,0,0.68999999999999995,0.68999999999999995,0,141312,141312,0,1125.5239261281417,1125.5239261281417,37,62,25,163,0,-163
179,1000178,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.90000000000000002,0.90000000000000002,0,184320,184320,0,1264.4393470144053,1264.4393470144053,0,20,20,0,0,0,0
179,1000178,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.90000000000000002,0.90000000000000002,0,184320,184320,0,1264.4393470144053,1264.4393470144053,0,20,20,0,0,0,0
179,1000178,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.82499999999999996,0.82499999999999996,0,168960,168960,0,1330.9308076027369,1330.9308076027369,20,35,15,180,0,-180
179,1000178,Direct_Combined_25pctPower_BG16,Direct_Earth_to_Mars,Earth_Relay2_Mars,0,0.82499999999999996,0.82499999999999996,0,168960,168960,0,1330.9308076027369,1330.9308076027369,20,35,15,180,0,-180
180,1000179,Control,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.82999999999999996,0.82999999999999996,0,169984,169984,0,595.25920727831635,595.25920727831635,0,34,34,0,0,0,0
180,1000179,Direct_Background_16,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.82999999999999996,0.82999999999999996,0,169984,169984,0,595.25920727831635,595.25920727831635,0,34,34,0,0,0,0
180,1000179,Direct_Pointing_25pct_Power,Direct_Earth_to_Mars,Direct_Earth_to_Mars,0.82999999999999996,0.82999999999999996,0,169984,169984,0,595.25920727831635,595.25920727831635,0,34,34,0,0,0,0
