Trial,Seed,Scenario,Policy,Route_Name,Available,Contact_Probability,Stressed_Optical_Success_Lower,Physical_Success_Lower,PAT_s,Propagation_s,Policy_Score,Selected
4,100003,Direct_Pointing_25pct_Power,B4_Physical_Multiobjective,Earth_Relay2_Mars,1,0.91777172037876453,0.99999999999980782,0.91777172037858812,120,1003.7277810253507,0.45600402513314248,1
4,100003,Direct_Pointing_10pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.95800402941676843,0,0,60,997.42430088543347,1,1
4,100003,Direct_Pointing_10pct_Power,B1_Shortest_Delay,Earth_Relay0_Mars,1,0.91777172037876453,1,0.91777172037876453,120,1138.1855970191773,0.87632834530467874,0
4,100003,Direct_Pointing_10pct_Power,B1_Shortest_Delay,Earth_Relay1_Mars,1,0.91777172037876453,0.99999999974226639,0.91777172014222386,120,1357.8600465804329,0.73455604161658417,0
4,100003,Direct_Pointing_10pct_Power,B1_Shortest_Delay,Earth_Relay2_Mars,1,0.91777172037876453,0.99999999999980782,0.91777172037858812,120,1003.7277810253507,0.99371993058369068,0
4,100003,Direct_Pointing_10pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,1,0.95800402941676843,0,0,60,997.42430088543347,0.95800402941676843,1
4,100003,Direct_Pointing_10pct_Power,B2_Contact_Aware,Earth_Relay0_Mars,1,0.91777172037876453,1,0.91777172037876453,120,1138.1855970191773,0.91777172037876453,0
4,100003,Direct_Pointing_10pct_Power,B2_Contact_Aware,Earth_Relay1_Mars,1,0.91777172037876453,0.99999999974226639,0.91777172014222386,120,1357.8600465804329,0.91777172037876453,0
4,100003,Direct_Pointing_10pct_Power,B2_Contact_Aware,Earth_Relay2_Mars,1,0.91777172037876453,0.99999999999980782,0.91777172037858812,120,1003.7277810253507,0.91777172037876453,0
4,100003,Direct_Pointing_10pct_Power,B3_Physical_Success,Direct_Earth_to_Mars,1,0.95800402941676843,0,0,60,997.42430088543347,0,0
4,100003,Direct_Pointing_10pct_Power,B3_Physical_Success,Earth_Relay0_Mars,1,0.91777172037876453,1,0.91777172037876453,120,1138.1855970191773,0.91777172037876453,1
4,100003,Direct_Pointing_10pct_Power,B3_Physical_Success,Earth_Relay1_Mars,1,0.91777172037876453,0.99999999974226639,0.91777172014222386,120,1357.8600465804329,0.91777172014222386,0
4,100003,Direct_Pointing_10pct_Power,B3_Physical_Success,Earth_Relay2_Mars,1,0.91777172037876453,0.99999999999980782,0.91777172037858812,120,1003.7277810253507,0.91777172037858812,0
4,100003,Direct_Pointing_10pct_Power,B4_Physical_Multiobjective,Direct_Earth_to_Mars,1,0.95800402941676843,0,0,60,997.42430088543347,0,0
4,100003,Direct_Pointing_10pct_Power,B4_Physical_Multiobjective,Earth_Relay0_Mars,1,0.91777172037876453,1,0.91777172037876453,120,1138.1855970191773,0.40213468654347551,0
4,100003,Direct_Pointing_10pct_Power,B4_Physical_Multiobjective,Earth_Relay1_Mars,1,0.91777172037876453,0.99999999974226639,0.91777172014222386,120,1357.8600465804329,0.33707738092765771,0
4,100003,Direct_Pointing_10pct_Power,B4_Physical_Multiobjective,Earth_Relay2_Mars,1,0.91777172037876453,0.99999999999980782,0.91777172037858812,120,1003.7277810253507,0.45600402513314248,1
4,100003,Direct_Background_16,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.95800402941676843,0.99999986586724654,0.95800390091705012,60,997.42430088543347,1,1
4,100003,Direct_Background_16,B1_Shortest_Delay,Earth_Relay0_Mars,1,0.91777172037876453,1,0.91777172037876453,120,1138.1855970191773,0.87632834530467874,0
4,100003,Direct_Background_16,B1_Shortest_Delay,Earth_Relay1_Mars,1,0.91777172037876453,0.99999999974226639,0.91777172014222386,120,1357.8600465804329,0.73455604161658417,0
4,100003,Direct_Background_16,B1_Shortest_Delay,Earth_Relay2_Mars,1,0.91777172037876453,0.99999999999980782,0.91777172037858812,120,1003.7277810253507,0.99371993058369068,0
4,100003,Direct_Background_16,B2_Contact_Aware,Direct_Earth_to_Mars,1,0.95800402941676843,0.99999986586724654,0.95800390091705012,60,997.42430088543347,0.95800402941676843,1
4,100003,Direct_Background_16,B2_Contact_Aware,Earth_Relay0_Mars,1,0.91777172037876453,1,0.91777172037876453,120,1138.1855970191773,0.91777172037876453,0
4,100003,Direct_Background_16,B2_Contact_Aware,Earth_Relay1_Mars,1,0.91777172037876453,0.99999999974226639,0.91777172014222386,120,1357.8600465804329,0.91777172037876453,0
4,100003,Direct_Background_16,B2_Contact_Aware,Earth_Relay2_Mars,1,0.91777172037876453,0.99999999999980782,0.91777172037858812,120,1003.7277810253507,0.91777172037876453,0
4,100003,Direct_Background_16,B3_Physical_Success,Direct_Earth_to_Mars,1,0.95800402941676843,0.99999986586724654,0.95800390091705012,60,997.42430088543347,0.95800390091705012,1
4,100003,Direct_Background_16,B3_Physical_Success,Earth_Relay0_Mars,1,0.91777172037876453,1,0.91777172037876453,120,1138.1855970191773,0.91777172037876453,0
4,100003,Direct_Background_16,B3_Physical_Success,Earth_Relay1_Mars,1,0.91777172037876453,0.99999999974226639,0.91777172014222386,120,1357.8600465804329,0.91777172014222386,0
4,100003,Direct_Background_16,B3_Physical_Success,Earth_Relay2_Mars,1,0.91777172037876453,0.99999999999980782,0.91777172037858812,120,1003.7277810253507,0.91777172037858812,0
4,100003,Direct_Background_16,B4_Physical_Multiobjective,Direct_Earth_to_Mars,1,0.95800402941676843,0.99999986586724654,0.95800390091705012,60,997.42430088543347,0.95800390091705012,1
4,100003,Direct_Background_16,B4_Physical_Multiobjective,Earth_Relay0_Mars,1,0.91777172037876453,1,0.91777172037876453,120,1138.1855970191773,0.40213468654347551,0
4,100003,Direct_Background_16,B4_Physical_Multiobjective,Earth_Relay1_Mars,1,0.91777172037876453,0.99999999974226639,0.91777172014222386,120,1357.8600465804329,0.33707738092765771,0
4,100003,Direct_Background_16,B4_Physical_Multiobjective,Earth_Relay2_Mars,1,0.91777172037876453,0.99999999999980782,0.91777172037858812,120,1003.7277810253507,0.45600402513314248,0
4,100003,Direct_Combined_25pctPower_BG16,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.95800402941676843,0,0,60,997.42430088543347,1,1
4,100003,Direct_Combined_25pctPower_BG16,B1_Shortest_Delay,Earth_Relay0_Mars,1,0.91777172037876453,1,0.91777172037876453,120,1138.1855970191773,0.87632834530467874,0
4,100003,Direct_Combined_25pctPower_BG16,B1_Shortest_Delay,Earth_Relay1_Mars,1,0.91777172037876453,0.99999999974226639,0.91777172014222386,120,1357.8600465804329,0.73455604161658417,0
4,100003,Direct_Combined_25pctPower_BG16,B1_Shortest_Delay,Earth_Relay2_Mars,1,0.91777172037876453,0.99999999999980782,0.91777172037858812,120,1003.7277810253507,0.99371993058369068,0
4,100003,Direct_Combined_25pctPower_BG16,B2_Contact_Aware,Direct_Earth_to_Mars,1,0.95800402941676843,0,0,60,997.42430088543347,0.95800402941676843,1
4,100003,Direct_Combined_25pctPower_BG16,B2_Contact_Aware,Earth_Relay0_Mars,1,0.91777172037876453,1,0.91777172037876453,120,1138.1855970191773,0.91777172037876453,0
4,100003,Direct_Combined_25pctPower_BG16,B2_Contact_Aware,Earth_Relay1_Mars,1,0.91777172037876453,0.99999999974226639,0.91777172014222386,120,1357.8600465804329,0.91777172037876453,0
4,100003,Direct_Combined_25pctPower_BG16,B2_Contact_Aware,Earth_Relay2_Mars,1,0.91777172037876453,0.99999999999980782,0.91777172037858812,120,1003.7277810253507,0.91777172037876453,0
4,100003,Direct_Combined_25pctPower_BG16,B3_Physical_Success,Direct_Earth_to_Mars,1,0.95800402941676843,0,0,60,997.42430088543347,0,0
4,100003,Direct_Combined_25pctPower_BG16,B3_Physical_Success,Earth_Relay0_Mars,1,0.91777172037876453,1,0.91777172037876453,120,1138.1855970191773,0.91777172037876453,1
4,100003,Direct_Combined_25pctPower_BG16,B3_Physical_Success,Earth_Relay1_Mars,1,0.91777172037876453,0.99999999974226639,0.91777172014222386,120,1357.8600465804329,0.91777172014222386,0
4,100003,Direct_Combined_25pctPower_BG16,B3_Physical_Success,Earth_Relay2_Mars,1,0.91777172037876453,0.99999999999980782,0.91777172037858812,120,1003.7277810253507,0.91777172037858812,0
4,100003,Direct_Combined_25pctPower_BG16,B4_Physical_Multiobjective,Direct_Earth_to_Mars,1,0.95800402941676843,0,0,60,997.42430088543347,0,0
4,100003,Direct_Combined_25pctPower_BG16,B4_Physical_Multiobjective,Earth_Relay0_Mars,1,0.91777172037876453,1,0.91777172037876453,120,1138.1855970191773,0.40213468654347551,0
4,100003,Direct_Combined_25pctPower_BG16,B4_Physical_Multiobjective,Earth_Relay1_Mars,1,0.91777172037876453,0.99999999974226639,0.91777172014222386,120,1357.8600465804329,0.33707738092765771,0
4,100003,Direct_Combined_25pctPower_BG16,B4_Physical_Multiobjective,Earth_Relay2_Mars,1,0.91777172037876453,0.99999999999980782,0.91777172037858812,120,1003.7277810253507,0.45600402513314248,1
4,100003,Direct_Hard_Obstruction,B1_Shortest_Delay,Direct_Earth_to_Mars,0,0.95800402941676843,0,0,60,997.42430088543347,-1,0
4,100003,Direct_Hard_Obstruction,B1_Shortest_Delay,Earth_Relay0_Mars,1,0.91777172037876453,1,0.91777172037876453,120,1138.1855970191773,0.88186652831843815,0
4,100003,Direct_Hard_Obstruction,B1_Shortest_Delay,Earth_Relay1_Mars,1,0.91777172037876453,0.99999999974226639,0.91777172014222386,120,1357.8600465804329,0.73919825798917105,0
4,100003,Direct_Hard_Obstruction,B1_Shortest_Delay,Earth_Relay2_Mars,1,0.91777172037876453,0.99999999999980782,0.91777172037858812,120,1003.7277810253507,1,1
4,100003,Direct_Hard_Obstruction,B2_Contact_Aware,Direct_Earth_to_Mars,0,0.95800402941676843,0,0,60,997.42430088543347,-1,0
4,100003,Direct_Hard_Obstruction,B2_Contact_Aware,Earth_Relay0_Mars,1,0.91777172037876453,1,0.91777172037876453,120,1138.1855970191773,0.91777172037876453,1
4,100003,Direct_Hard_Obstruction,B2_Contact_Aware,Earth_Relay1_Mars,1,0.91777172037876453,0.99999999974226639,0.91777172014222386,120,1357.8600465804329,0.91777172037876453,0
4,100003,Direct_Hard_Obstruction,B2_Contact_Aware,Earth_Relay2_Mars,1,0.91777172037876453,0.99999999999980782,0.91777172037858812,120,1003.7277810253507,0.91777172037876453,0
4,100003,Direct_Hard_Obstruction,B3_Physical_Success,Direct_Earth_to_Mars,0,0.95800402941676843,0,0,60,997.42430088543347,-1,0
4,100003,Direct_Hard_Obstruction,B3_Physical_Success,Earth_Relay0_Mars,1,0.91777172037876453,1,0.91777172037876453,120,1138.1855970191773,0.91777172037876453,1
4,100003,Direct_Hard_Obstruction,B3_Physical_Success,Earth_Relay1_Mars,1,0.91777172037876453,0.99999999974226639,0.91777172014222386,120,1357.8600465804329,0.91777172014222386,0
4,100003,Direct_Hard_Obstruction,B3_Physical_Success,Earth_Relay2_Mars,1,0.91777172037876453,0.99999999999980782,0.91777172037858812,120,1003.7277810253507,0.91777172037858812,0
4,100003,Direct_Hard_Obstruction,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0,0.95800402941676843,0,0,60,997.42430088543347,-1,0
4,100003,Direct_Hard_Obstruction,B4_Physical_Multiobjective,Earth_Relay0_Mars,1,0.91777172037876453,1,0.91777172037876453,120,1138.1855970191773,0.80935216083926143,0
4,100003,Direct_Hard_Obstruction,B4_Physical_Multiobjective,Earth_Relay1_Mars,1,0.91777172037876453,0.99999999974226639,0.91777172014222386,120,1357.8600465804329,0.6784152567608569,0
4,100003,Direct_Hard_Obstruction,B4_Physical_Multiobjective,Earth_Relay2_Mars,1,0.91777172037876453,0.99999999999980782,0.91777172037858812,120,1003.7277810253507,0.91777172037858812,1
5,100004,Control,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.85884219693445063,1,0.85884219693445063,60,384.68052968136413,1,1
5,100004,Control,B1_Shortest_Delay,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.72475631239924077,0
5,100004,Control,B1_Shortest_Delay,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.44430547708625623,0
5,100004,Control,B1_Shortest_Delay,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.98541690975679097,0
5,100004,Control,B2_Contact_Aware,Direct_Earth_to_Mars,1,0.85884219693445063,1,0.85884219693445063,60,384.68052968136413,0.85884219693445063,1
5,100004,Control,B2_Contact_Aware,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.7376099192351937,0
5,100004,Control,B2_Contact_Aware,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.7376099192351937,0
5,100004,Control,B2_Contact_Aware,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.7376099192351937,0
5,100004,Control,B3_Physical_Success,Direct_Earth_to_Mars,1,0.85884219693445063,1,0.85884219693445063,60,384.68052968136413,0.85884219693445063,1
5,100004,Control,B3_Physical_Success,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.7376099192351937,0
5,100004,Control,B3_Physical_Success,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.7376099192351937,0
5,100004,Control,B3_Physical_Success,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.7376099192351937,0
5,100004,Control,B4_Physical_Multiobjective,Direct_Earth_to_Mars,1,0.85884219693445063,1,0.85884219693445063,60,384.68052968136413,0.85884219693445063,1
5,100004,Control,B4_Physical_Multiobjective,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.2672937225270004,0
5,100004,Control,B4_Physical_Multiobjective,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.16386206353467384,0
5,100004,Control,B4_Physical_Multiobjective,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.3634266436093504,0
5,100004,Direct_Pointing_50pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.85884219693445063,1,0.85884219693445063,60,384.68052968136413,1,1
5,100004,Direct_Pointing_50pct_Power,B1_Shortest_Delay,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.72475631239924077,0
5,100004,Direct_Pointing_50pct_Power,B1_Shortest_Delay,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.44430547708625623,0
5,100004,Direct_Pointing_50pct_Power,B1_Shortest_Delay,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.98541690975679097,0
5,100004,Direct_Pointing_50pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,1,0.85884219693445063,1,0.85884219693445063,60,384.68052968136413,0.85884219693445063,1
5,100004,Direct_Pointing_50pct_Power,B2_Contact_Aware,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.7376099192351937,0
5,100004,Direct_Pointing_50pct_Power,B2_Contact_Aware,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.7376099192351937,0
5,100004,Direct_Pointing_50pct_Power,B2_Contact_Aware,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.7376099192351937,0
5,100004,Direct_Pointing_50pct_Power,B3_Physical_Success,Direct_Earth_to_Mars,1,0.85884219693445063,1,0.85884219693445063,60,384.68052968136413,0.85884219693445063,1
5,100004,Direct_Pointing_50pct_Power,B3_Physical_Success,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.7376099192351937,0
5,100004,Direct_Pointing_50pct_Power,B3_Physical_Success,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.7376099192351937,0
5,100004,Direct_Pointing_50pct_Power,B3_Physical_Success,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.7376099192351937,0
5,100004,Direct_Pointing_50pct_Power,B4_Physical_Multiobjective,Direct_Earth_to_Mars,1,0.85884219693445063,1,0.85884219693445063,60,384.68052968136413,0.85884219693445063,1
5,100004,Direct_Pointing_50pct_Power,B4_Physical_Multiobjective,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.2672937225270004,0
5,100004,Direct_Pointing_50pct_Power,B4_Physical_Multiobjective,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.16386206353467384,0
5,100004,Direct_Pointing_50pct_Power,B4_Physical_Multiobjective,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.3634266436093504,0
5,100004,Direct_Pointing_25pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.85884219693445063,1,0.85884219693445063,60,384.68052968136413,1,1
5,100004,Direct_Pointing_25pct_Power,B1_Shortest_Delay,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.72475631239924077,0
5,100004,Direct_Pointing_25pct_Power,B1_Shortest_Delay,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.44430547708625623,0
5,100004,Direct_Pointing_25pct_Power,B1_Shortest_Delay,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.98541690975679097,0
5,100004,Direct_Pointing_25pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,1,0.85884219693445063,1,0.85884219693445063,60,384.68052968136413,0.85884219693445063,1
5,100004,Direct_Pointing_25pct_Power,B2_Contact_Aware,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.7376099192351937,0
5,100004,Direct_Pointing_25pct_Power,B2_Contact_Aware,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.7376099192351937,0
5,100004,Direct_Pointing_25pct_Power,B2_Contact_Aware,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.7376099192351937,0
5,100004,Direct_Pointing_25pct_Power,B3_Physical_Success,Direct_Earth_to_Mars,1,0.85884219693445063,1,0.85884219693445063,60,384.68052968136413,0.85884219693445063,1
5,100004,Direct_Pointing_25pct_Power,B3_Physical_Success,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.7376099192351937,0
5,100004,Direct_Pointing_25pct_Power,B3_Physical_Success,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.7376099192351937,0
5,100004,Direct_Pointing_25pct_Power,B3_Physical_Success,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.7376099192351937,0
5,100004,Direct_Pointing_25pct_Power,B4_Physical_Multiobjective,Direct_Earth_to_Mars,1,0.85884219693445063,1,0.85884219693445063,60,384.68052968136413,0.85884219693445063,1
5,100004,Direct_Pointing_25pct_Power,B4_Physical_Multiobjective,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.2672937225270004,0
5,100004,Direct_Pointing_25pct_Power,B4_Physical_Multiobjective,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.16386206353467384,0
5,100004,Direct_Pointing_25pct_Power,B4_Physical_Multiobjective,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.3634266436093504,0
5,100004,Direct_Pointing_10pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.85884219693445063,0.9999967548317551,0.85883940984702578,60,384.68052968136413,1,1
5,100004,Direct_Pointing_10pct_Power,B1_Shortest_Delay,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.72475631239924077,0
5,100004,Direct_Pointing_10pct_Power,B1_Shortest_Delay,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.44430547708625623,0
5,100004,Direct_Pointing_10pct_Power,B1_Shortest_Delay,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.98541690975679097,0
5,100004,Direct_Pointing_10pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,1,0.85884219693445063,0.9999967548317551,0.85883940984702578,60,384.68052968136413,0.85884219693445063,1
5,100004,Direct_Pointing_10pct_Power,B2_Contact_Aware,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.7376099192351937,0
5,100004,Direct_Pointing_10pct_Power,B2_Contact_Aware,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.7376099192351937,0
5,100004,Direct_Pointing_10pct_Power,B2_Contact_Aware,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.7376099192351937,0
5,100004,Direct_Pointing_10pct_Power,B3_Physical_Success,Direct_Earth_to_Mars,1,0.85884219693445063,0.9999967548317551,0.85883940984702578,60,384.68052968136413,0.85883940984702578,1
5,100004,Direct_Pointing_10pct_Power,B3_Physical_Success,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.7376099192351937,0
5,100004,Direct_Pointing_10pct_Power,B3_Physical_Success,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.7376099192351937,0
5,100004,Direct_Pointing_10pct_Power,B3_Physical_Success,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.7376099192351937,0
5,100004,Direct_Pointing_10pct_Power,B4_Physical_Multiobjective,Direct_Earth_to_Mars,1,0.85884219693445063,0.9999967548317551,0.85883940984702578,60,384.68052968136413,0.85883940984702578,1
5,100004,Direct_Pointing_10pct_Power,B4_Physical_Multiobjective,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.2672937225270004,0
5,100004,Direct_Pointing_10pct_Power,B4_Physical_Multiobjective,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.16386206353467384,0
5,100004,Direct_Pointing_10pct_Power,B4_Physical_Multiobjective,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.3634266436093504,0
5,100004,Direct_Background_16,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.85884219693445063,1,0.85884219693445063,60,384.68052968136413,1,1
5,100004,Direct_Background_16,B1_Shortest_Delay,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.72475631239924077,0
5,100004,Direct_Background_16,B1_Shortest_Delay,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.44430547708625623,0
5,100004,Direct_Background_16,B1_Shortest_Delay,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.98541690975679097,0
5,100004,Direct_Background_16,B2_Contact_Aware,Direct_Earth_to_Mars,1,0.85884219693445063,1,0.85884219693445063,60,384.68052968136413,0.85884219693445063,1
5,100004,Direct_Background_16,B2_Contact_Aware,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.7376099192351937,0
5,100004,Direct_Background_16,B2_Contact_Aware,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.7376099192351937,0
5,100004,Direct_Background_16,B2_Contact_Aware,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.7376099192351937,0
5,100004,Direct_Background_16,B3_Physical_Success,Direct_Earth_to_Mars,1,0.85884219693445063,1,0.85884219693445063,60,384.68052968136413,0.85884219693445063,1
5,100004,Direct_Background_16,B3_Physical_Success,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.7376099192351937,0
5,100004,Direct_Background_16,B3_Physical_Success,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.7376099192351937,0
5,100004,Direct_Background_16,B3_Physical_Success,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.7376099192351937,0
5,100004,Direct_Background_16,B4_Physical_Multiobjective,Direct_Earth_to_Mars,1,0.85884219693445063,1,0.85884219693445063,60,384.68052968136413,0.85884219693445063,1
5,100004,Direct_Background_16,B4_Physical_Multiobjective,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.2672937225270004,0
5,100004,Direct_Background_16,B4_Physical_Multiobjective,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.16386206353467384,0
5,100004,Direct_Background_16,B4_Physical_Multiobjective,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.3634266436093504,0
5,100004,Direct_Combined_25pctPower_BG16,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.85884219693445063,0.99999999999999978,0.85884219693445041,60,384.68052968136413,1,1
5,100004,Direct_Combined_25pctPower_BG16,B1_Shortest_Delay,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.72475631239924077,0
5,100004,Direct_Combined_25pctPower_BG16,B1_Shortest_Delay,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.44430547708625623,0
5,100004,Direct_Combined_25pctPower_BG16,B1_Shortest_Delay,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.98541690975679097,0
5,100004,Direct_Combined_25pctPower_BG16,B2_Contact_Aware,Direct_Earth_to_Mars,1,0.85884219693445063,0.99999999999999978,0.85884219693445041,60,384.68052968136413,0.85884219693445063,1
5,100004,Direct_Combined_25pctPower_BG16,B2_Contact_Aware,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.7376099192351937,0
5,100004,Direct_Combined_25pctPower_BG16,B2_Contact_Aware,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.7376099192351937,0
5,100004,Direct_Combined_25pctPower_BG16,B2_Contact_Aware,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.7376099192351937,0
5,100004,Direct_Combined_25pctPower_BG16,B3_Physical_Success,Direct_Earth_to_Mars,1,0.85884219693445063,0.99999999999999978,0.85884219693445041,60,384.68052968136413,0.85884219693445041,1
5,100004,Direct_Combined_25pctPower_BG16,B3_Physical_Success,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.7376099192351937,0
5,100004,Direct_Combined_25pctPower_BG16,B3_Physical_Success,Earth_Relay1_Mars,1,0.7376099192351937,1,0.7376099192351937,120,865.80190774169398,0.7376099192351937,0
5,100004,Direct_Combined_25pctPower_BG16,B3_Physical_Success,Earth_Relay2_Mars,1,0.7376099192351937,1,0.7376099192351937,120,390.37337990912545,0.7376099192351937,0
5,100004,Direct_Combined_25pctPower_BG16,B4_Physical_Multiobjective,Direct_Earth_to_Mars,1,0.85884219693445063,0.99999999999999978,0.85884219693445041,60,384.68052968136413,0.85884219693445041,1
5,100004,Direct_Combined_25pctPower_BG16,B4_Physical_Multiobjective,Earth_Relay0_Mars,1,0.7376099192351937,1,0.7376099192351937,120,530.77223764759458,0.2672937225270004,0
