Trial,Seed,Scenario,Policy,Selected_Route,Selected_Score,Selected_Physical_Success_Lower,Switched_From_Direct
25,100024,Direct_Pointing_10pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.83298029195047563,0,0
25,100024,Direct_Pointing_10pct_Power,B3_Physical_Success,Earth_Relay0_Mars,0.69385616677789963,0.69385616677789963,1
25,100024,Direct_Pointing_10pct_Power,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.34433512008501643,0.69385616677789963,1
25,100024,Direct_Background_16,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.83298029195045709,0
25,100024,Direct_Background_16,B2_Contact_Aware,Direct_Earth_to_Mars,0.83298029195047563,0.83298029195045709,0
25,100024,Direct_Background_16,B3_Physical_Success,Direct_Earth_to_Mars,0.83298029195045709,0.83298029195045709,0
25,100024,Direct_Background_16,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.83298029195045709,0.83298029195045709,0
25,100024,Direct_Combined_25pctPower_BG16,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0,0
25,100024,Direct_Combined_25pctPower_BG16,B2_Contact_Aware,Direct_Earth_to_Mars,0.83298029195047563,0,0
25,100024,Direct_Combined_25pctPower_BG16,B3_Physical_Success,Earth_Relay0_Mars,0.69385616677789963,0.69385616677789963,1
25,100024,Direct_Combined_25pctPower_BG16,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.34433512008501643,0.69385616677789963,1
25,100024,Direct_Hard_Obstruction,B1_Shortest_Delay,Earth_Relay2_Mars,1,0.69385616677789963,1
25,100024,Direct_Hard_Obstruction,B2_Contact_Aware,Earth_Relay0_Mars,0.69385616677789963,0.69385616677789963,1
25,100024,Direct_Hard_Obstruction,B3_Physical_Success,Earth_Relay0_Mars,0.69385616677789963,0.69385616677789963,1
25,100024,Direct_Hard_Obstruction,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.69385616677789963,0.69385616677789963,1
26,100025,Control,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.89311884287328547,0
26,100025,Control,B2_Contact_Aware,Direct_Earth_to_Mars,0.89311996980814345,0.89311884287328547,0
26,100025,Control,B3_Physical_Success,Direct_Earth_to_Mars,0.89311884287328547,0.89311884287328547,0
26,100025,Control,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.89311884287328547,0.89311884287328547,0
26,100025,Direct_Pointing_50pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.23631867647363738,0
26,100025,Direct_Pointing_50pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.89311996980814345,0.23631867647363738,0
26,100025,Direct_Pointing_50pct_Power,B3_Physical_Success,Earth_Relay0_Mars,0.79766307987810159,0.79766307987810159,1
26,100025,Direct_Pointing_50pct_Power,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.39665517453306759,0.7976609351363817,1
26,100025,Direct_Pointing_25pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0,0
26,100025,Direct_Pointing_25pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.89311996980814345,0,0
26,100025,Direct_Pointing_25pct_Power,B3_Physical_Success,Earth_Relay0_Mars,0.79766307987810159,0.79766307987810159,1
26,100025,Direct_Pointing_25pct_Power,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.39665517453306759,0.7976609351363817,1
26,100025,Direct_Pointing_10pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0,0
26,100025,Direct_Pointing_10pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.89311996980814345,0,0
26,100025,Direct_Pointing_10pct_Power,B3_Physical_Success,Earth_Relay0_Mars,0.79766307987810159,0.79766307987810159,1
26,100025,Direct_Pointing_10pct_Power,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.39665517453306759,0.7976609351363817,1
26,100025,Direct_Background_16,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.87870765125657491,0
26,100025,Direct_Background_16,B2_Contact_Aware,Direct_Earth_to_Mars,0.89311996980814345,0.87870765125657491,0
26,100025,Direct_Background_16,B3_Physical_Success,Direct_Earth_to_Mars,0.87870765125657491,0.87870765125657491,0
26,100025,Direct_Background_16,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.87870765125657491,0.87870765125657491,0
26,100025,Direct_Combined_25pctPower_BG16,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0,0
26,100025,Direct_Combined_25pctPower_BG16,B2_Contact_Aware,Direct_Earth_to_Mars,0.89311996980814345,0,0
26,100025,Direct_Combined_25pctPower_BG16,B3_Physical_Success,Earth_Relay0_Mars,0.79766307987810159,0.79766307987810159,1
26,100025,Direct_Combined_25pctPower_BG16,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.39665517453306759,0.7976609351363817,1
26,100025,Direct_Hard_Obstruction,B1_Shortest_Delay,Earth_Relay2_Mars,1,0.7976609351363817,1
26,100025,Direct_Hard_Obstruction,B2_Contact_Aware,Earth_Relay0_Mars,0.79766328047009905,0.79766307987810159,1
26,100025,Direct_Hard_Obstruction,B3_Physical_Success,Earth_Relay0_Mars,0.79766307987810159,0.79766307987810159,1
26,100025,Direct_Hard_Obstruction,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.7976609351363817,0.7976609351363817,1
27,100026,Control,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.97287207926014363,0
27,100026,Control,B2_Contact_Aware,Direct_Earth_to_Mars,0.97287207926014363,0.97287207926014363,0
27,100026,Control,B3_Physical_Success,Direct_Earth_to_Mars,0.97287207926014363,0.97287207926014363,0
27,100026,Control,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.97287207926014363,0.97287207926014363,0
27,100026,Direct_Pointing_50pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.97287207926014363,0
27,100026,Direct_Pointing_50pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.97287207926014363,0.97287207926014363,0
27,100026,Direct_Pointing_50pct_Power,B3_Physical_Success,Direct_Earth_to_Mars,0.97287207926014363,0.97287207926014363,0
27,100026,Direct_Pointing_50pct_Power,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.97287207926014363,0.97287207926014363,0
27,100026,Direct_Pointing_25pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.97287207926014363,0
27,100026,Direct_Pointing_25pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.97287207926014363,0.97287207926014363,0
27,100026,Direct_Pointing_25pct_Power,B3_Physical_Success,Direct_Earth_to_Mars,0.97287207926014363,0.97287207926014363,0
27,100026,Direct_Pointing_25pct_Power,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.97287207926014363,0.97287207926014363,0
27,100026,Direct_Pointing_10pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.97235535433994091,0
27,100026,Direct_Pointing_10pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.97287207926014363,0.97235535433994091,0
27,100026,Direct_Pointing_10pct_Power,B3_Physical_Success,Direct_Earth_to_Mars,0.97235535433994091,0.97235535433994091,0
27,100026,Direct_Pointing_10pct_Power,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.97235535433994091,0.97235535433994091,0
27,100026,Direct_Background_16,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.97287207926014363,0
27,100026,Direct_Background_16,B2_Contact_Aware,Direct_Earth_to_Mars,0.97287207926014363,0.97287207926014363,0
27,100026,Direct_Background_16,B3_Physical_Success,Direct_Earth_to_Mars,0.97287207926014363,0.97287207926014363,0
27,100026,Direct_Background_16,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.97287207926014363,0.97287207926014363,0
27,100026,Direct_Combined_25pctPower_BG16,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.97287207924529351,0
27,100026,Direct_Combined_25pctPower_BG16,B2_Contact_Aware,Direct_Earth_to_Mars,0.97287207926014363,0.97287207924529351,0
27,100026,Direct_Combined_25pctPower_BG16,B3_Physical_Success,Direct_Earth_to_Mars,0.97287207924529351,0.97287207924529351,0
27,100026,Direct_Combined_25pctPower_BG16,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.97287207924529351,0.97287207924529351,0
27,100026,Direct_Hard_Obstruction,B1_Shortest_Delay,Earth_Relay2_Mars,1,0.94648008260395522,1
27,100026,Direct_Hard_Obstruction,B2_Contact_Aware,Earth_Relay0_Mars,0.94648008260395522,0.94648008260395522,1
27,100026,Direct_Hard_Obstruction,B3_Physical_Success,Earth_Relay0_Mars,0.94648008260395522,0.94648008260395522,1
27,100026,Direct_Hard_Obstruction,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.94648008260395522,0.94648008260395522,1
28,100027,Control,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.81137850097457098,0
28,100027,Control,B2_Contact_Aware,Direct_Earth_to_Mars,0.811386381915705,0.81137850097457098,0
28,100027,Control,B3_Physical_Success,Direct_Earth_to_Mars,0.81137850097457098,0.81137850097457098,0
28,100027,Control,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.81137850097457098,0.81137850097457098,0
28,100027,Direct_Pointing_50pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0,0
28,100027,Direct_Pointing_50pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.811386381915705,0,0
28,100027,Direct_Pointing_50pct_Power,B3_Physical_Success,Earth_Relay2_Mars,0.65833327787450113,0.65833327787450113,1
28,100027,Direct_Pointing_50pct_Power,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.32749835057011945,0.65833327787450113,1
28,100027,Direct_Pointing_25pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0,0
28,100027,Direct_Pointing_25pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.811386381915705,0,0
28,100027,Direct_Pointing_25pct_Power,B3_Physical_Success,Earth_Relay2_Mars,0.65833327787450113,0.65833327787450113,1
28,100027,Direct_Pointing_25pct_Power,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.32749835057011945,0.65833327787450113,1
28,100027,Direct_Pointing_10pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0,0
28,100027,Direct_Pointing_10pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.811386381915705,0,0
28,100027,Direct_Pointing_10pct_Power,B3_Physical_Success,Earth_Relay2_Mars,0.65833327787450113,0.65833327787450113,1
28,100027,Direct_Pointing_10pct_Power,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.32749835057011945,0.65833327787450113,1
28,100027,Direct_Background_16,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.76072307407940498,0
28,100027,Direct_Background_16,B2_Contact_Aware,Direct_Earth_to_Mars,0.811386381915705,0.76072307407940498,0
28,100027,Direct_Background_16,B3_Physical_Success,Direct_Earth_to_Mars,0.76072307407940498,0.76072307407940498,0
28,100027,Direct_Background_16,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.76072307407940498,0.76072307407940498,0
28,100027,Direct_Combined_25pctPower_BG16,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0,0
28,100027,Direct_Combined_25pctPower_BG16,B2_Contact_Aware,Direct_Earth_to_Mars,0.811386381915705,0,0
28,100027,Direct_Combined_25pctPower_BG16,B3_Physical_Success,Earth_Relay2_Mars,0.65833327787450113,0.65833327787450113,1
28,100027,Direct_Combined_25pctPower_BG16,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.32749835057011945,0.65833327787450113,1
28,100027,Direct_Hard_Obstruction,B1_Shortest_Delay,Earth_Relay2_Mars,1,0.65833327787450113,1
28,100027,Direct_Hard_Obstruction,B2_Contact_Aware,Earth_Relay2_Mars,0.65834786075825835,0.65833327787450113,1
28,100027,Direct_Hard_Obstruction,B3_Physical_Success,Earth_Relay2_Mars,0.65833327787450113,0.65833327787450113,1
28,100027,Direct_Hard_Obstruction,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.65833327787450113,0.65833327787450113,1
29,100028,Control,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.98359919600037971,0
29,100028,Control,B2_Contact_Aware,Direct_Earth_to_Mars,0.98360156737715587,0.98359919600037971,0
29,100028,Control,B3_Physical_Success,Direct_Earth_to_Mars,0.98359919600037971,0.98359919600037971,0
29,100028,Control,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.98359919600037971,0.98359919600037971,0
29,100028,Direct_Pointing_50pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.031962687514183671,0
29,100028,Direct_Pointing_50pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.98360156737715587,0.031962687514183671,0
29,100028,Direct_Pointing_50pct_Power,B3_Physical_Success,Earth_Relay0_Mars,0.96747066191965647,0.96747066191965647,1
29,100028,Direct_Pointing_50pct_Power,B4_Physical_Multiobjective,Earth_Relay0_Mars,0.41186803326955979,0.96747066191965647,1
29,100028,Direct_Pointing_25pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0,0
29,100028,Direct_Pointing_25pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.98360156737715587,0,0
29,100028,Direct_Pointing_25pct_Power,B3_Physical_Success,Earth_Relay0_Mars,0.96747066191965647,0.96747066191965647,1
29,100028,Direct_Pointing_25pct_Power,B4_Physical_Multiobjective,Earth_Relay0_Mars,0.41186803326955979,0.96747066191965647,1
29,100028,Direct_Pointing_10pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0,0
29,100028,Direct_Pointing_10pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.98360156737715587,0,0
29,100028,Direct_Pointing_10pct_Power,B3_Physical_Success,Earth_Relay0_Mars,0.96747066191965647,0.96747066191965647,1
29,100028,Direct_Pointing_10pct_Power,B4_Physical_Multiobjective,Earth_Relay0_Mars,0.41186803326955979,0.96747066191965647,1
29,100028,Direct_Background_16,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.95916188078803433,0
29,100028,Direct_Background_16,B2_Contact_Aware,Direct_Earth_to_Mars,0.98360156737715587,0.95916188078803433,0
29,100028,Direct_Background_16,B3_Physical_Success,Earth_Relay0_Mars,0.96747066191965647,0.96747066191965647,1
29,100028,Direct_Background_16,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.95916188078803433,0.95916188078803433,0
29,100028,Direct_Combined_25pctPower_BG16,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0,0
29,100028,Direct_Combined_25pctPower_BG16,B2_Contact_Aware,Direct_Earth_to_Mars,0.98360156737715587,0,0
29,100028,Direct_Combined_25pctPower_BG16,B3_Physical_Success,Earth_Relay0_Mars,0.96747066191965647,0.96747066191965647,1
29,100028,Direct_Combined_25pctPower_BG16,B4_Physical_Multiobjective,Earth_Relay0_Mars,0.41186803326955979,0.96747066191965647,1
29,100028,Direct_Hard_Obstruction,B1_Shortest_Delay,Earth_Relay0_Mars,1,0.96747066191965647,1
29,100028,Direct_Hard_Obstruction,B2_Contact_Aware,Earth_Relay0_Mars,0.96747204334679771,0.96747066191965647,1
29,100028,Direct_Hard_Obstruction,B3_Physical_Success,Earth_Relay0_Mars,0.96747066191965647,0.96747066191965647,1
29,100028,Direct_Hard_Obstruction,B4_Physical_Multiobjective,Earth_Relay0_Mars,0.96747066191965647,0.96747066191965647,1
30,100029,Control,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.90648948760529491,0
30,100029,Control,B2_Contact_Aware,Direct_Earth_to_Mars,0.90648948760529491,0.90648948760529491,0
30,100029,Control,B3_Physical_Success,Direct_Earth_to_Mars,0.90648948760529491,0.90648948760529491,0
30,100029,Control,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.90648948760529491,0.90648948760529491,0
30,100029,Direct_Pointing_50pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.90647961500473628,0
30,100029,Direct_Pointing_50pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.90648948760529491,0.90647961500473628,0
30,100029,Direct_Pointing_50pct_Power,B3_Physical_Success,Direct_Earth_to_Mars,0.90647961500473628,0.90647961500473628,0
30,100029,Direct_Pointing_50pct_Power,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.90647961500473628,0.90647961500473628,0
30,100029,Direct_Pointing_25pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0,0
30,100029,Direct_Pointing_25pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.90648948760529491,0,0
30,100029,Direct_Pointing_25pct_Power,B3_Physical_Success,Earth_Relay1_Mars,0.82172319113891013,0.82172319113891013,1
30,100029,Direct_Pointing_25pct_Power,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.40817533195343014,0.82172319113891013,1
30,100029,Direct_Pointing_10pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0,0
30,100029,Direct_Pointing_10pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.90648948760529491,0,0
30,100029,Direct_Pointing_10pct_Power,B3_Physical_Success,Earth_Relay1_Mars,0.82172319113891013,0.82172319113891013,1
30,100029,Direct_Pointing_10pct_Power,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.40817533195343014,0.82172319113891013,1
30,100029,Direct_Background_16,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.90648948742634528,0
30,100029,Direct_Background_16,B2_Contact_Aware,Direct_Earth_to_Mars,0.90648948760529491,0.90648948742634528,0
30,100029,Direct_Background_16,B3_Physical_Success,Direct_Earth_to_Mars,0.90648948742634528,0.90648948742634528,0
30,100029,Direct_Background_16,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.90648948742634528,0.90648948742634528,0
30,100029,Direct_Combined_25pctPower_BG16,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0,0
30,100029,Direct_Combined_25pctPower_BG16,B2_Contact_Aware,Direct_Earth_to_Mars,0.90648948760529491,0,0
30,100029,Direct_Combined_25pctPower_BG16,B3_Physical_Success,Earth_Relay1_Mars,0.82172319113891013,0.82172319113891013,1
30,100029,Direct_Combined_25pctPower_BG16,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.40817533195343014,0.82172319113891013,1
30,100029,Direct_Hard_Obstruction,B1_Shortest_Delay,Earth_Relay2_Mars,1,0.82172319113891013,1
30,100029,Direct_Hard_Obstruction,B2_Contact_Aware,Earth_Relay0_Mars,0.82172319113891013,0.82172319113815417,1
30,100029,Direct_Hard_Obstruction,B3_Physical_Success,Earth_Relay1_Mars,0.82172319113891013,0.82172319113891013,1
30,100029,Direct_Hard_Obstruction,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.82172319113891013,0.82172319113891013,1
31,100030,Control,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.992954432683125,0
31,100030,Control,B2_Contact_Aware,Direct_Earth_to_Mars,0.99295512687010901,0.992954432683125,0
31,100030,Control,B3_Physical_Success,Direct_Earth_to_Mars,0.992954432683125,0.992954432683125,0
31,100030,Control,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.992954432683125,0.992954432683125,0
31,100030,Direct_Pointing_50pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.42463204481389172,0
31,100030,Direct_Pointing_50pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.99295512687010901,0.42463204481389172,0
31,100030,Direct_Pointing_50pct_Power,B3_Physical_Success,Earth_Relay0_Mars,0.98595966520259404,0.98595966520259404,1
31,100030,Direct_Pointing_50pct_Power,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.49033403352997879,0.98595827470616704,1
31,100030,Direct_Pointing_25pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0,0
31,100030,Direct_Pointing_25pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.99295512687010901,0,0
31,100030,Direct_Pointing_25pct_Power,B3_Physical_Success,Earth_Relay0_Mars,0.98595966520259404,0.98595966520259404,1
31,100030,Direct_Pointing_25pct_Power,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.49033403352997879,0.98595827470616704,1
31,100030,Direct_Pointing_10pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0,0
31,100030,Direct_Pointing_10pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.99295512687010901,0,0
31,100030,Direct_Pointing_10pct_Power,B3_Physical_Success,Earth_Relay0_Mars,0.98595966520259404,0.98595966520259404,1
31,100030,Direct_Pointing_10pct_Power,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.49033403352997879,0.98595827470616704,1
31,100030,Direct_Background_16,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.98216554636948172,0
31,100030,Direct_Background_16,B2_Contact_Aware,Direct_Earth_to_Mars,0.99295512687010901,0.98216554636948172,0
31,100030,Direct_Background_16,B3_Physical_Success,Earth_Relay0_Mars,0.98595966520259404,0.98595966520259404,1
31,100030,Direct_Background_16,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.98216554636948172,0.98216554636948172,0
31,100030,Direct_Combined_25pctPower_BG16,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0,0
31,100030,Direct_Combined_25pctPower_BG16,B2_Contact_Aware,Direct_Earth_to_Mars,0.99295512687010901,0,0
31,100030,Direct_Combined_25pctPower_BG16,B3_Physical_Success,Earth_Relay0_Mars,0.98595966520259404,0.98595966520259404,1
31,100030,Direct_Combined_25pctPower_BG16,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.49033403352997879,0.98595827470616704,1
31,100030,Direct_Hard_Obstruction,B1_Shortest_Delay,Earth_Relay2_Mars,1,0.98595827470616704,1
31,100030,Direct_Hard_Obstruction,B2_Contact_Aware,Earth_Relay0_Mars,0.98595988397763423,0.98595966520259404,1
31,100030,Direct_Hard_Obstruction,B3_Physical_Success,Earth_Relay0_Mars,0.98595966520259404,0.98595966520259404,1
31,100030,Direct_Hard_Obstruction,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.98595827470616704,0.98595827470616704,1
32,100031,Control,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.98802097086297014,0
32,100031,Control,B2_Contact_Aware,Direct_Earth_to_Mars,0.98802097086297014,0.98802097086297014,0
32,100031,Control,B3_Physical_Success,Direct_Earth_to_Mars,0.98802097086297014,0.98802097086297014,0
32,100031,Control,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.98802097086297014,0.98802097086297014,0
32,100031,Direct_Pointing_50pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.98802097086297014,0
32,100031,Direct_Pointing_50pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.98802097086297014,0.98802097086297014,0
32,100031,Direct_Pointing_50pct_Power,B3_Physical_Success,Direct_Earth_to_Mars,0.98802097086297014,0.98802097086297014,0
32,100031,Direct_Pointing_50pct_Power,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.98802097086297014,0.98802097086297014,0
32,100031,Direct_Pointing_25pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.98802097086297014,0
32,100031,Direct_Pointing_25pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.98802097086297014,0.98802097086297014,0
32,100031,Direct_Pointing_25pct_Power,B3_Physical_Success,Direct_Earth_to_Mars,0.98802097086297014,0.98802097086297014,0
32,100031,Direct_Pointing_25pct_Power,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.98802097086297014,0.98802097086297014,0
32,100031,Direct_Pointing_10pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.98802097086297014,0
32,100031,Direct_Pointing_10pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.98802097086297014,0.98802097086297014,0
32,100031,Direct_Pointing_10pct_Power,B3_Physical_Success,Direct_Earth_to_Mars,0.98802097086297014,0.98802097086297014,0
32,100031,Direct_Pointing_10pct_Power,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.98802097086297014,0.98802097086297014,0
32,100031,Direct_Background_16,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.98802097086297014,0
32,100031,Direct_Background_16,B2_Contact_Aware,Direct_Earth_to_Mars,0.98802097086297014,0.98802097086297014,0
32,100031,Direct_Background_16,B3_Physical_Success,Direct_Earth_to_Mars,0.98802097086297014,0.98802097086297014,0
32,100031,Direct_Background_16,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.98802097086297014,0.98802097086297014,0
32,100031,Direct_Combined_25pctPower_BG16,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.98802097086297014,0
32,100031,Direct_Combined_25pctPower_BG16,B2_Contact_Aware,Direct_Earth_to_Mars,0.98802097086297014,0.98802097086297014,0
32,100031,Direct_Combined_25pctPower_BG16,B3_Physical_Success,Direct_Earth_to_Mars,0.98802097086297014,0.98802097086297014,0
32,100031,Direct_Combined_25pctPower_BG16,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.98802097086297014,0.98802097086297014,0
32,100031,Direct_Hard_Obstruction,B1_Shortest_Delay,Earth_Relay2_Mars,1,0.97618543886500608,1
32,100031,Direct_Hard_Obstruction,B2_Contact_Aware,Earth_Relay0_Mars,0.97618543886500608,0.97618543886500608,1
32,100031,Direct_Hard_Obstruction,B3_Physical_Success,Earth_Relay0_Mars,0.97618543886500608,0.97618543886500608,1
32,100031,Direct_Hard_Obstruction,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.97618543886500608,0.97618543886500608,1
33,100032,Control,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.98552439763673538,0
33,100032,Control,B2_Contact_Aware,Direct_Earth_to_Mars,0.98552483837518501,0.98552439763673538,0
33,100032,Control,B3_Physical_Success,Direct_Earth_to_Mars,0.98552439763673538,0.98552439763673538,0
33,100032,Control,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.98552439763673538,0.98552439763673538,0
33,100032,Direct_Pointing_50pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.51904312281583032,0
33,100032,Direct_Pointing_50pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.98552483837518501,0.51904312281583032,0
33,100032,Direct_Pointing_50pct_Power,B3_Physical_Success,Earth_Relay0_Mars,0.97125894997998929,0.97125894997998929,1
33,100032,Direct_Pointing_50pct_Power,B4_Physical_Multiobjective,Direct_Earth_to_Mars,0.51904312281583032,0.51904312281583032,0
33,100032,Direct_Pointing_25pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0,0
33,100032,Direct_Pointing_25pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.98552483837518501,0,0
33,100032,Direct_Pointing_25pct_Power,B3_Physical_Success,Earth_Relay0_Mars,0.97125894997998929,0.97125894997998929,1
33,100032,Direct_Pointing_25pct_Power,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.48307651860965062,0.9712581926099646,1
33,100032,Direct_Pointing_10pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0,0
33,100032,Direct_Pointing_10pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,0.98552483837518501,0,0
33,100032,Direct_Pointing_10pct_Power,B3_Physical_Success,Earth_Relay0_Mars,0.97125894997998929,0.97125894997998929,1
33,100032,Direct_Pointing_10pct_Power,B4_Physical_Multiobjective,Earth_Relay2_Mars,0.48307651860965062,0.9712581926099646,1
33,100032,Direct_Background_16,B1_Shortest_Delay,Direct_Earth_to_Mars,1,0.9775943519022543,0
33,100032,Direct_Background_16,B2_Contact_Aware,Direct_Earth_to_Mars,0.98552483837518501,0.9775943519022543,0
33,100032,Direct_Background_16,B3_Physical_Success,Direct_Earth_to_Mars,0.9775943519022543,0.9775943519022543,0
