Trial,Seed,Route_Name,Route_Available,Hop_Number,Hop_Distance_m,Optical_Degradation_Factor,Background_Photons_Per_Slot,Diffraction_Efficiency,Received_Power_W,Photon_Flux_Per_s,Signal_Photons_Per_Slot,PPM_Order,Packet_Bits,Conservative_Uncoded_SER,Uncoded_Packet_Success_Probability
3,100002,Earth_Relay1_Mars,1,1,354551195370.42371,0.92420181873497187,0.01,3.2679728603254986e-15,2.4162131688714833e-14,188531.48359852331,0.18853148359852329,16,8192,0.84262032524162256,0
3,100002,Earth_Relay1_Mars,1,2,74890342951.873886,0.92420181873497187,0.01,7.3246134523090163e-14,5.4155368593237062e-13,4225617.2250218047,4.2256172250218045,16,8192,0.023105645228325367,1.6139298685012969e-21
3,100002,Earth_Relay2_Mars,1,1,343215067205.9176,0.92420181873497187,0.01,3.4874152203542323e-15,2.5784603914683235e-14,201191.25632884449,0.20119125632884449,16,8192,0.83344943388835202,0
3,100002,Earth_Relay2_Mars,1,2,999999999.99999499,0.92420181873497187,0.01,4.1080559421808356e-10,3.0373382185828288e-09,23699642395.681961,23699.64239568196,16,8192,0,1
3,100002,Direct_Earth_to_Mars,1,1,342263292735.57843,0.92420181873497187,0.10000000000000001,3.506837974404793e-15,2.5928208271630193e-14,202311.7676651463,0.20231176766514627,16,8192,0.91499431014859522,0
3,100002,Earth_Relay0_Mars,1,1,322524825857.26129,0.92420181873497187,0.10000000000000001,3.9492083829785388e-15,2.9198924560897297e-14,227832.40476743429,0.22783240476743427,16,8192,0.90661864740045661,0
3,100002,Earth_Relay0_Mars,1,2,72775491428.33342,0.92420181873497187,0.10000000000000001,7.7565046202103147e-14,5.7348605416196678e-13,4474778.0538220191,4.4747780538220185,16,8192,0.054665367576206769,9.9826191423535535e-51
3,100002,Earth_Relay1_Mars,1,1,354551195370.42371,0.92420181873497187,0.10000000000000001,3.2679728603254986e-15,2.4162131688714833e-14,188531.48359852331,0.18853148359852329,16,8192,0.91945989324579269,0
3,100002,Earth_Relay1_Mars,1,2,74890342951.873886,0.92420181873497187,0.10000000000000001,7.3246134523090163e-14,5.4155368593237062e-13,4225617.2250218047,4.2256172250218045,16,8192,0.066498214832371727,6.2493225233200271e-62
3,100002,Earth_Relay2_Mars,1,1,343215067205.9176,0.92420181873497187,0.10000000000000001,3.4874152203542323e-15,2.5784603914683235e-14,201191.25632884449,0.20119125632884449,16,8192,0.91535895539376622,0
