Configuration_ID,Transmit_Power_W,TX_Diameter_m,RX_Diameter_m,Slot_Rate_Hz,Packet_Bits,PPM_Order,Background_Photons_Per_Slot,Photon_Gain_Factor,Route_Name,Total_Worlds,Available_Worlds,Certified_Worlds,All_Available_Worlds_Certified,Minimum_Scaled_Bottleneck_Photons_Per_Slot,Worst_Log10_Route_Packet_Failure_Upper_Bound,Mean_Route_Packet_Success_Lower_Bound_Available
22,10,0.40000000000000002,0.40000000000000002,1000000,2048,16,4,16,Earth_Relay2_Mars,100,92,11,0,2.258679456650786,0,0.17366340173952302
23,10,0.40000000000000002,0.40000000000000002,1000000,4096,16,4,16,Direct_Earth_to_Mars,100,100,11,0,2.2702061690612152,0,0.16241409060864936
23,10,0.40000000000000002,0.40000000000000002,1000000,4096,16,4,16,Earth_Relay0_Mars,100,94,21,0,2.2245291157193616,0,0.25490378289377702
23,10,0.40000000000000002,0.40000000000000002,1000000,4096,16,4,16,Earth_Relay1_Mars,100,91,3,0,2.4291318898997338,0,0.078302384860404958
23,10,0.40000000000000002,0.40000000000000002,1000000,4096,16,4,16,Earth_Relay2_Mars,100,92,11,0,2.258679456650786,0,0.16890882934801568
24,10,0.40000000000000002,0.40000000000000002,1000000,8192,16,4,16,Direct_Earth_to_Mars,100,100,11,0,2.2702061690612152,0,0.1561989527961255
24,10,0.40000000000000002,0.40000000000000002,1000000,8192,16,4,16,Earth_Relay0_Mars,100,94,20,0,2.2245291157193616,0,0.25448841685138396
24,10,0.40000000000000002,0.40000000000000002,1000000,8192,16,4,16,Earth_Relay1_Mars,100,91,3,0,2.4291318898997338,0,0.070042775653104725
24,10,0.40000000000000002,0.40000000000000002,1000000,8192,16,4,16,Earth_Relay2_Mars,100,92,11,0,2.258679456650786,0,0.16390461521777053
25,10,0.5,0.5,250000,1024,16,4,156.25,Direct_Earth_to_Mars,100,100,63,0,22.169982119738428,-0.63151306290305487,0.97885074170025321
25,10,0.5,0.5,250000,1024,16,4,156.25,Earth_Relay0_Mars,100,94,60,0,21.723917145696891,-0.21282248175030513,0.94596400948691473
