Trial,Seed,Policy,Orbital_Phase_Radians,Simulation_Days_Since_J2000,Earth_X_km,Earth_Y_km,Earth_Z_km,Mars_X_km,Mars_Y_km,Mars_Z_km,Relay0_X_km,Relay0_Y_km,Relay0_Z_km,Relay1_X_km,Relay1_Y_km,Relay1_Z_km,Relay2_X_km,Relay2_Y_km,Relay2_Z_km,Earth_Mars_Distance_Meters,Optical_Degradation_Factor,Relay_0_Online,Relay_1_Online,Relay_2_Online,Contact_Realization_Probability,Generated_Packets,PAT_Delay_Seconds,First_Packet_Release_s,Last_Packet_Release_s,Direct_Available,Relay0_Route_Available,Relay1_Route_Available,Relay2_Route_Available,Available_Route_Count,Relay0_Earth_Hop_Distance_m,Relay0_Mars_Hop_Distance_m,Relay1_Earth_Hop_Distance_m,Relay1_Mars_Hop_Distance_m,Relay2_Earth_Hop_Distance_m,Relay2_Mars_Hop_Distance_m,Direct_Total_Route_Distance_m,Relay0_Total_Route_Distance_m,Relay1_Total_Route_Distance_m,Relay2_Total_Route_Distance_m,Direct_Propagation_Delay_s,Relay0_Propagation_Delay_s,Relay1_Propagation_Delay_s,Relay2_Propagation_Delay_s,Direct_Hop_Count,Relay0_Hop_Count,Relay1_Hop_Count,Relay2_Hop_Count,Direct_Route_Contact_Probability,Relay0_Route_Contact_Probability,Relay1_Route_Contact_Probability,Relay2_Route_Contact_Probability,Direct_PAT_Cost_s,Relay0_PAT_Cost_s,Relay1_PAT_Cost_s,Relay2_PAT_Cost_s,Direct_Hop1_Optical_Quality,Relay0_Hop1_Optical_Quality,Relay0_Hop2_Optical_Quality,Relay1_Hop1_Optical_Quality,Relay1_Hop2_Optical_Quality,Relay2_Hop1_Optical_Quality,Relay2_Hop2_Optical_Quality,Direct_Predicted_Optical_Quality,Relay0_Predicted_Optical_Quality,Relay1_Predicted_Optical_Quality,Relay2_Predicted_Optical_Quality,Direct_Link_Stability,Relay0_Link_Stability,Relay1_Link_Stability,Relay2_Link_Stability,Direct_Contact_Available,Relay0_Contact_Available,Relay1_Contact_Available,Relay2_Contact_Available,Selected_Route_Index,Selected_Route_Name,Selected_Route_Score,Direct_Policy_Score,Relay0_Policy_Score,Relay1_Policy_Score,Relay2_Policy_Score,Selected_Propagation_Delay_s,Selected_PAT_Cost_s,Selected_Optical_Quality,Selected_Link_Stability,Phase8_Packet_Index,Phase8_Packet_Release_s,Phase8_Packet_Size_bits,Phase8_Data_Rate_bps,Phase8_Transmission_Time_Per_Hop_s,Phase8_Total_Transmission_Time_s,Phase8_PAT_Time_s,Phase8_Propagation_Time_s,Phase8_End_To_End_Latency_s,Phase8_Arrival_Time_s,Phase8_TTL_s,Phase8_Deadline_s,Phase8_Outcome,Phase8_Delivered,Phase8_Expired,Phase8_Dropped,Phase9_Generated_Packets,Phase9_Delivered_Packets,Phase9_Expired_Packets,Phase9_Dropped_Packets,Phase9_Contact_Failure_Drops,Phase9_No_Route_Drops,Phase9_Route_Unavailable_Drops,Phase9_Invalid_State_Drops,Phase9_Reliability,Phase9_Delivered_Bits,Phase9_Delivered_Throughput_bps,Phase9_Mean_Delivered_Latency_s,Phase9_Median_Delivered_Latency_s,Phase9_P95_Delivered_Latency_s,Phase9_Total_PAT_Burden_s,Phase9_Mean_PAT_Per_Generated_Packet_s,Phase9_Direct_Selection_Count,Phase9_Relay0_Selection_Count,Phase9_Relay1_Selection_Count,Phase9_Relay2_Selection_Count,Phase9_No_Route_Selection_Count,Phase9_Route_Switch_Count
29,100028,B4,1.102285866240593,136.82818450910852,-83029926.319562957,-126489162.12321955,140.87079309525407,48854790.163016461,225051536.67653927,3513666.9699721183,-17251773.803017966,233426862.73872331,34524586.42986238,113174568.61862227,192806851.11576235,-5576158.2282973174,49066907.118582547,226028661.88055733,3528922.5536734643,375482071769.0296,0.92896795725685499,1,1,0,0.98360156737715587,200,60,29565.085504847902,21449.286535485327,1,1,1,0,3,367502717870.32227,73497625892.208939,374802938910.43463,72521573132.597458,376471568574.45215,1000000000.000011,375482071769.0296,441000343762.53119,447324512043.0321,377471568574.45215,1252.4418671415262,1470.9818004087097,1492.0764244263912,1259.0779472129825,1,2,2,2,0.98360156737715587,0.96747204334679771,0.96747204334679771,0.96747204334679771,60,120,120,120,0.019642990592998698,0.020505242469865379,0.51267176303506512,0.019714240228521633,0.52656451304900487,0.019539869215850193,1,0.019642990592998698,0.020505242469865379,0.019714240228521633,0.019539869215850193,0.019320876335248247,0.019838248831642195,0.019072976276917463,0,1,1,1,0,0,Direct_Earth_to_Mars,0.019320876335248247,0.019320876335248247,0.008445465946831111,0.0080048828696532379,-1,1252.4418671415262,60,0.019642990592998698,0.019320876335248247,0,29565.085504847902,8192,100000000,8.1920000000000002e-05,8.1920000000000002e-05,60,1252.4418671415262,1312.4419490615262,30877.527453909428,1500,31065.085504847902,DELIVERED_MECHANICALLY,1,0,0,200,198,0,2,2,0,0,0,0.98999999999999999,1622016,37.546666666666667,1312.4419490615257,1312.4419490615262,1312.4419490615262,12000,60,200,0,0,0,0,0
30,100029,B1,2.8630527025445067,355.39447201580657,-851745.57372194633,147154231.76018667,-362.86181352247968,-247155788.18471965,10717779.954313116,6298759.3742711237,-235688103.54984638,-56510468.334889881,29943065.959799327,-235668708.52971616,73755442.382518858,-32539236.148241956,-248154525.59926614,10761089.673740964,6324212.1734894384,281638537364.54773,0.98787390972562061,1,1,1,0.90648948760529491,200,60,12411.781553437257,27546.921921748453,1,1,1,1,4,312288382784.091,72181704003.369781,248163588482.94858,74927229894.20845,282492043190.51758,999999999.99998689,281638537364.54773,384470086787.46082,323090818377.15704,283492043190.51758,939.42140548548275,1282.4219038941321,1077.6878531592963,945.60387988831746,1,2,2,2,0.90648948760529491,0.82172319113891013,0.82172319113891013,0.82172319113891013,60,120,120,120,0.037128092772472802,0.030197788824611278,0.56523954803148146,0.047820122035476524,0.52457482874760841,0.036904078167530711,1,0.037128092772472802,0.030197788824611278,0.047820122035476524,0.036904078167530711,0.033656225793080724,0.024814223398298498,0.039294903279643884,0.030324936877863119,1,1,1,1,0,Direct_Earth_to_Mars,0.90648948760529491,0.90648948760529491,0.82172319113891013,0.82172319113891013,0.82172319113891013,939.42140548548275,60,0.037128092772472802,0.033656225793080724,0,12411.781553437257,8192,100000000,8.1920000000000002e-05,8.1920000000000002e-05,60,939.42140548548275,999.42148740548271,13411.20304084274,1500,13911.781553437257,DELIVERED_MECHANICALLY,1,0,0,200,172,0,28,28,0,0,0,0.85999999999999999,1409024,32.616296296296298,999.421487405486,999.42148740548271,999.42148740548271,12000,60,200,0,0,0,0,0
30,100029,B2,2.8630527025445067,355.39447201580657,-851745.57372194633,147154231.76018667,-362.86181352247968,-247155788.18471965,10717779.954313116,6298759.3742711237,-235688103.54984638,-56510468.334889881,29943065.959799327,-235668708.52971616,73755442.382518858,-32539236.148241956,-248154525.59926614,10761089.673740964,6324212.1734894384,281638537364.54773,0.98787390972562061,1,1,1,0.90648948760529491,200,60,12411.781553437257,27546.921921748453,1,1,1,1,4,312288382784.091,72181704003.369781,248163588482.94858,74927229894.20845,282492043190.51758,999999999.99998689,281638537364.54773,384470086787.46082,323090818377.15704,283492043190.51758,939.42140548548275,1282.4219038941321,1077.6878531592963,945.60387988831746,1,2,2,2,0.90648948760529491,0.82172319113891013,0.82172319113891013,0.82172319113891013,60,120,120,120,0.037128092772472802,0.030197788824611278,0.56523954803148146,0.047820122035476524,0.52457482874760841,0.036904078167530711,1,0.037128092772472802,0.030197788824611278,0.047820122035476524,0.036904078167530711,0.033656225793080724,0.024814223398298498,0.039294903279643884,0.030324936877863119,1,1,1,1,0,Direct_Earth_to_Mars,0.90648948760529491,0.90648948760529491,0.41086159556945506,0.41086159556945506,0.41086159556945506,939.42140548548275,60,0.037128092772472802,0.033656225793080724,0,12411.781553437257,8192,100000000,8.1920000000000002e-05,8.1920000000000002e-05,60,939.42140548548275,999.42148740548271,13411.20304084274,1500,13911.781553437257,DELIVERED_MECHANICALLY,1,0,0,200,172,0,28,28,0,0,0,0.85999999999999999,1409024,32.616296296296298,999.421487405486,999.42148740548271,999.42148740548271,12000,60,200,0,0,0,0,0
30,100029,B3,2.8630527025445067,355.39447201580657,-851745.57372194633,147154231.76018667,-362.86181352247968,-247155788.18471965,10717779.954313116,6298759.3742711237,-235688103.54984638,-56510468.334889881,29943065.959799327,-235668708.52971616,73755442.382518858,-32539236.148241956,-248154525.59926614,10761089.673740964,6324212.1734894384,281638537364.54773,0.98787390972562061,1,1,1,0.90648948760529491,200,60,12411.781553437257,27546.921921748453,1,1,1,1,4,312288382784.091,72181704003.369781,248163588482.94858,74927229894.20845,282492043190.51758,999999999.99998689,281638537364.54773,384470086787.46082,323090818377.15704,283492043190.51758,939.42140548548275,1282.4219038941321,1077.6878531592963,945.60387988831746,1,2,2,2,0.90648948760529491,0.82172319113891013,0.82172319113891013,0.82172319113891013,60,120,120,120,0.037128092772472802,0.030197788824611278,0.56523954803148146,0.047820122035476524,0.52457482874760841,0.036904078167530711,1,0.037128092772472802,0.030197788824611278,0.047820122035476524,0.036904078167530711,0.033656225793080724,0.024814223398298498,0.039294903279643884,0.030324936877863119,1,1,1,1,0,Direct_Earth_to_Mars,0.033656225793080724,0.033656225793080724,0.012407111699149249,0.019647451639821942,0.01516246843893156,939.42140548548275,60,0.037128092772472802,0.033656225793080724,0,12411.781553437257,8192,100000000,8.1920000000000002e-05,8.1920000000000002e-05,60,939.42140548548275,999.42148740548271,13411.20304084274,1500,13911.781553437257,DELIVERED_MECHANICALLY,1,0,0,200,172,0,28,28,0,0,0,0.85999999999999999,1409024,32.616296296296298,999.421487405486,999.42148740548271,999.42148740548271,12000,60,200,0,0,0,0,0
30,100029,B4,2.8630527025445067,355.39447201580657,-851745.57372194633,147154231.76018667,-362.86181352247968,-247155788.18471965,10717779.954313116,6298759.3742711237,-235688103.54984638,-56510468.334889881,29943065.959799327,-235668708.52971616,73755442.382518858,-32539236.148241956,-248154525.59926614,10761089.673740964,6324212.1734894384,281638537364.54773,0.98787390972562061,1,1,1,0.90648948760529491,200,60,12411.781553437257,27546.921921748453,1,1,1,1,4,312288382784.091,72181704003.369781,248163588482.94858,74927229894.20845,282492043190.51758,999999999.99998689,281638537364.54773,384470086787.46082,323090818377.15704,283492043190.51758,939.42140548548275,1282.4219038941321,1077.6878531592963,945.60387988831746,1,2,2,2,0.90648948760529491,0.82172319113891013,0.82172319113891013,0.82172319113891013,60,120,120,120,0.037128092772472802,0.030197788824611278,0.56523954803148146,0.047820122035476524,0.52457482874760841,0.036904078167530711,1,0.037128092772472802,0.030197788824611278,0.047820122035476524,0.036904078167530711,0.033656225793080724,0.024814223398298498,0.039294903279643884,0.030324936877863119,1,1,1,1,0,Direct_Earth_to_Mars,0.033656225793080724,0.033656225793080724,0.0090886675243441271,0.017126700073292339,0.015063334356467182,939.42140548548275,60,0.037128092772472802,0.033656225793080724,0,12411.781553437257,8192,100000000,8.1920000000000002e-05,8.1920000000000002e-05,60,939.42140548548275,999.42148740548271,13411.20304084274,1500,13911.781553437257,DELIVERED_MECHANICALLY,1,0,0,200,172,0,28,28,0,0,0,0.85999999999999999,1409024,32.616296296296298,999.421487405486,999.42148740548271,999.42148740548271,12000,60,200,0,0,0,0,0
31,100030,B1,0.97669644303716585,121.23860534750808,-112659038.21307418,-100192597.76179856,101.92126796258216,78918615.348874167,213146310.46953475,2525360.0982774701,13714935.384386534,231582291.5211758,29328574.830366813,138534562.90151915,171730973.97997448,-853917.46244561439,79265813.62688075,214084036.39935917,2536470.2865846572,367273257513.7569,0.92847812836864596,1,1,1,0.99295512687010901,200,60,14159.438274696835,14208.822301889913,1,1,1,1,4,356237445652.08374,72868495237.806885,370191009424.63251,72668499475.18956,368254510763.87292,1000000000.0000079,367273257513.7569,429105940889.89062,442859508899.82208,369254510763.87292,1225.0608989785087,1431.3073411937646,1477.1831517672517,1231.6694822010438,1,2,2,2,0.99295512687010901,0.98595988397763423,0.98595988397763423,0.98595988397763423,60,120,120,120,0.020520046910317197,0.021811112961134093,0.52128755950000494,0.020197854015382526,0.52416084758772918,0.020410836917068447,1,0.020520046910317197,0.021811112961134093,0.020197854015382526,0.020410836917068447,0.0203754857832146,0.021504882404582846,0.019914273801603748,0.020124266398639221,1,1,1,1,0,Direct_Earth_to_Mars,0.99295512687010901,0.99295512687010901,0.98595988397763423,0.98595988397763423,0.98595988397763423,1225.0608989785087,60,0.020520046910317197,0.0203754857832146,0,14159.438274696835,8192,100000000,8.1920000000000002e-05,8.1920000000000002e-05,60,1225.0608989785087,1285.0609808985087,15444.499255595343,1500,15659.438274696835,DELIVERED_MECHANICALLY,1,0,0,200,198,0,2,2,0,0,0,0.98999999999999999,1622016,37.546666666666667,1285.0609808985046,1285.0609808985087,1285.0609808985087,12000,60,200,0,0,0,0,0
31,100030,B2,0.97669644303716585,121.23860534750808,-112659038.21307418,-100192597.76179856,101.92126796258216,78918615.348874167,213146310.46953475,2525360.0982774701,13714935.384386534,231582291.5211758,29328574.830366813,138534562.90151915,171730973.97997448,-853917.46244561439,79265813.62688075,214084036.39935917,2536470.2865846572,367273257513.7569,0.92847812836864596,1,1,1,0.99295512687010901,200,60,14159.438274696835,14208.822301889913,1,1,1,1,4,356237445652.08374,72868495237.806885,370191009424.63251,72668499475.18956,368254510763.87292,1000000000.0000079,367273257513.7569,429105940889.89062,442859508899.82208,369254510763.87292,1225.0608989785087,1431.3073411937646,1477.1831517672517,1231.6694822010438,1,2,2,2,0.99295512687010901,0.98595988397763423,0.98595988397763423,0.98595988397763423,60,120,120,120,0.020520046910317197,0.021811112961134093,0.52128755950000494,0.020197854015382526,0.52416084758772918,0.020410836917068447,1,0.020520046910317197,0.021811112961134093,0.020197854015382526,0.020410836917068447,0.0203754857832146,0.021504882404582846,0.019914273801603748,0.020124266398639221,1,1,1,1,0,Direct_Earth_to_Mars,0.99295512687010901,0.99295512687010901,0.49297994198881712,0.49297994198881712,0.49297994198881712,1225.0608989785087,60,0.020520046910317197,0.0203754857832146,0,14159.438274696835,8192,100000000,8.1920000000000002e-05,8.1920000000000002e-05,60,1225.0608989785087,1285.0609808985087,15444.499255595343,1500,15659.438274696835,DELIVERED_MECHANICALLY,1,0,0,200,198,0,2,2,0,0,0,0.98999999999999999,1622016,37.546666666666667,1285.0609808985046,1285.0609808985087,1285.0609808985087,12000,60,200,0,0,0,0,0
31,100030,B3,0.97669644303716585,121.23860534750808,-112659038.21307418,-100192597.76179856,101.92126796258216,78918615.348874167,213146310.46953475,2525360.0982774701,13714935.384386534,231582291.5211758,29328574.830366813,138534562.90151915,171730973.97997448,-853917.46244561439,79265813.62688075,214084036.39935917,2536470.2865846572,367273257513.7569,0.92847812836864596,1,1,1,0.99295512687010901,200,60,14159.438274696835,14208.822301889913,1,1,1,1,4,356237445652.08374,72868495237.806885,370191009424.63251,72668499475.18956,368254510763.87292,1000000000.0000079,367273257513.7569,429105940889.89062,442859508899.82208,369254510763.87292,1225.0608989785087,1431.3073411937646,1477.1831517672517,1231.6694822010438,1,2,2,2,0.99295512687010901,0.98595988397763423,0.98595988397763423,0.98595988397763423,60,120,120,120,0.020520046910317197,0.021811112961134093,0.52128755950000494,0.020197854015382526,0.52416084758772918,0.020410836917068447,1,0.020520046910317197,0.021811112961134093,0.020197854015382526,0.020410836917068447,0.0203754857832146,0.021504882404582846,0.019914273801603748,0.020124266398639221,1,1,1,1,0,Direct_Earth_to_Mars,0.0203754857832146,0.0203754857832146,0.010752441202291423,0.0099571369008018742,0.01006213319931961,1225.0608989785087,60,0.020520046910317197,0.0203754857832146,0,14159.438274696835,8192,100000000,8.1920000000000002e-05,8.1920000000000002e-05,60,1225.0608989785087,1285.0609808985087,15444.499255595343,1500,15659.438274696835,DELIVERED_MECHANICALLY,1,0,0,200,198,0,2,2,0,0,0,0.98999999999999999,1622016,37.546666666666667,1285.0609808985046,1285.0609808985087,1285.0609808985087,12000,60,200,0,0,0,0,0
31,100030,B4,0.97669644303716585,121.23860534750808,-112659038.21307418,-100192597.76179856,101.92126796258216,78918615.348874167,213146310.46953475,2525360.0982774701,13714935.384386534,231582291.5211758,29328574.830366813,138534562.90151915,171730973.97997448,-853917.46244561439,79265813.62688075,214084036.39935917,2536470.2865846572,367273257513.7569,0.92847812836864596,1,1,1,0.99295512687010901,200,60,14159.438274696835,14208.822301889913,1,1,1,1,4,356237445652.08374,72868495237.806885,370191009424.63251,72668499475.18956,368254510763.87292,1000000000.0000079,367273257513.7569,429105940889.89062,442859508899.82208,369254510763.87292,1225.0608989785087,1431.3073411937646,1477.1831517672517,1231.6694822010438,1,2,2,2,0.99295512687010901,0.98595988397763423,0.98595988397763423,0.98595988397763423,60,120,120,120,0.020520046910317197,0.021811112961134093,0.52128755950000494,0.020197854015382526,0.52416084758772918,0.020410836917068447,1,0.020520046910317197,0.021811112961134093,0.020197854015382526,0.020410836917068447,0.0203754857832146,0.021504882404582846,0.019914273801603748,0.020124266398639221,1,1,1,1,0,Direct_Earth_to_Mars,0.0203754857832146,0.0203754857832146,0.0092030515783608092,0.0082576754739959197,0.010008144328437541,1225.0608989785087,60,0.020520046910317197,0.0203754857832146,0,14159.438274696835,8192,100000000,8.1920000000000002e-05,8.1920000000000002e-05,60,1225.0608989785087,1285.0609808985087,15444.499255595343,1500,15659.438274696835,DELIVERED_MECHANICALLY,1,0,0,200,198,0,2,2,0,0,0,0.98999999999999999,1622016,37.546666666666667,1285.0609808985046,1285.0609808985087,1285.0609808985087,12000,60,200,0,0,0,0,0
32,100031,B1,4.4633380743328308,554.03998569282533,42977947.537500039,-145894822.26963353,539.04964169135201,25931600.366788704,-213999236.509727,-5120248.1871069139,93930524.835378677,-184169491.52687168,-40065595.652480304,-49015924.943702146,-215882244.05919471,14714882.523315361,26051862.605892375,-214991694.62974712,-5143994.2152362317,70391843652.334534,0.87413748706566086,1,1,1,0.98802097086297014,200,60,16680.570950658715,9301.5127180679647,1,1,1,1,4,75275564361.988373,82066099725.17804,116523060750.64658,77550691021.405838,71325565848.265533,1000000000.0000103,70391843652.334534,157341664087.16641,194073751772.05243,72325565848.265549,234.79600951412453,524.82209502056844,647.34406861925424,241.24605019434807,1,2,2,2,0.98802097086297014,0.97618543886500608,0.97618543886500608,0.97618543886500608,60,120,120,120,0.52592080373441463,0.45989320215028301,0.38693449035497951,0.19192929271515616,0.43330498619234775,0.5122412859986506,1,0.52592080373441463,0.38693449035497951,0.19192929271515616,0.5122412859986506,0.51962078310270987,0.37771981527918314,0.18735858084019494,0.50004248457736777,1,1,1,1,0,Direct_Earth_to_Mars,0.98802097086297014,0.98802097086297014,0.97618543886500608,0.97618543886500608,0.97618543886500608,234.79600951412453,60,0.52592080373441463,0.51962078310270987,0,16680.570950658715,8192,100000000,8.1920000000000002e-05,8.1920000000000002e-05,60,234.79600951412453,294.79609143412455,16975.367042092839,1500,18180.570950658715,DELIVERED_MECHANICALLY,1,0,0,200,199,0,1,1,0,0,0,0.995,1630208,37.736296296296295,294.79609143412398,294.79609143412455,294.79609143412455,12000,60,200,0,0,0,0,0
32,100031,B2,4.4633380743328308,554.03998569282533,42977947.537500039,-145894822.26963353,539.04964169135201,25931600.366788704,-213999236.509727,-5120248.1871069139,93930524.835378677,-184169491.52687168,-40065595.652480304,-49015924.943702146,-215882244.05919471,14714882.523315361,26051862.605892375,-214991694.62974712,-5143994.2152362317,70391843652.334534,0.87413748706566086,1,1,1,0.98802097086297014,200,60,16680.570950658715,9301.5127180679647,1,1,1,1,4,75275564361.988373,82066099725.17804,116523060750.64658,77550691021.405838,71325565848.265533,1000000000.0000103,70391843652.334534,157341664087.16641,194073751772.05243,72325565848.265549,234.79600951412453,524.82209502056844,647.34406861925424,241.24605019434807,1,2,2,2,0.98802097086297014,0.97618543886500608,0.97618543886500608,0.97618543886500608,60,120,120,120,0.52592080373441463,0.45989320215028301,0.38693449035497951,0.19192929271515616,0.43330498619234775,0.5122412859986506,1,0.52592080373441463,0.38693449035497951,0.19192929271515616,0.5122412859986506,0.51962078310270987,0.37771981527918314,0.18735858084019494,0.50004248457736777,1,1,1,1,0,Direct_Earth_to_Mars,0.98802097086297014,0.98802097086297014,0.48809271943250304,0.48809271943250304,0.48809271943250304,234.79600951412453,60,0.52592080373441463,0.51962078310270987,0,16680.570950658715,8192,100000000,8.1920000000000002e-05,8.1920000000000002e-05,60,234.79600951412453,294.79609143412455,16975.367042092839,1500,18180.570950658715,DELIVERED_MECHANICALLY,1,0,0,200,199,0,1,1,0,0,0,0.995,1630208,37.736296296296295,294.79609143412398,294.79609143412455,294.79609143412455,12000,60,200,0,0,0,0,0
32,100031,B3,4.4633380743328308,554.03998569282533,42977947.537500039,-145894822.26963353,539.04964169135201,25931600.366788704,-213999236.509727,-5120248.1871069139,93930524.835378677,-184169491.52687168,-40065595.652480304,-49015924.943702146,-215882244.05919471,14714882.523315361,26051862.605892375,-214991694.62974712,-5143994.2152362317,70391843652.334534,0.87413748706566086,1,1,1,0.98802097086297014,200,60,16680.570950658715,9301.5127180679647,1,1,1,1,4,75275564361.988373,82066099725.17804,116523060750.64658,77550691021.405838,71325565848.265533,1000000000.0000103,70391843652.334534,157341664087.16641,194073751772.05243,72325565848.265549,234.79600951412453,524.82209502056844,647.34406861925424,241.24605019434807,1,2,2,2,0.98802097086297014,0.97618543886500608,0.97618543886500608,0.97618543886500608,60,120,120,120,0.52592080373441463,0.45989320215028301,0.38693449035497951,0.19192929271515616,0.43330498619234775,0.5122412859986506,1,0.52592080373441463,0.38693449035497951,0.19192929271515616,0.5122412859986506,0.51962078310270987,0.37771981527918314,0.18735858084019494,0.50004248457736777,1,1,1,1,0,Direct_Earth_to_Mars,0.51962078310270987,0.51962078310270987,0.18885990763959157,0.093679290420097469,0.25002124228868389,234.79600951412453,60,0.52592080373441463,0.51962078310270987,0,16680.570950658715,8192,100000000,8.1920000000000002e-05,8.1920000000000002e-05,60,234.79600951412453,294.79609143412455,16975.367042092839,1500,18180.570950658715,DELIVERED_MECHANICALLY,1,0,0,200,199,0,1,1,0,0,0,0.995,1630208,37.736296296296295,294.79609143412398,294.79609143412455,294.79609143412455,12000,60,200,0,0,0,0,0
32,100031,B4,4.4633380743328308,554.03998569282533,42977947.537500039,-145894822.26963353,539.04964169135201,25931600.366788704,-213999236.509727,-5120248.1871069139,93930524.835378677,-184169491.52687168,-40065595.652480304,-49015924.943702146,-215882244.05919471,14714882.523315361,26051862.605892375,-214991694.62974712,-5143994.2152362317,70391843652.334534,0.87413748706566086,1,1,1,0.98802097086297014,200,60,16680.570950658715,9301.5127180679647,1,1,1,1,4,75275564361.988373,82066099725.17804,116523060750.64658,77550691021.405838,71325565848.265533,1000000000.0000103,70391843652.334534,157341664087.16641,194073751772.05243,72325565848.265549,234.79600951412453,524.82209502056844,647.34406861925424,241.24605019434807,1,2,2,2,0.98802097086297014,0.97618543886500608,0.97618543886500608,0.97618543886500608,60,120,120,120,0.52592080373441463,0.45989320215028301,0.38693449035497951,0.19192929271515616,0.43330498619234775,0.5122412859986506,1,0.52592080373441463,0.38693449035497951,0.19192929271515616,0.5122412859986506,0.51962078310270987,0.37771981527918314,0.18735858084019494,0.50004248457736777,1,1,1,1,0,Direct_Earth_to_Mars,0.51962078310270987,0.51962078310270987,0.084492541552093653,0.033978103192740708,0.24333658493415772,234.79600951412453,60,0.52592080373441463,0.51962078310270987,0,16680.570950658715,8192,100000000,8.1920000000000002e-05,8.1920000000000002e-05,60,234.79600951412453,294.79609143412455,16975.367042092839,1500,18180.570950658715,DELIVERED_MECHANICALLY,1,0,0,200,199,0,1,1,0,0,0,0.995,1630208,37.736296296296295,294.79609143412398,294.79609143412455,294.79609143412455,12000,60,200,0,0,0,0,0
33,100032,B1,1.1235392113797433,139.46639000479678,-77383345.054072976,-130113634.92643681,147.03098398660134,43654088.888849787,226628610.51732379,3674527.020826261,-22476602.94481625,233315515.8559579,35343764.173492283,108623481.84674206,195970316.03777167,-6366120.8608441493,43843211.740399413,227610434.90433356,3690446.194630214,376734112031.35498,0.9919132718710576,1,1,1,0.98552483837518501,200,60,5054.6902267744708,38211.227543665242,1,1,1,1,4,369248790438.34558,73626922299.10849,375459467981.57666,72538042788.564743,377724776148.5213,999999999.99998605,376734112031.35498,442875712737.4541,447997510770.14142,378724776148.5213,1256.618118850417,1477.2372005919083,1494.3212500671827,1263.2580925567754,1,2,2,2,0.98552483837518501,0.97125920705443458,0.97125920705443458,0.97125920705443458,60,120,120,120,0.020834788432936402,0.021688065885157967,0.54548861784055802,0.02097649224031186,0.56198835930628477,0.020725644358641156,1,0.020834788432936402,0.021688065885157967,0.02097649224031186,0.020725644358641156,0.020533201502950821,0.02106473367416286,0.020373611220108796,0.020129972905466025,1,1,1,1,0,Direct_Earth_to_Mars,0.98552483837518501,0.98552483837518501,0.97125920705443458,0.97125920705443458,0.97125920705443458,1256.618118850417,60,0.020834788432936402,0.020533201502950821,0,5054.6902267744708,8192,100000000,8.1920000000000002e-05,8.1920000000000002e-05,60,1256.618118850417,1316.6182007704169,6371.3084275448873,1500,6554.6902267744708,DELIVERED_MECHANICALLY,1,0,0,200,199,0,1,1,0,0,0,0.995,1630208,37.736296296296295,1316.6182007704115,1316.6182007704169,1316.6182007704169,12000,60,200,0,0,0,0,0
33,100032,B2,1.1235392113797433,139.46639000479678,-77383345.054072976,-130113634.92643681,147.03098398660134,43654088.888849787,226628610.51732379,3674527.020826261,-22476602.94481625,233315515.8559579,35343764.173492283,108623481.84674206,195970316.03777167,-6366120.8608441493,43843211.740399413,227610434.90433356,3690446.194630214,376734112031.35498,0.9919132718710576,1,1,1,0.98552483837518501,200,60,5054.6902267744708,38211.227543665242,1,1,1,1,4,369248790438.34558,73626922299.10849,375459467981.57666,72538042788.564743,377724776148.5213,999999999.99998605,376734112031.35498,442875712737.4541,447997510770.14142,378724776148.5213,1256.618118850417,1477.2372005919083,1494.3212500671827,1263.2580925567754,1,2,2,2,0.98552483837518501,0.97125920705443458,0.97125920705443458,0.97125920705443458,60,120,120,120,0.020834788432936402,0.021688065885157967,0.54548861784055802,0.02097649224031186,0.56198835930628477,0.020725644358641156,1,0.020834788432936402,0.021688065885157967,0.02097649224031186,0.020725644358641156,0.020533201502950821,0.02106473367416286,0.020373611220108796,0.020129972905466025,1,1,1,1,0,Direct_Earth_to_Mars,0.98552483837518501,0.98552483837518501,0.48562960352721729,0.48562960352721729,0.48562960352721729,1256.618118850417,60,0.020834788432936402,0.020533201502950821,0,5054.6902267744708,8192,100000000,8.1920000000000002e-05,8.1920000000000002e-05,60,1256.618118850417,1316.6182007704169,6371.3084275448873,1500,6554.6902267744708,DELIVERED_MECHANICALLY,1,0,0,200,199,0,1,1,0,0,0,0.995,1630208,37.736296296296295,1316.6182007704115,1316.6182007704169,1316.6182007704169,12000,60,200,0,0,0,0,0
