Trial,Seed,Scenario,Policy,Selected_Route,Generated,Delivered,Expired,Dropped,Contact_Failures,Optical_Failures,Reliability,Delivered_Bits,Mean_Delivered_Latency_s
14,100013,Direct_Background_16,B2_Contact_Aware,Direct_Earth_to_Mars,200,157,0,43,37,6,0.78500000000000003,160768,1323.9423759352064
14,100013,Direct_Background_16,B3_Physical_Success,Direct_Earth_to_Mars,200,157,0,43,37,6,0.78500000000000003,160768,1323.9423759352064
14,100013,Direct_Background_16,B4_Physical_Multiobjective,Direct_Earth_to_Mars,200,157,0,43,37,6,0.78500000000000003,160768,1323.9423759352064
14,100013,Direct_Combined_25pctPower_BG16,B1_Shortest_Delay,Direct_Earth_to_Mars,200,0,0,200,37,163,0,0,0
14,100013,Direct_Combined_25pctPower_BG16,B2_Contact_Aware,Direct_Earth_to_Mars,200,0,0,200,37,163,0,0,0
14,100013,Direct_Combined_25pctPower_BG16,B3_Physical_Success,Earth_Relay1_Mars,200,0,137,63,63,0,0,0,0
14,100013,Direct_Combined_25pctPower_BG16,B4_Physical_Multiobjective,Earth_Relay2_Mars,200,137,0,63,63,0,0.68500000000000005,140288,1390.518901352646
14,100013,Direct_Pointing_25pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,200,0,0,200,37,163,0,0,0
14,100013,Direct_Pointing_25pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,200,0,0,200,37,163,0,0,0
14,100013,Direct_Pointing_25pct_Power,B3_Physical_Success,Earth_Relay1_Mars,200,0,137,63,63,0,0,0,0
14,100013,Direct_Pointing_25pct_Power,B4_Physical_Multiobjective,Earth_Relay2_Mars,200,137,0,63,63,0,0.68500000000000005,140288,1390.518901352646
15,100014,Control,B1_Shortest_Delay,Direct_Earth_to_Mars,200,170,0,30,30,0,0.84999999999999998,174080,801.48616326220383
15,100014,Control,B2_Contact_Aware,Direct_Earth_to_Mars,200,170,0,30,30,0,0.84999999999999998,174080,801.48616326220383
15,100014,Control,B3_Physical_Success,Direct_Earth_to_Mars,200,170,0,30,30,0,0.84999999999999998,174080,801.48616326220383
15,100014,Control,B4_Physical_Multiobjective,Direct_Earth_to_Mars,200,170,0,30,30,0,0.84999999999999998,174080,801.48616326220383
15,100014,Direct_Background_16,B1_Shortest_Delay,Direct_Earth_to_Mars,200,170,0,30,30,0,0.84999999999999998,174080,801.48616326220383
15,100014,Direct_Background_16,B2_Contact_Aware,Direct_Earth_to_Mars,200,170,0,30,30,0,0.84999999999999998,174080,801.48616326220383
15,100014,Direct_Background_16,B3_Physical_Success,Direct_Earth_to_Mars,200,170,0,30,30,0,0.84999999999999998,174080,801.48616326220383
15,100014,Direct_Background_16,B4_Physical_Multiobjective,Direct_Earth_to_Mars,200,170,0,30,30,0,0.84999999999999998,174080,801.48616326220383
15,100014,Direct_Combined_25pctPower_BG16,B1_Shortest_Delay,Direct_Earth_to_Mars,200,0,0,200,30,170,0,0,0
15,100014,Direct_Combined_25pctPower_BG16,B2_Contact_Aware,Direct_Earth_to_Mars,200,0,0,200,30,170,0,0,0
15,100014,Direct_Combined_25pctPower_BG16,B3_Physical_Success,Earth_Relay0_Mars,200,148,0,52,52,0,0.73999999999999999,151552,1213.5617503126084
15,100014,Direct_Combined_25pctPower_BG16,B4_Physical_Multiobjective,Earth_Relay2_Mars,200,148,0,52,52,0,0.73999999999999999,151552,867.50398785221898
15,100014,Direct_Pointing_25pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,200,169,0,31,30,1,0.84499999999999997,173056,801.48616326220395
15,100014,Direct_Pointing_25pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,200,169,0,31,30,1,0.84499999999999997,173056,801.48616326220395
15,100014,Direct_Pointing_25pct_Power,B3_Physical_Success,Direct_Earth_to_Mars,200,169,0,31,30,1,0.84499999999999997,173056,801.48616326220395
15,100014,Direct_Pointing_25pct_Power,B4_Physical_Multiobjective,Direct_Earth_to_Mars,200,169,0,31,30,1,0.84499999999999997,173056,801.48616326220395
16,100015,Control,B1_Shortest_Delay,Direct_Earth_to_Mars,200,188,0,12,12,0,0.93999999999999995,192512,1333.5123992938877
16,100015,Control,B2_Contact_Aware,Direct_Earth_to_Mars,200,188,0,12,12,0,0.93999999999999995,192512,1333.5123992938877
16,100015,Control,B3_Physical_Success,Direct_Earth_to_Mars,200,188,0,12,12,0,0.93999999999999995,192512,1333.5123992938877
16,100015,Control,B4_Physical_Multiobjective,Direct_Earth_to_Mars,200,188,0,12,12,0,0.93999999999999995,192512,1333.5123992938877
16,100015,Direct_Background_16,B1_Shortest_Delay,Direct_Earth_to_Mars,200,183,0,17,12,5,0.91500000000000004,187392,1333.5123992938877
16,100015,Direct_Background_16,B2_Contact_Aware,Direct_Earth_to_Mars,200,183,0,17,12,5,0.91500000000000004,187392,1333.5123992938877
16,100015,Direct_Background_16,B3_Physical_Success,Direct_Earth_to_Mars,200,183,0,17,12,5,0.91500000000000004,187392,1333.5123992938877
16,100015,Direct_Background_16,B4_Physical_Multiobjective,Direct_Earth_to_Mars,200,183,0,17,12,5,0.91500000000000004,187392,1333.5123992938877
16,100015,Direct_Combined_25pctPower_BG16,B1_Shortest_Delay,Direct_Earth_to_Mars,200,0,0,200,12,188,0,0,0
16,100015,Direct_Combined_25pctPower_BG16,B2_Contact_Aware,Direct_Earth_to_Mars,200,0,0,200,12,188,0,0,0
16,100015,Direct_Combined_25pctPower_BG16,B3_Physical_Success,Earth_Relay0_Mars,200,0,173,27,27,0,0,0,0
16,100015,Direct_Combined_25pctPower_BG16,B4_Physical_Multiobjective,Earth_Relay2_Mars,200,173,0,27,27,0,0.86499999999999999,177152,1400.1670253463153
16,100015,Direct_Pointing_25pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,200,0,0,200,12,188,0,0,0
16,100015,Direct_Pointing_25pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,200,0,0,200,12,188,0,0,0
16,100015,Direct_Pointing_25pct_Power,B3_Physical_Success,Earth_Relay0_Mars,200,0,173,27,27,0,0,0,0
16,100015,Direct_Pointing_25pct_Power,B4_Physical_Multiobjective,Earth_Relay2_Mars,200,173,0,27,27,0,0.86499999999999999,177152,1400.1670253463153
17,100016,Control,B1_Shortest_Delay,Direct_Earth_to_Mars,200,180,0,20,20,0,0.90000000000000002,184320,428.05510796402666
17,100016,Control,B2_Contact_Aware,Direct_Earth_to_Mars,200,180,0,20,20,0,0.90000000000000002,184320,428.05510796402666
17,100016,Control,B3_Physical_Success,Direct_Earth_to_Mars,200,180,0,20,20,0,0.90000000000000002,184320,428.05510796402666
17,100016,Control,B4_Physical_Multiobjective,Direct_Earth_to_Mars,200,180,0,20,20,0,0.90000000000000002,184320,428.05510796402666
17,100016,Direct_Background_16,B1_Shortest_Delay,Direct_Earth_to_Mars,200,180,0,20,20,0,0.90000000000000002,184320,428.05510796402666
17,100016,Direct_Background_16,B2_Contact_Aware,Direct_Earth_to_Mars,200,180,0,20,20,0,0.90000000000000002,184320,428.05510796402666
17,100016,Direct_Background_16,B3_Physical_Success,Direct_Earth_to_Mars,200,180,0,20,20,0,0.90000000000000002,184320,428.05510796402666
17,100016,Direct_Background_16,B4_Physical_Multiobjective,Direct_Earth_to_Mars,200,180,0,20,20,0,0.90000000000000002,184320,428.05510796402666
17,100016,Direct_Combined_25pctPower_BG16,B1_Shortest_Delay,Direct_Earth_to_Mars,200,180,0,20,20,0,0.90000000000000002,184320,428.05510796402666
17,100016,Direct_Combined_25pctPower_BG16,B2_Contact_Aware,Direct_Earth_to_Mars,200,180,0,20,20,0,0.90000000000000002,184320,428.05510796402666
17,100016,Direct_Combined_25pctPower_BG16,B3_Physical_Success,Direct_Earth_to_Mars,200,180,0,20,20,0,0.90000000000000002,184320,428.05510796402666
17,100016,Direct_Combined_25pctPower_BG16,B4_Physical_Multiobjective,Direct_Earth_to_Mars,200,180,0,20,20,0,0.90000000000000002,184320,428.05510796402666
17,100016,Direct_Pointing_25pct_Power,B1_Shortest_Delay,Direct_Earth_to_Mars,200,180,0,20,20,0,0.90000000000000002,184320,428.05510796402666
17,100016,Direct_Pointing_25pct_Power,B2_Contact_Aware,Direct_Earth_to_Mars,200,180,0,20,20,0,0.90000000000000002,184320,428.05510796402666
17,100016,Direct_Pointing_25pct_Power,B3_Physical_Success,Direct_Earth_to_Mars,200,180,0,20,20,0,0.90000000000000002,184320,428.05510796402666
17,100016,Direct_Pointing_25pct_Power,B4_Physical_Multiobjective,Direct_Earth_to_Mars,200,180,0,20,20,0,0.90000000000000002,184320,428.05510796402666
18,100017,Control,B1_Shortest_Delay,Direct_Earth_to_Mars,200,197,0,3,3,0,0.98499999999999999,201728,295.2826575098278
18,100017,Control,B2_Contact_Aware,Direct_Earth_to_Mars,200,197,0,3,3,0,0.98499999999999999,201728,295.2826575098278
18,100017,Control,B3_Physical_Success,Direct_Earth_to_Mars,200,197,0,3,3,0,0.98499999999999999,201728,295.2826575098278
18,100017,Control,B4_Physical_Multiobjective,Direct_Earth_to_Mars,200,197,0,3,3,0,0.98499999999999999,201728,295.2826575098278
18,100017,Direct_Background_16,B1_Shortest_Delay,Direct_Earth_to_Mars,200,197,0,3,3,0,0.98499999999999999,201728,295.2826575098278
