Trial,Seed,Experiment_Family,Design_Name,Transmit_Power_W,TX_Diameter_m,RX_Diameter_m,Slot_Rate_Hz,PPM_Order,Packet_Bits,Background_Photons_Per_Slot,Route_Name,Route_Available,Hop_Count,Total_Route_Distance_m,Bottleneck_Signal_Photons_Per_Slot,Phase12B_Probability,Log10_Symbol_Error_Upper_Bound,Log10_Route_Packet_Failure_Upper_Bound,Route_Packet_Success_Lower_Bound,Double_Precision_Saturated
30,100029,Aperture,TX_RX_30cm,10,0.29999999999999999,0.29999999999999999,1000000,16,8192,1,Earth_Relay2_Mars,1,2,283492043190.51758,1.6070488799687432,0,0,0,0,0
30,100029,Aperture,TX_RX_30cm,10,0.29999999999999999,0.29999999999999999,1000000,16,8192,4,Direct_Earth_to_Mars,1,1,281638537364.54773,1.6168039649849459,0,0,0,0,0
30,100029,Aperture,TX_RX_30cm,10,0.29999999999999999,0.29999999999999999,1000000,16,8192,4,Earth_Relay0_Mars,1,2,384470086787.46082,1.3150124625202462,0,0,0,0,0
30,100029,Aperture,TX_RX_30cm,10,0.29999999999999999,0.29999999999999999,1000000,16,8192,4,Earth_Relay1_Mars,1,2,323090818377.15704,2.0824059934030665,0,0,0,0,0
30,100029,Aperture,TX_RX_30cm,10,0.29999999999999999,0.29999999999999999,1000000,16,8192,4,Earth_Relay2_Mars,1,2,283492043190.51758,1.6070488799687432,0,0,0,0,0
30,100029,Aperture,TX_RX_50cm,10,0.5,0.5,1000000,16,8192,0,Direct_Earth_to_Mars,1,1,281638537364.54773,12.475339235994948,0.99220776199483585,-4.2418797310080532,-0.9305497787042607,0.88265888212570287,0
30,100029,Aperture,TX_RX_50cm,10,0.5,0.5,1000000,16,8192,0,Earth_Relay0_Mars,1,2,384470086787.46082,10.146701099693257,0.92284514790198957,-3.230565038062756,0,0,0
30,100029,Aperture,TX_RX_50cm,10,0.5,0.5,1000000,16,8192,0,Earth_Relay1_Mars,1,2,323090818377.15704,16.067947479961934,0.99978469094688593,-5.8021296670030456,-2.189769719035271,0.99354003327506901,0
30,100029,Aperture,TX_RX_50cm,10,0.5,0.5,1000000,16,8192,0,Earth_Relay2_Mars,1,2,283492043190.51758,12.400068518277335,0.99160115987820918,-4.2091900736543977,-0.59683012568662364,0.74697124749721144,0
30,100029,Aperture,TX_RX_50cm,10,0.5,0.5,1000000,16,8192,0.01,Direct_Earth_to_Mars,1,1,281638537364.54773,12.475339235994948,0.97856300800269236,-3.9436531887658384,-0.63232323646204558,0.76682780364717706,0
30,100029,Aperture,TX_RX_50cm,10,0.5,0.5,1000000,16,8192,0.01,Earth_Relay0_Mars,1,2,384470086787.46082,10.146701099693257,0.82279026891071172,-2.962435275653986,0,0,0
30,100029,Aperture,TX_RX_50cm,10,0.5,0.5,1000000,16,8192,0.01,Earth_Relay1_Mars,1,2,323090818377.15704,16.067947479961934,0.99928872693560244,-5.4625346953432681,-1.8501747473754935,0.98588030704769347,0
30,100029,Aperture,TX_RX_50cm,10,0.5,0.5,1000000,16,8192,0.01,Earth_Relay2_Mars,1,2,283492043190.51758,12.400068518277335,0.97699798171066421,-3.9118900758229453,-0.29953012785517141,0.49827022814334621,0
30,100029,Aperture,TX_RX_50cm,10,0.5,0.5,1000000,16,8192,0.10000000000000001,Direct_Earth_to_Mars,1,1,281638537364.54773,12.475339235994948,0.88680001555148802,-3.3547045265898165,-0.043374574286023877,0.095048246873692843,0
30,100029,Aperture,TX_RX_50cm,10,0.5,0.5,1000000,16,8192,0.10000000000000001,Earth_Relay0_Mars,1,2,384470086787.46082,10.146701099693257,0.38966067709661117,-2.4381861547310213,0,0,0
30,100029,Aperture,TX_RX_50cm,10,0.5,0.5,1000000,16,8192,0.10000000000000001,Earth_Relay1_Mars,1,2,323090818377.15704,16.067947479961934,0.9952869211371167,-4.7845495181864965,-1.1721895702187226,0.93273170349727874,0
30,100029,Aperture,TX_RX_50cm,10,0.5,0.5,1000000,16,8192,0.10000000000000001,Earth_Relay2_Mars,1,2,283492043190.51758,12.400068518277335,0.8794346521856139,-3.3249343246931611,0,0,0
30,100029,Aperture,TX_RX_50cm,10,0.5,0.5,1000000,16,8192,1,Direct_Earth_to_Mars,1,1,281638537364.54773,12.475339235994948,0.050581953846220232,-1.9219852928767698,0,0,0
30,100029,Aperture,TX_RX_50cm,10,0.5,0.5,1000000,16,8192,1,Earth_Relay0_Mars,1,2,384470086787.46082,10.146701099693257,3.0386564661000048e-07,-1.1992242023779909,0,0,0
30,100029,Aperture,TX_RX_50cm,10,0.5,0.5,1000000,16,8192,1,Earth_Relay1_Mars,1,2,323090818377.15704,16.067947479961934,0.80564279009934381,-3.0822846889899607,0,0,0
30,100029,Aperture,TX_RX_50cm,10,0.5,0.5,1000000,16,8192,1,Earth_Relay2_Mars,1,2,283492043190.51758,12.400068518277335,0.042942899035710497,-1.8982132411269483,0,0,0
30,100029,Aperture,TX_RX_50cm,10,0.5,0.5,1000000,16,8192,4,Direct_Earth_to_Mars,1,1,281638537364.54773,12.475339235994948,2.7267702942770613e-21,-0.66506071432169089,0,0,0
30,100029,Aperture,TX_RX_50cm,10,0.5,0.5,1000000,16,8192,4,Earth_Relay0_Mars,1,2,384470086787.46082,10.146701099693257,3.2692360583000557e-62,-0.17102979957842737,0,0,0
30,100029,Aperture,TX_RX_50cm,10,0.5,0.5,1000000,16,8192,4,Earth_Relay1_Mars,1,2,323090818377.15704,16.067947479961934,0.00062443226431680311,-1.4944039192279093,0,0,0
30,100029,Aperture,TX_RX_50cm,10,0.5,0.5,1000000,16,8192,4,Earth_Relay2_Mars,1,2,283492043190.51758,12.400068518277335,4.6147011881134435e-22,-0.64849681253271474,0,0,0
30,100029,Aperture,TX_RX_100cm,10,1,1,1000000,16,8192,0,Direct_Earth_to_Mars,1,1,281638537364.54773,199.60542777591917,1,-85.511444581964085,-82.200114629660291,1,1
30,100029,Aperture,TX_RX_100cm,10,1,1,1000000,16,8192,0,Earth_Relay0_Mars,1,2,384470086787.46082,162.3472175950921,1,-69.330409494839316,-65.718049546871555,1,1
30,100029,Aperture,TX_RX_100cm,10,1,1,1000000,16,8192,0,Earth_Relay1_Mars,1,2,323090818377.15704,257.08715967939094,1,-110.47544355788395,-106.86308360991617,1,1
30,100029,Aperture,TX_RX_100cm,10,1,1,1000000,16,8192,0,Earth_Relay2_Mars,1,2,283492043190.51758,198.40109629243736,1,-84.988410064305583,-81.376050116337822,1,1
30,100029,Aperture,TX_RX_100cm,10,1,1,1000000,16,8192,0.01,Direct_Earth_to_Mars,1,1,281638537364.54773,199.60542777591917,1,-84.29294173986581,-80.981611787562017,1,1
30,100029,Aperture,TX_RX_100cm,10,1,1,1000000,16,8192,0.01,Earth_Relay0_Mars,1,2,384470086787.46082,162.3472175950921,1,-68.232343915850507,-64.619983967882732,1,1
30,100029,Aperture,TX_RX_100cm,10,1,1,1000000,16,8192,0.01,Earth_Relay1_Mars,1,2,323090818377.15704,257.08715967939094,1,-109.0914122244793,-105.47905227651152,1,1
30,100029,Aperture,TX_RX_100cm,10,1,1,1000000,16,8192,0.01,Earth_Relay2_Mars,1,2,283492043190.51758,198.40109629243736,1,-83.773614796301203,-80.161254848333428,1,1
30,100029,Aperture,TX_RX_100cm,10,1,1,1000000,16,8192,0.10000000000000001,Direct_Earth_to_Mars,1,1,281638537364.54773,199.60542777591917,1,-81.716717223461487,-78.405387271157707,1,1
30,100029,Aperture,TX_RX_100cm,10,1,1,1000000,16,8192,0.10000000000000001,Earth_Relay0_Mars,1,2,384470086787.46082,162.3472175950921,1,-65.9164430379397,-62.304083089971932,1,1
30,100029,Aperture,TX_RX_100cm,10,1,1,1000000,16,8192,0.10000000000000001,Earth_Relay1_Mars,1,2,323090818377.15704,257.08715967939094,1,-106.15737309561533,-102.54501314764755,1,1
30,100029,Aperture,TX_RX_100cm,10,1,1,1000000,16,8192,0.10000000000000001,Earth_Relay2_Mars,1,2,283492043190.51758,198.40109629243736,1,-81.205404434355515,-77.59304448638774,1,1
30,100029,Aperture,TX_RX_100cm,10,1,1,1000000,16,8192,1,Direct_Earth_to_Mars,1,1,281638537364.54773,199.60542777591917,1,-74.0777524300495,-70.766422477745706,1,1
30,100029,Aperture,TX_RX_100cm,10,1,1,1000000,16,8192,1,Earth_Relay0_Mars,1,2,384470086787.46082,162.3472175950921,1,-59.097792053441815,-55.48543210547404,1,1
30,100029,Aperture,TX_RX_100cm,10,1,1,1000000,16,8192,1,Earth_Relay1_Mars,1,2,323090818377.15704,257.08715967939094,1,-97.390071483470933,-93.777711535503173,1,1
30,100029,Aperture,TX_RX_100cm,10,1,1,1000000,16,8192,1,Earth_Relay2_Mars,1,2,283492043190.51758,198.40109629243736,1,-73.591701778115592,-69.979341830147817,1,1
30,100029,Aperture,TX_RX_100cm,10,1,1,1000000,16,8192,4,Direct_Earth_to_Mars,1,1,281638537364.54773,199.60542777591917,1,-64.197943650903241,-60.886613698599447,1,1
30,100029,Aperture,TX_RX_100cm,10,1,1,1000000,16,8192,4,Earth_Relay0_Mars,1,2,384470086787.46082,162.3472175950921,1,-50.399397777532002,-46.787037829564227,1,1
30,100029,Aperture,TX_RX_100cm,10,1,1,1000000,16,8192,4,Earth_Relay1_Mars,1,2,323090818377.15704,257.08715967939094,1,-85.880145405959212,-82.267785457991451,1,1
30,100029,Aperture,TX_RX_100cm,10,1,1,1000000,16,8192,4,Earth_Relay2_Mars,1,2,283492043190.51758,198.40109629243736,1,-63.748328277140402,-60.135968329172634,1,1
30,100029,Slot_Rate,Slot_Rate_100000Hz,10,0.20000000000000001,0.20000000000000001,100000,16,8192,0,Direct_Earth_to_Mars,1,1,281638537364.54773,3.1936868444147084,5.5670838772699922e-38,-0.21090931440063557,0,0,0
30,100029,Slot_Rate,Slot_Rate_100000Hz,10,0.20000000000000001,0.20000000000000001,100000,16,8192,0,Earth_Relay0_Mars,1,2,384470086787.46082,2.5975554815214741,1.5198845725831486e-69,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_100000Hz,10,0.20000000000000001,0.20000000000000001,100000,16,8192,0,Earth_Relay1_Mars,1,2,323090818377.15704,4.1133945548702542,2.1655955909545449e-15,-0.61033329801535297,0,0,0
30,100029,Slot_Rate,Slot_Rate_100000Hz,10,0.20000000000000001,0.20000000000000001,100000,16,8192,0,Earth_Relay2_Mars,1,2,283492043190.51758,3.1744175406789994,1.0118094121222709e-38,-0.20254076211809963,0,0,0
30,100029,Slot_Rate,Slot_Rate_100000Hz,10,0.20000000000000001,0.20000000000000001,100000,16,8192,0.01,Direct_Earth_to_Mars,1,1,281638537364.54773,3.1936868444147084,1.0339352814634627e-54,-0.064127803929373423,0,0,0
30,100029,Slot_Rate,Slot_Rate_100000Hz,10,0.20000000000000001,0.20000000000000001,100000,16,8192,0.01,Earth_Relay0_Mars,1,2,384470086787.46082,2.5975554815214741,4.1750647021222877e-95,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_100000Hz,10,0.20000000000000001,0.20000000000000001,100000,16,8192,0.01,Earth_Relay1_Mars,1,2,323090818377.15704,4.1133945548702542,8.7538321206378449e-24,-0.44264226802474033,0,0,0
30,100029,Slot_Rate,Slot_Rate_100000Hz,10,0.20000000000000001,0.20000000000000001,100000,16,8192,0.01,Earth_Relay2_Mars,1,2,283492043190.51758,3.1744175406789994,1.0911987685609008e-55,-0.056227503843536808,0,0,0
30,100029,Slot_Rate,Slot_Rate_100000Hz,10,0.20000000000000001,0.20000000000000001,100000,16,8192,0.10000000000000001,Direct_Earth_to_Mars,1,1,281638537364.54773,3.1936868444147084,2.1124263507908364e-141,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_100000Hz,10,0.20000000000000001,0.20000000000000001,100000,16,8192,0.10000000000000001,Earth_Relay0_Mars,1,2,384470086787.46082,2.5975554815214741,2.8727816802511361e-228,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_100000Hz,10,0.20000000000000001,0.20000000000000001,100000,16,8192,0.10000000000000001,Earth_Relay1_Mars,1,2,323090818377.15704,4.1133945548702542,9.4342128779635359e-68,-0.13338531356762159,0,0,0
30,100029,Slot_Rate,Slot_Rate_100000Hz,10,0.20000000000000001,0.20000000000000001,100000,16,8192,0.10000000000000001,Earth_Relay2_Mars,1,2,283492043190.51758,3.1744175406789994,1.3369244047781144e-143,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_100000Hz,10,0.20000000000000001,0.20000000000000001,100000,16,8192,1,Direct_Earth_to_Mars,1,1,281638537364.54773,3.1936868444147084,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_100000Hz,10,0.20000000000000001,0.20000000000000001,100000,16,8192,1,Earth_Relay0_Mars,1,2,384470086787.46082,2.5975554815214741,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_100000Hz,10,0.20000000000000001,0.20000000000000001,100000,16,8192,1,Earth_Relay1_Mars,1,2,323090818377.15704,4.1133945548702542,1.4642491079549032e-273,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_100000Hz,10,0.20000000000000001,0.20000000000000001,100000,16,8192,1,Earth_Relay2_Mars,1,2,283492043190.51758,3.1744175406789994,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_100000Hz,10,0.20000000000000001,0.20000000000000001,100000,16,8192,4,Direct_Earth_to_Mars,1,1,281638537364.54773,3.1936868444147084,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_100000Hz,10,0.20000000000000001,0.20000000000000001,100000,16,8192,4,Earth_Relay0_Mars,1,2,384470086787.46082,2.5975554815214741,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_100000Hz,10,0.20000000000000001,0.20000000000000001,100000,16,8192,4,Earth_Relay1_Mars,1,2,323090818377.15704,4.1133945548702542,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_100000Hz,10,0.20000000000000001,0.20000000000000001,100000,16,8192,4,Earth_Relay2_Mars,1,2,283492043190.51758,3.1744175406789994,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_250000Hz,10,0.20000000000000001,0.20000000000000001,250000,16,8192,0,Direct_Earth_to_Mars,1,1,281638537364.54773,1.2774747377658833,2.3535740796597916e-291,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_250000Hz,10,0.20000000000000001,0.20000000000000001,250000,16,8192,0,Earth_Relay0_Mars,1,2,384470086787.46082,1.0390221926085894,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_250000Hz,10,0.20000000000000001,0.20000000000000001,250000,16,8192,0,Earth_Relay1_Mars,1,2,323090818377.15704,1.6453578219481015,2.1839534195679413e-191,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_250000Hz,10,0.20000000000000001,0.20000000000000001,250000,16,8192,0,Earth_Relay2_Mars,1,2,283492043190.51758,1.2697670162715995,5.1062432221768614e-294,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_250000Hz,10,0.20000000000000001,0.20000000000000001,250000,16,8192,0.01,Direct_Earth_to_Mars,1,1,281638537364.54773,1.2774747377658833,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_250000Hz,10,0.20000000000000001,0.20000000000000001,250000,16,8192,0.01,Earth_Relay0_Mars,1,2,384470086787.46082,1.0390221926085894,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_250000Hz,10,0.20000000000000001,0.20000000000000001,250000,16,8192,0.01,Earth_Relay1_Mars,1,2,323090818377.15704,1.6453578219481015,2.6951318706657053e-239,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_250000Hz,10,0.20000000000000001,0.20000000000000001,250000,16,8192,0.01,Earth_Relay2_Mars,1,2,283492043190.51758,1.2697670162715995,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_250000Hz,10,0.20000000000000001,0.20000000000000001,250000,16,8192,0.10000000000000001,Direct_Earth_to_Mars,1,1,281638537364.54773,1.2774747377658833,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_250000Hz,10,0.20000000000000001,0.20000000000000001,250000,16,8192,0.10000000000000001,Earth_Relay0_Mars,1,2,384470086787.46082,1.0390221926085894,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_250000Hz,10,0.20000000000000001,0.20000000000000001,250000,16,8192,0.10000000000000001,Earth_Relay1_Mars,1,2,323090818377.15704,1.6453578219481015,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_250000Hz,10,0.20000000000000001,0.20000000000000001,250000,16,8192,0.10000000000000001,Earth_Relay2_Mars,1,2,283492043190.51758,1.2697670162715995,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_250000Hz,10,0.20000000000000001,0.20000000000000001,250000,16,8192,1,Direct_Earth_to_Mars,1,1,281638537364.54773,1.2774747377658833,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_250000Hz,10,0.20000000000000001,0.20000000000000001,250000,16,8192,1,Earth_Relay0_Mars,1,2,384470086787.46082,1.0390221926085894,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_250000Hz,10,0.20000000000000001,0.20000000000000001,250000,16,8192,1,Earth_Relay1_Mars,1,2,323090818377.15704,1.6453578219481015,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_250000Hz,10,0.20000000000000001,0.20000000000000001,250000,16,8192,1,Earth_Relay2_Mars,1,2,283492043190.51758,1.2697670162715995,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_250000Hz,10,0.20000000000000001,0.20000000000000001,250000,16,8192,4,Direct_Earth_to_Mars,1,1,281638537364.54773,1.2774747377658833,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_250000Hz,10,0.20000000000000001,0.20000000000000001,250000,16,8192,4,Earth_Relay0_Mars,1,2,384470086787.46082,1.0390221926085894,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_250000Hz,10,0.20000000000000001,0.20000000000000001,250000,16,8192,4,Earth_Relay1_Mars,1,2,323090818377.15704,1.6453578219481015,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_250000Hz,10,0.20000000000000001,0.20000000000000001,250000,16,8192,4,Earth_Relay2_Mars,1,2,283492043190.51758,1.2697670162715995,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_500000Hz,10,0.20000000000000001,0.20000000000000001,500000,16,8192,0,Direct_Earth_to_Mars,1,1,281638537364.54773,0.63873736888294164,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_500000Hz,10,0.20000000000000001,0.20000000000000001,500000,16,8192,0,Earth_Relay0_Mars,1,2,384470086787.46082,0.51951109630429471,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_500000Hz,10,0.20000000000000001,0.20000000000000001,500000,16,8192,0,Earth_Relay1_Mars,1,2,323090818377.15704,0.82267891097405077,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_500000Hz,10,0.20000000000000001,0.20000000000000001,500000,16,8192,0,Earth_Relay2_Mars,1,2,283492043190.51758,0.63488350813579975,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_500000Hz,10,0.20000000000000001,0.20000000000000001,500000,16,8192,0.01,Direct_Earth_to_Mars,1,1,281638537364.54773,0.63873736888294164,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_500000Hz,10,0.20000000000000001,0.20000000000000001,500000,16,8192,0.01,Earth_Relay0_Mars,1,2,384470086787.46082,0.51951109630429471,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_500000Hz,10,0.20000000000000001,0.20000000000000001,500000,16,8192,0.01,Earth_Relay1_Mars,1,2,323090818377.15704,0.82267891097405077,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_500000Hz,10,0.20000000000000001,0.20000000000000001,500000,16,8192,0.01,Earth_Relay2_Mars,1,2,283492043190.51758,0.63488350813579975,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_500000Hz,10,0.20000000000000001,0.20000000000000001,500000,16,8192,0.10000000000000001,Direct_Earth_to_Mars,1,1,281638537364.54773,0.63873736888294164,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_500000Hz,10,0.20000000000000001,0.20000000000000001,500000,16,8192,0.10000000000000001,Earth_Relay0_Mars,1,2,384470086787.46082,0.51951109630429471,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_500000Hz,10,0.20000000000000001,0.20000000000000001,500000,16,8192,0.10000000000000001,Earth_Relay1_Mars,1,2,323090818377.15704,0.82267891097405077,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_500000Hz,10,0.20000000000000001,0.20000000000000001,500000,16,8192,0.10000000000000001,Earth_Relay2_Mars,1,2,283492043190.51758,0.63488350813579975,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_500000Hz,10,0.20000000000000001,0.20000000000000001,500000,16,8192,1,Direct_Earth_to_Mars,1,1,281638537364.54773,0.63873736888294164,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_500000Hz,10,0.20000000000000001,0.20000000000000001,500000,16,8192,1,Earth_Relay0_Mars,1,2,384470086787.46082,0.51951109630429471,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_500000Hz,10,0.20000000000000001,0.20000000000000001,500000,16,8192,1,Earth_Relay1_Mars,1,2,323090818377.15704,0.82267891097405077,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_500000Hz,10,0.20000000000000001,0.20000000000000001,500000,16,8192,1,Earth_Relay2_Mars,1,2,283492043190.51758,0.63488350813579975,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_500000Hz,10,0.20000000000000001,0.20000000000000001,500000,16,8192,4,Direct_Earth_to_Mars,1,1,281638537364.54773,0.63873736888294164,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_500000Hz,10,0.20000000000000001,0.20000000000000001,500000,16,8192,4,Earth_Relay0_Mars,1,2,384470086787.46082,0.51951109630429471,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_500000Hz,10,0.20000000000000001,0.20000000000000001,500000,16,8192,4,Earth_Relay1_Mars,1,2,323090818377.15704,0.82267891097405077,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_500000Hz,10,0.20000000000000001,0.20000000000000001,500000,16,8192,4,Earth_Relay2_Mars,1,2,283492043190.51758,0.63488350813579975,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_2000000Hz,10,0.20000000000000001,0.20000000000000001,2000000,16,8192,0,Direct_Earth_to_Mars,1,1,281638537364.54773,0.15968434222073541,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_2000000Hz,10,0.20000000000000001,0.20000000000000001,2000000,16,8192,0,Earth_Relay0_Mars,1,2,384470086787.46082,0.12987777407607368,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_2000000Hz,10,0.20000000000000001,0.20000000000000001,2000000,16,8192,0,Earth_Relay1_Mars,1,2,323090818377.15704,0.20566972774351269,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_2000000Hz,10,0.20000000000000001,0.20000000000000001,2000000,16,8192,0,Earth_Relay2_Mars,1,2,283492043190.51758,0.15872087703394994,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_2000000Hz,10,0.20000000000000001,0.20000000000000001,2000000,16,8192,0.01,Direct_Earth_to_Mars,1,1,281638537364.54773,0.15968434222073541,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_2000000Hz,10,0.20000000000000001,0.20000000000000001,2000000,16,8192,0.01,Earth_Relay0_Mars,1,2,384470086787.46082,0.12987777407607368,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_2000000Hz,10,0.20000000000000001,0.20000000000000001,2000000,16,8192,0.01,Earth_Relay1_Mars,1,2,323090818377.15704,0.20566972774351269,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_2000000Hz,10,0.20000000000000001,0.20000000000000001,2000000,16,8192,0.01,Earth_Relay2_Mars,1,2,283492043190.51758,0.15872087703394994,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_2000000Hz,10,0.20000000000000001,0.20000000000000001,2000000,16,8192,0.10000000000000001,Direct_Earth_to_Mars,1,1,281638537364.54773,0.15968434222073541,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_2000000Hz,10,0.20000000000000001,0.20000000000000001,2000000,16,8192,0.10000000000000001,Earth_Relay0_Mars,1,2,384470086787.46082,0.12987777407607368,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_2000000Hz,10,0.20000000000000001,0.20000000000000001,2000000,16,8192,0.10000000000000001,Earth_Relay1_Mars,1,2,323090818377.15704,0.20566972774351269,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_2000000Hz,10,0.20000000000000001,0.20000000000000001,2000000,16,8192,0.10000000000000001,Earth_Relay2_Mars,1,2,283492043190.51758,0.15872087703394994,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_2000000Hz,10,0.20000000000000001,0.20000000000000001,2000000,16,8192,1,Direct_Earth_to_Mars,1,1,281638537364.54773,0.15968434222073541,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_2000000Hz,10,0.20000000000000001,0.20000000000000001,2000000,16,8192,1,Earth_Relay0_Mars,1,2,384470086787.46082,0.12987777407607368,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_2000000Hz,10,0.20000000000000001,0.20000000000000001,2000000,16,8192,1,Earth_Relay1_Mars,1,2,323090818377.15704,0.20566972774351269,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_2000000Hz,10,0.20000000000000001,0.20000000000000001,2000000,16,8192,1,Earth_Relay2_Mars,1,2,283492043190.51758,0.15872087703394994,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_2000000Hz,10,0.20000000000000001,0.20000000000000001,2000000,16,8192,4,Direct_Earth_to_Mars,1,1,281638537364.54773,0.15968434222073541,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_2000000Hz,10,0.20000000000000001,0.20000000000000001,2000000,16,8192,4,Earth_Relay0_Mars,1,2,384470086787.46082,0.12987777407607368,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_2000000Hz,10,0.20000000000000001,0.20000000000000001,2000000,16,8192,4,Earth_Relay1_Mars,1,2,323090818377.15704,0.20566972774351269,0,0,0,0,0
30,100029,Slot_Rate,Slot_Rate_2000000Hz,10,0.20000000000000001,0.20000000000000001,2000000,16,8192,4,Earth_Relay2_Mars,1,2,283492043190.51758,0.15872087703394994,0,0,0,0,0
30,100029,PPM_Order,PPM_4,10,0.20000000000000001,0.20000000000000001,1000000,4,8192,0,Direct_Earth_to_Mars,1,1,281638537364.54773,0.31936868444147082,0,0,0,0,0
30,100029,PPM_Order,PPM_4,10,0.20000000000000001,0.20000000000000001,1000000,4,8192,0,Earth_Relay0_Mars,1,2,384470086787.46082,0.25975554815214735,0,0,0,0,0
30,100029,PPM_Order,PPM_4,10,0.20000000000000001,0.20000000000000001,1000000,4,8192,0,Earth_Relay1_Mars,1,2,323090818377.15704,0.41133945548702538,0,0,0,0,0
30,100029,PPM_Order,PPM_4,10,0.20000000000000001,0.20000000000000001,1000000,4,8192,0,Earth_Relay2_Mars,1,2,283492043190.51758,0.31744175406789987,0,0,0,0,0
30,100029,PPM_Order,PPM_4,10,0.20000000000000001,0.20000000000000001,1000000,4,8192,0.01,Direct_Earth_to_Mars,1,1,281638537364.54773,0.31936868444147082,0,0,0,0,0
30,100029,PPM_Order,PPM_4,10,0.20000000000000001,0.20000000000000001,1000000,4,8192,0.01,Earth_Relay0_Mars,1,2,384470086787.46082,0.25975554815214735,0,0,0,0,0
30,100029,PPM_Order,PPM_4,10,0.20000000000000001,0.20000000000000001,1000000,4,8192,0.01,Earth_Relay1_Mars,1,2,323090818377.15704,0.41133945548702538,0,0,0,0,0
