Relay_Count,Trial,Hop_Count,Distance_Per_Hop_m,Transmit_Power_W,Atmosphere_Efficiency,Receiver_Efficiency,Bottleneck_Rate_bps,Weakest_Received_Power_W,Minimum_Photons_Per_Packet,Propagation_Delay_s,Transmission_Delay_s,Processing_Delay_s,Total_Delay_s,Packet_Delivered
1,73,2,2.93477e+07,11.1424,0.936135,0.761366,1.47781e+14,3.78792e-06,1638.4,0.195782,1.10867e-10,0.005,0.200782,1
1,74,2,2.93477e+07,11.5907,0.938236,0.814055,1.64734e+14,4.22245e-06,1638.4,0.195782,9.94573e-11,0.005,0.200782,1
1,75,2,2.93477e+07,11.1301,0.921287,0.830645,1.58495e+14,4.06254e-06,1638.4,0.195782,1.03372e-10,0.005,0.200782,1
1,76,2,2.93477e+07,10.1899,0.919517,0.79576,1.38745e+14,3.5563e-06,1638.4,0.195782,1.18087e-10,0.005,0.200782,1
1,77,2,2.93477e+07,10.1474,0.881611,0.83495,1.38994e+14,3.56269e-06,1638.4,0.195782,1.17875e-10,0.005,0.200782,1
1,78,2,2.93477e+07,9.55362,0.860463,0.820902,1.25573e+14,3.21869e-06,1638.4,0.195782,1.30474e-10,0.005,0.200782,1
1,79,2,2.93477e+07,8.50796,0.914764,0.761757,1.10321e+14,2.82773e-06,1638.4,0.195782,1.48513e-10,0.005,0.200782,1
1,80,2,2.93477e+07,8.68049,0.865279,0.831171,1.16171e+14,2.97768e-06,1638.4,0.195782,1.41034e-10,0.005,0.200782,1
1,81,2,2.93477e+07,8.17732,0.906762,0.770053,1.06251e+14,2.72341e-06,1638.4,0.195782,1.54202e-10,0.005,0.200782,1
1,82,2,2.93477e+07,11.0314,0.891819,0.766098,1.40249e+14,3.59485e-06,1638.4,0.195782,1.16821e-10,0.005,0.200782,1
1,83,2,2.93477e+07,8.00719,0.858105,0.753199,9.63023e+13,2.46841e-06,1638.4,0.195782,1.70131e-10,0.005,0.200782,1
1,84,2,2.93477e+07,8.96564,0.895046,0.765353,1.14286e+14,2.92938e-06,1638.4,0.195782,1.43359e-10,0.005,0.200782,1
1,85,2,2.93477e+07,8.05022,0.883088,0.825772,1.09239e+14,2.80001e-06,1638.4,0.195782,1.49983e-10,0.005,0.200782,1
1,86,2,2.93477e+07,9.63105,0.919569,0.769333,1.26788e+14,3.24982e-06,1638.4,0.195782,1.29224e-10,0.005,0.200782,1
1,87,2,2.93477e+07,11.8746,0.902113,0.833346,1.66115e+14,4.25786e-06,1638.4,0.195782,9.86303e-11,0.005,0.200782,1
1,88,2,2.93477e+07,10.326,0.930956,0.803648,1.43759e+14,3.68481e-06,1638.4,0.195782,1.13969e-10,0.005,0.200782,1
1,89,2,2.93477e+07,11.715,0.940372,0.779391,1.59773e+14,4.0953e-06,1638.4,0.195782,1.02545e-10,0.005,0.200782,1
1,90,2,2.93477e+07,10.3308,0.854373,0.837322,1.37525e+14,3.52502e-06,1638.4,0.195782,1.19135e-10,0.005,0.200782,1
1,91,2,2.93477e+07,9.72637,0.887006,0.770628,1.23717e+14,3.1711e-06,1638.4,0.195782,1.32432e-10,0.005,0.200782,1
1,92,2,2.93477e+07,11.7051,0.859553,0.833077,1.55969e+14,3.99779e-06,1638.4,0.195782,1.05046e-10,0.005,0.200782,1
1,93,2,2.93477e+07,8.51683,0.949529,0.795958,1.1978e+14,3.07018e-06,1638.4,0.195782,1.36785e-10,0.005,0.200782,1
1,94,2,2.93477e+07,11.0455,0.931606,0.836669,1.60206e+14,4.1064e-06,1638.4,0.195782,1.02268e-10,0.005,0.200782,1
1,95,2,2.93477e+07,10.9272,0.877516,0.802569,1.43203e+14,3.67057e-06,1638.4,0.195782,1.14411e-10,0.005,0.200782,1
1,96,2,2.93477e+07,9.23149,0.874302,0.842247,1.26496e+14,3.24235e-06,1638.4,0.195782,1.29521e-10,0.005,0.200782,0
1,97,2,2.93477e+07,10.8621,0.898787,0.822477,1.49417e+14,3.82985e-06,1638.4,0.195782,1.09653e-10,0.005,0.200782,1
1,98,2,2.93477e+07,8.06811,0.909089,0.848428,1.15798e+14,2.96811e-06,1638.4,0.195782,1.41488e-10,0.005,0.200782,1
1,99,2,2.93477e+07,11.3138,0.854215,0.801216,1.44089e+14,3.69328e-06,1638.4,0.195782,1.13707e-10,0.005,0.200782,1
1,100,2,2.93477e+07,10.7987,0.861698,0.797797,1.38141e+14,3.54082e-06,1638.4,0.195782,1.18603e-10,0.005,0.200782,1
2,1,3,1.95651e+07,11.0091,0.865419,0.822149,3.27956e+14,8.40616e-06,1638.4,0.195782,7.49368e-11,0.01,0.205782,1
2,2,3,1.95651e+07,10.5484,0.949676,0.806403,3.38224e+14,8.66933e-06,1638.4,0.195782,7.2662e-11,0.01,0.205782,1
2,3,3,1.95651e+07,8.07458,0.916791,0.762836,2.36434e+14,6.06026e-06,1638.4,0.195782,1.03944e-10,0.01,0.205782,1
2,4,3,1.95651e+07,9.65685,0.908527,0.770024,2.82857e+14,7.25017e-06,1638.4,0.195782,8.6885e-11,0.01,0.205782,1
2,5,3,1.95651e+07,11.5386,0.881134,0.80543,3.42856e+14,8.78806e-06,1638.4,0.195782,7.16802e-11,0.01,0.205782,1
2,6,3,1.95651e+07,11.104,0.853307,0.842086,3.34063e+14,8.56269e-06,1638.4,0.195782,7.35669e-11,0.01,0.205782,1
2,7,3,1.95651e+07,10.7434,0.872144,0.758371,2.97509e+14,7.62573e-06,1638.4,0.195782,8.26059e-11,0.01,0.205782,1
2,8,3,1.95651e+07,8.27341,0.862368,0.758324,2.26527e+14,5.80633e-06,1638.4,0.195782,1.0849e-10,0.01,0.205782,1
2,9,3,1.95651e+07,8.83371,0.942978,0.801245,2.79446e+14,7.16275e-06,1638.4,0.195782,8.79454e-11,0.01,0.205782,1
2,10,3,1.95651e+07,11.5251,0.935097,0.756483,3.4134e+14,8.74921e-06,1638.4,0.195782,7.19985e-11,0.01,0.205782,1
2,11,3,1.95651e+07,9.23827,0.878738,0.824202,2.80139e+14,7.18049e-06,1638.4,0.195782,8.7728e-11,0.01,0.205782,1
2,12,3,1.95651e+07,11.5547,0.881156,0.799448,3.40792e+14,8.73516e-06,1638.4,0.195782,7.21144e-11,0.01,0.205782,1
2,13,3,1.95651e+07,11.6903,0.893392,0.820201,3.58656e+14,9.19304e-06,1638.4,0.195782,6.85226e-11,0.01,0.205782,1
2,14,3,1.95651e+07,11.395,0.904311,0.755366,3.25896e+14,8.35335e-06,1638.4,0.195782,7.54105e-11,0.01,0.205782,1
2,15,3,1.95651e+07,10.4003,0.860547,0.84373,3.16164e+14,8.10389e-06,1638.4,0.195782,7.77319e-11,0.01,0.205782,1
2,16,3,1.95651e+07,11.9557,0.942408,0.813067,3.83557e+14,9.83131e-06,1638.4,0.195782,6.40739e-11,0.01,0.205782,0
2,17,3,1.95651e+07,10.7859,0.893028,0.768239,3.09817e+14,7.94122e-06,1638.4,0.195782,7.93241e-11,0.01,0.205782,1
2,18,3,1.95651e+07,9.21308,0.864776,0.800789,2.67125e+14,6.84694e-06,1638.4,0.195782,9.20017e-11,0.01,0.205782,1
2,19,3,1.95651e+07,9.76278,0.867252,0.764231,2.70914e+14,6.94406e-06,1638.4,0.195782,9.0715e-11,0.01,0.205782,1
2,20,3,1.95651e+07,9.58713,0.932092,0.802857,3.00382e+14,7.69938e-06,1638.4,0.195782,8.18157e-11,0.01,0.205782,1
2,21,3,1.95651e+07,8.0642,0.924395,0.809476,2.52646e+14,6.4758e-06,1638.4,0.195782,9.72746e-11,0.01,0.205782,1
2,22,3,1.95651e+07,11.7919,0.922498,0.829155,3.77636e+14,9.67955e-06,1638.4,0.195782,6.50785e-11,0.01,0.205782,1
2,23,3,1.95651e+07,11.068,0.889878,0.766133,3.15931e+14,8.09793e-06,1638.4,0.195782,7.77891e-11,0.01,0.205782,1
2,24,3,1.95651e+07,10.1365,0.873652,0.7999,2.96586e+14,7.60207e-06,1638.4,0.195782,8.2863e-11,0.01,0.205782,0
2,25,3,1.95651e+07,9.52173,0.897766,0.803775,2.87675e+14,7.37366e-06,1638.4,0.195782,8.54298e-11,0.01,0.205782,1
2,26,3,1.95651e+07,9.26352,0.926876,0.784639,2.8207e+14,7.22999e-06,1638.4,0.195782,8.71274e-11,0.01,0.205782,1
2,27,3,1.95651e+07,8.40393,0.852324,0.807718,2.42234e+14,6.20894e-06,1638.4,0.195782,1.01455e-10,0.01,0.205782,1
2,28,3,1.95651e+07,11.032,0.853432,0.810787,3.19608e+14,8.19217e-06,1638.4,0.195782,7.68942e-11,0.01,0.205782,1
2,29,3,1.95651e+07,9.16586,0.949201,0.842106,3.06752e+14,7.86264e-06,1638.4,0.195782,8.01169e-11,0.01,0.205782,0
2,30,3,1.95651e+07,11.3926,0.925418,0.785997,3.46953e+14,8.89309e-06,1638.4,0.195782,7.08337e-11,0.01,0.205782,1
2,31,3,1.95651e+07,8.75975,0.89117,0.829747,2.71198e+14,6.95133e-06,1638.4,0.195782,9.06201e-11,0.01,0.205782,0
2,32,3,1.95651e+07,9.79593,0.942408,0.771758,2.98301e+14,7.64603e-06,1638.4,0.195782,8.23866e-11,0.01,0.205782,1
2,33,3,1.95651e+07,9.43204,0.911826,0.817244,2.94278e+14,7.54292e-06,1638.4,0.195782,8.35128e-11,0.01,0.205782,1
2,34,3,1.95651e+07,9.25297,0.924575,0.825577,2.95713e+14,7.57968e-06,1638.4,0.195782,8.31077e-11,0.01,0.205782,1
2,35,3,1.95651e+07,9.16204,0.893623,0.785769,2.69358e+14,6.90416e-06,1638.4,0.195782,9.12392e-11,0.01,0.205782,1
2,36,3,1.95651e+07,8.77063,0.942698,0.811717,2.80994e+14,7.20241e-06,1638.4,0.195782,8.7461e-11,0.01,0.205782,1
2,37,3,1.95651e+07,8.05654,0.887468,0.750851,2.24773e+14,5.76136e-06,1638.4,0.195782,1.09337e-10,0.01,0.205782,1
2,38,3,1.95651e+07,8.43274,0.946948,0.84418,2.8224e+14,7.23435e-06,1638.4,0.195782,8.70749e-11,0.01,0.205782,1
2,39,3,1.95651e+07,8.39651,0.919978,0.819704,2.65107e+14,6.79521e-06,1638.4,0.195782,9.27021e-11,0.01,0.205782,1
2,40,3,1.95651e+07,11.1181,0.917577,0.778942,3.3271e+14,8.528e-06,1638.4,0.195782,7.38661e-11,0.01,0.205782,1
2,41,3,1.95651e+07,8.46258,0.883122,0.797408,2.49513e+14,6.3955e-06,1638.4,0.195782,9.84959e-11,0.01,0.205782,1
2,42,3,1.95651e+07,11.8913,0.862579,0.788402,3.38583e+14,8.67854e-06,1638.4,0.195782,7.25848e-11,0.01,0.205782,1
2,43,3,1.95651e+07,8.47457,0.923923,0.796501,2.61113e+14,6.69283e-06,1638.4,0.195782,9.41202e-11,0.01,0.205782,1
2,44,3,1.95651e+07,11.9067,0.876251,0.793564,3.4665e+14,8.88531e-06,1638.4,0.195782,7.08957e-11,0.01,0.205782,1
2,45,3,1.95651e+07,9.35794,0.923098,0.831166,3.00611e+14,7.70523e-06,1638.4,0.195782,8.17536e-11,0.01,0.205782,1
2,46,3,1.95651e+07,10.5733,0.93454,0.802007,3.31799e+14,8.50466e-06,1638.4,0.195782,7.40689e-11,0.01,0.205782,1
2,47,3,1.95651e+07,9.18583,0.888648,0.754435,2.57845e+14,6.60907e-06,1638.4,0.195782,9.5313e-11,0.01,0.205782,1
2,48,3,1.95651e+07,11.5301,0.911598,0.777836,3.42304e+14,8.77392e-06,1638.4,0.195782,7.17958e-11,0.01,0.205782,1
2,49,3,1.95651e+07,11.9289,0.852543,0.832791,3.54601e+14,9.08911e-06,1638.4,0.195782,6.93061e-11,0.01,0.205782,1
2,50,3,1.95651e+07,11.1123,0.942989,0.822733,3.6096e+14,9.25209e-06,1638.4,0.195782,6.80852e-11,0.01,0.205782,1
2,51,3,1.95651e+07,10.7667,0.905423,0.78442,3.20164e+14,8.20643e-06,1638.4,0.195782,7.67606e-11,0.01,0.205782,1
2,52,3,1.95651e+07,11.4361,0.922253,0.841135,3.71435e+14,9.5206e-06,1638.4,0.195782,6.6165e-11,0.01,0.205782,0
2,53,3,1.95651e+07,11.3341,0.856195,0.756673,3.07437e+14,7.8802e-06,1638.4,0.195782,7.99384e-11,0.01,0.205782,1
2,54,3,1.95651e+07,10.8203,0.852185,0.848086,3.27416e+14,8.39231e-06,1638.4,0.195782,7.50604e-11,0.01,0.205782,1
2,55,3,1.95651e+07,11.8352,0.872309,0.82937,3.58495e+14,9.18892e-06,1638.4,0.195782,6.85533e-11,0.01,0.205782,1
2,56,3,1.95651e+07,9.6409,0.8528,0.801047,2.75747e+14,7.06793e-06,1638.4,0.195782,8.91251e-11,0.01,0.205782,1
2,57,3,1.95651e+07,9.03778,0.91113,0.839767,2.89528e+14,7.42115e-06,1638.4,0.195782,8.48831e-11,0.01,0.205782,1
2,58,3,1.95651e+07,9.53207,0.924604,0.828224,3.05618e+14,7.83359e-06,1638.4,0.195782,8.0414e-11,0.01,0.205782,1
2,59,3,1.95651e+07,11.8236,0.90388,0.7748,3.46688e+14,8.88629e-06,1638.4,0.195782,7.08879e-11,0.01,0.205782,1
2,60,3,1.95651e+07,10.2567,0.901421,0.797412,3.08679e+14,7.91203e-06,1638.4,0.195782,7.96168e-11,0.01,0.205782,1
2,61,3,1.95651e+07,9.27217,0.930662,0.809126,2.92333e+14,7.49306e-06,1638.4,0.195782,8.40685e-11,0.01,0.205782,1
2,62,3,1.95651e+07,10.8748,0.931264,0.763692,3.23819e+14,8.3001e-06,1638.4,0.195782,7.58943e-11,0.01,0.205782,1
2,63,3,1.95651e+07,11.7664,0.867399,0.771296,3.29589e+14,8.44801e-06,1638.4,0.195782,7.45656e-11,0.01,0.205782,1
2,64,3,1.95651e+07,8.77735,0.942947,0.83322,2.88735e+14,7.40083e-06,1638.4,0.195782,8.51162e-11,0.01,0.205782,1
2,65,3,1.95651e+07,9.41018,0.934176,0.837766,3.08346e+14,7.90351e-06,1638.4,0.195782,7.97026e-11,0.01,0.205782,1
2,66,3,1.95651e+07,10.9638,0.867484,0.78117,3.11068e+14,7.97328e-06,1638.4,0.195782,7.90051e-11,0.01,0.205782,1
2,67,3,1.95651e+07,8.96622,0.942695,0.802226,2.839e+14,7.27691e-06,1638.4,0.195782,8.65656e-11,0.01,0.205782,1
2,68,3,1.95651e+07,8.3175,0.903058,0.832959,2.61952e+14,6.71432e-06,1638.4,0.195782,9.38189e-11,0.01,0.205782,1
2,69,3,1.95651e+07,8.94533,0.92472,0.806385,2.79279e+14,7.15845e-06,1638.4,0.195782,8.79982e-11,0.01,0.205782,1
2,70,3,1.95651e+07,10.2009,0.863203,0.753044,2.77626e+14,7.11608e-06,1638.4,0.195782,8.85221e-11,0.01,0.205782,1
2,71,3,1.95651e+07,9.92423,0.919189,0.764122,2.91846e+14,7.48057e-06,1638.4,0.195782,8.42088e-11,0.01,0.205782,1
2,72,3,1.95651e+07,8.94308,0.947594,0.787926,2.79565e+14,7.1658e-06,1638.4,0.195782,8.79079e-11,0.01,0.205782,1
2,73,3,1.95651e+07,10.8577,0.940694,0.778301,3.32829e+14,8.53104e-06,1638.4,0.195782,7.38398e-11,0.01,0.205782,1
2,74,3,1.95651e+07,10.9137,0.910784,0.760031,3.16307e+14,8.10755e-06,1638.4,0.195782,7.76968e-11,0.01,0.205782,1
2,75,3,1.95651e+07,8.15275,0.926084,0.78077,2.46812e+14,6.32626e-06,1638.4,0.195782,9.95738e-11,0.01,0.205782,1
2,76,3,1.95651e+07,11.3902,0.936825,0.847277,3.78534e+14,9.70256e-06,1638.4,0.195782,6.49241e-11,0.01,0.205782,1
2,77,3,1.95651e+07,9.32215,0.944604,0.849171,3.13076e+14,8.02474e-06,1638.4,0.195782,7.84985e-11,0.01,0.205782,1
2,78,3,1.95651e+07,8.22127,0.883899,0.824625,2.50892e+14,6.43084e-06,1638.4,0.195782,9.79546e-11,0.01,0.205782,1
2,79,3,1.95651e+07,10.5269,0.911335,0.827387,3.32336e+14,8.51841e-06,1638.4,0.195782,7.39493e-11,0.01,0.205782,1
2,80,3,1.95651e+07,9.74599,0.940903,0.847737,3.25477e+14,8.34261e-06,1638.4,0.195782,7.55076e-11,0.01,0.205782,1
2,81,3,1.95651e+07,9.80298,0.903299,0.810538,3.00505e+14,7.70253e-06,1638.4,0.195782,8.17823e-11,0.01,0.205782,1
2,82,3,1.95651e+07,9.44132,0.939055,0.792801,2.94291e+14,7.54324e-06,1638.4,0.195782,8.35093e-11,0.01,0.205782,1
2,83,3,1.95651e+07,11.9092,0.872484,0.809745,3.52271e+14,9.02939e-06,1638.4,0.195782,6.97644e-11,0.01,0.205782,1
2,84,3,1.95651e+07,9.96788,0.857079,0.834323,2.98433e+14,7.64941e-06,1638.4,0.195782,8.23502e-11,0.01,0.205782,1
2,85,3,1.95651e+07,8.26426,0.945656,0.826674,2.70496e+14,6.93332e-06,1638.4,0.195782,9.08555e-11,0.01,0.205782,1
2,86,3,1.95651e+07,11.1667,0.873418,0.842561,3.44064e+14,8.81902e-06,1638.4,0.195782,7.14287e-11,0.01,0.205782,1
2,87,3,1.95651e+07,11.9503,0.930507,0.757106,3.52486e+14,9.03491e-06,1638.4,0.195782,6.97219e-11,0.01,0.205782,1
2,88,3,1.95651e+07,9.94216,0.941325,0.820727,3.21594e+14,8.24307e-06,1638.4,0.195782,7.64194e-11,0.01,0.205782,1
2,89,3,1.95651e+07,11.8744,0.917627,0.786146,3.5865e+14,9.1929e-06,1638.4,0.195782,6.85236e-11,0.01,0.205782,1
2,90,3,1.95651e+07,8.24101,0.896423,0.78349,2.42335e+14,6.21151e-06,1638.4,0.195782,1.01413e-10,0.01,0.205782,1
2,91,3,1.95651e+07,11.7169,0.854967,0.756166,3.17151e+14,8.1292e-06,1638.4,0.195782,7.74898e-11,0.01,0.205782,1
2,92,3,1.95651e+07,10.9623,0.897816,0.786279,3.24006e+14,8.3049e-06,1638.4,0.195782,7.58505e-11,0.01,0.205782,1
2,93,3,1.95651e+07,8.95453,0.949502,0.794513,2.82832e+14,7.24953e-06,1638.4,0.195782,8.68926e-11,0.01,0.205782,1
2,94,3,1.95651e+07,8.94096,0.905832,0.816927,2.77015e+14,7.10044e-06,1638.4,0.195782,8.87171e-11,0.01,0.205782,1
2,95,3,1.95651e+07,10.5549,0.902475,0.778709,3.10565e+14,7.96039e-06,1638.4,0.195782,7.91331e-11,0.01,0.205782,1
2,96,3,1.95651e+07,8.34237,0.948644,0.821046,2.7205e+14,6.97316e-06,1638.4,0.195782,9.03364e-11,0.01,0.205782,1
2,97,3,1.95651e+07,10.9041,0.893553,0.833693,3.40097e+14,8.71735e-06,1638.4,0.195782,7.22617e-11,0.01,0.205782,1
2,98,3,1.95651e+07,10.675,0.935369,0.838896,3.50711e+14,8.9894e-06,1638.4,0.195782,7.00748e-11,0.01,0.205782,1
2,99,3,1.95651e+07,11.3356,0.850874,0.79488,3.20996e+14,8.22774e-06,1638.4,0.195782,7.65618e-11,0.01,0.205782,1
2,100,3,1.95651e+07,11.1012,0.919501,0.830788,3.55059e+14,9.10084e-06,1638.4,0.195782,6.92167e-11,0.01,0.205782,1
4,1,5,1.17391e+07,10.5564,0.850161,0.796817,8.31691e+14,2.13178e-05,1638.4,0.195782,4.92491e-11,0.02,0.215782,1
4,2,5,1.17391e+07,8.539,0.945326,0.831184,7.80318e+14,2.00011e-05,1638.4,0.195782,5.24914e-11,0.02,0.215782,1
4,3,5,1.17391e+07,8.06193,0.865356,0.765283,6.2093e+14,1.59156e-05,1638.4,0.195782,6.59656e-11,0.02,0.215782,1
4,4,5,1.17391e+07,8.58809,0.886484,0.810343,7.17502e+14,1.8391e-05,1638.4,0.195782,5.7087e-11,0.02,0.215782,1
4,5,5,1.17391e+07,10.9629,0.897268,0.798495,9.13491e+14,2.34146e-05,1638.4,0.195782,4.4839e-11,0.02,0.215782,1
4,6,5,1.17391e+07,11.5203,0.88494,0.779729,9.24497e+14,2.36966e-05,1638.4,0.195782,4.43052e-11,0.02,0.215782,1
4,7,5,1.17391e+07,9.3839,0.902788,0.763186,7.51945e+14,1.92738e-05,1638.4,0.195782,5.44721e-11,0.02,0.215782,1
4,8,5,1.17391e+07,8.7745,0.880369,0.814303,7.31576e+14,1.87517e-05,1638.4,0.195782,5.59887e-11,0.02,0.215782,1
4,9,5,1.17391e+07,8.87662,0.883867,0.837597,7.64286e+14,1.95901e-05,1638.4,0.195782,5.35925e-11,0.02,0.215782,1
4,10,5,1.17391e+07,9.91984,0.878522,0.827783,8.38996e+14,2.15051e-05,1638.4,0.195782,4.88203e-11,0.02,0.215782,1
4,11,5,1.17391e+07,9.72171,0.87006,0.792236,7.7935e+14,1.99762e-05,1638.4,0.195782,5.25566e-11,0.02,0.215782,1
4,12,5,1.17391e+07,11.6719,0.905378,0.772212,9.4906e+14,2.43263e-05,1638.4,0.195782,4.31585e-11,0.02,0.215782,1
4,13,5,1.17391e+07,9.07739,0.941167,0.849077,8.43648e+14,2.16243e-05,1638.4,0.195782,4.85511e-11,0.02,0.215782,1
4,14,5,1.17391e+07,9.39147,0.874719,0.760306,7.26401e+14,1.86191e-05,1638.4,0.195782,5.63876e-11,0.02,0.215782,1
4,15,5,1.17391e+07,11.5258,0.874738,0.764443,8.96353e+14,2.29753e-05,1638.4,0.195782,4.56963e-11,0.02,0.215782,1
4,16,5,1.17391e+07,8.74354,0.865584,0.828047,7.2885e+14,1.86818e-05,1638.4,0.195782,5.61981e-11,0.02,0.215782,1
4,17,5,1.17391e+07,8.50184,0.897026,0.755637,6.7022e+14,1.7179e-05,1638.4,0.195782,6.11143e-11,0.02,0.215782,1
4,18,5,1.17391e+07,8.67156,0.888897,0.817819,7.33149e+14,1.8792e-05,1638.4,0.195782,5.58686e-11,0.02,0.215782,1
4,19,5,1.17391e+07,8.45918,0.875863,0.781013,6.72991e+14,1.72501e-05,1638.4,0.195782,6.08626e-11,0.02,0.215782,0
4,20,5,1.17391e+07,10.9964,0.855484,0.778307,8.51529e+14,2.18263e-05,1638.4,0.195782,4.81017e-11,0.02,0.215782,0
4,21,5,1.17391e+07,11.4682,0.946812,0.806874,1.01894e+15,2.61174e-05,1638.4,0.195782,4.01986e-11,0.02,0.215782,0
4,22,5,1.17391e+07,8.93962,0.868108,0.775353,6.99807e+14,1.79374e-05,1638.4,0.195782,5.85304e-11,0.02,0.215782,1
4,23,5,1.17391e+07,11.2861,0.88355,0.756001,8.7677e+14,2.24733e-05,1638.4,0.195782,4.67169e-11,0.02,0.215782,1
4,24,5,1.17391e+07,9.62237,0.938197,0.794345,8.34011e+14,2.13773e-05,1638.4,0.195782,4.91121e-11,0.02,0.215782,1
4,25,5,1.17391e+07,9.17262,0.925914,0.784341,7.74738e+14,1.9858e-05,1638.4,0.195782,5.28695e-11,0.02,0.215782,1
4,26,5,1.17391e+07,10.4163,0.880596,0.759979,8.10734e+14,2.07807e-05,1638.4,0.195782,5.05221e-11,0.02,0.215782,1
4,27,5,1.17391e+07,10.0672,0.91534,0.784064,8.40291e+14,2.15383e-05,1638.4,0.195782,4.8745e-11,0.02,0.215782,1
4,28,5,1.17391e+07,8.74625,0.948381,0.811602,7.8295e+14,2.00685e-05,1638.4,0.195782,5.23149e-11,0.02,0.215782,1
4,29,5,1.17391e+07,10.735,0.856207,0.752399,8.04293e+14,2.06156e-05,1638.4,0.195782,5.09267e-11,0.02,0.215782,1
4,30,5,1.17391e+07,8.38472,0.884157,0.759603,6.54925e+14,1.6787e-05,1638.4,0.195782,6.25415e-11,0.02,0.215782,1
4,31,5,1.17391e+07,11.0578,0.945775,0.827516,1.00651e+15,2.57989e-05,1638.4,0.195782,4.06949e-11,0.02,0.215782,1
4,32,5,1.17391e+07,10.808,0.8779,0.779576,8.60274e+14,2.20505e-05,1638.4,0.195782,4.76128e-11,0.02,0.215782,1
4,33,5,1.17391e+07,11.1687,0.908025,0.757587,8.93547e+14,2.29033e-05,1638.4,0.195782,4.58398e-11,0.02,0.215782,1
4,34,5,1.17391e+07,9.4722,0.9179,0.822627,8.31831e+14,2.13214e-05,1638.4,0.195782,4.92407e-11,0.02,0.215782,1
4,35,5,1.17391e+07,11.0639,0.941703,0.789782,9.57011e+14,2.453e-05,1638.4,0.195782,4.27999e-11,0.02,0.215782,1
4,36,5,1.17391e+07,8.85566,0.922408,0.750303,7.12798e+14,1.82704e-05,1638.4,0.195782,5.74637e-11,0.02,0.215782,1
4,37,5,1.17391e+07,8.94011,0.850498,0.826391,7.30781e+14,1.87313e-05,1638.4,0.195782,5.60496e-11,0.02,0.215782,1
4,38,5,1.17391e+07,11.4072,0.86372,0.808719,9.26693e+14,2.37529e-05,1638.4,0.195782,4.42002e-11,0.02,0.215782,0
4,39,5,1.17391e+07,8.61477,0.888408,0.793609,7.06397e+14,1.81063e-05,1638.4,0.195782,5.79844e-11,0.02,0.215782,0
4,40,5,1.17391e+07,9.10572,0.94469,0.834938,8.35303e+14,2.14104e-05,1638.4,0.195782,4.90361e-11,0.02,0.215782,1
4,41,5,1.17391e+07,10.5264,0.866261,0.815595,8.64943e+14,2.21702e-05,1638.4,0.195782,4.73557e-11,0.02,0.215782,1
4,42,5,1.17391e+07,10.7791,0.899176,0.825203,9.30199e+14,2.38428e-05,1638.4,0.195782,4.40336e-11,0.02,0.215782,1
4,43,5,1.17391e+07,9.79469,0.869022,0.833038,8.24655e+14,2.11375e-05,1638.4,0.195782,4.96693e-11,0.02,0.215782,1
4,44,5,1.17391e+07,8.41842,0.873487,0.792077,6.77393e+14,1.73629e-05,1638.4,0.195782,6.04671e-11,0.02,0.215782,1
4,45,5,1.17391e+07,10.7742,0.886463,0.751629,8.34902e+14,2.14002e-05,1638.4,0.195782,4.90596e-11,0.02,0.215782,1
4,46,5,1.17391e+07,10.5709,0.869855,0.761948,8.14836e+14,2.08858e-05,1638.4,0.195782,5.02678e-11,0.02,0.215782,1
4,47,5,1.17391e+07,11.3346,0.929638,0.771571,9.45543e+14,2.42361e-05,1638.4,0.195782,4.3319e-11,0.02,0.215782,1
4,48,5,1.17391e+07,9.06436,0.913155,0.770335,7.41562e+14,1.90077e-05,1638.4,0.195782,5.52347e-11,0.02,0.215782,1
4,49,5,1.17391e+07,8.09334,0.948284,0.808564,7.21716e+14,1.8499e-05,1638.4,0.195782,5.67536e-11,0.02,0.215782,1
4,50,5,1.17391e+07,11.787,0.898723,0.788503,9.71445e+14,2.49e-05,1638.4,0.195782,4.2164e-11,0.02,0.215782,1
4,51,5,1.17391e+07,8.01455,0.8984,0.769568,6.4444e+14,1.65182e-05,1638.4,0.195782,6.35591e-11,0.02,0.215782,1
4,52,5,1.17391e+07,9.96275,0.944312,0.767465,8.3973e+14,2.15239e-05,1638.4,0.195782,4.87776e-11,0.02,0.215782,1
4,53,5,1.17391e+07,9.57733,0.922005,0.791509,8.12868e+14,2.08354e-05,1638.4,0.195782,5.03895e-11,0.02,0.215782,1
4,54,5,1.17391e+07,11.0447,0.859637,0.837336,9.246e+14,2.36993e-05,1638.4,0.195782,4.43002e-11,0.02,0.215782,1
4,55,5,1.17391e+07,10.4773,0.937024,0.788052,8.99793e+14,2.30634e-05,1638.4,0.195782,4.55216e-11,0.02,0.215782,1
4,56,5,1.17391e+07,8.21857,0.91687,0.80919,7.09153e+14,1.8177e-05,1638.4,0.195782,5.7759e-11,0.02,0.215782,1
4,57,5,1.17391e+07,8.26467,0.887179,0.838566,7.15089e+14,1.83291e-05,1638.4,0.195782,5.72796e-11,0.02,0.215782,1
4,58,5,1.17391e+07,10.8384,0.922235,0.828415,9.63033e+14,2.46844e-05,1638.4,0.195782,4.25323e-11,0.02,0.215782,1
4,59,5,1.17391e+07,10.2578,0.871809,0.783741,8.15144e+14,2.08937e-05,1638.4,0.195782,5.02488e-11,0.02,0.215782,1
